job_id	entity_id	control_class	expected_behavior	conformation	docking_seed	state	representative_model	remote_representative_model_gz	job_hash	representative_pair_label	model_strict_a_fraction	haddock_score	native_hotspot_overlap	cross_hotspot_overlap	native_total_occlusion	cross_total_occlusion	native_cdr3_occlusion	cross_cdr3_occlusion
CONTROL_CTRL_MUTANT_009_mut_09_PVRIG-30_cdr3_arom_W100A_9e6y_s3253_8e148089ff93	CTRL_MUTANT_009_mut_09_PVRIG-30_cdr3_arom_W100A	destructive_alanine	DISRUPTIVE_CONTROL	9e6y	3253	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_MUTANT_009_mut_09_PVRIG-30_cdr3_arom_W100A_9e6y_s3253_8e148089ff93/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	8e148089ff93acfba3f1f0da127fcbd71aae41709e1c9c8e59500c9a34a3d48f	SUPPORTED_AB	0.1	-103.15083	17	17	556	571	74	82
CONTROL_CTRL_MUTANT_010_mut_10_PVRIG-30_cdr3_center_ala_scan_8x6b_s917_7eaab2d165cd	CTRL_MUTANT_010_mut_10_PVRIG-30_cdr3_center_ala_scan	destructive_alanine	DISRUPTIVE_CONTROL	8x6b	917	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_MUTANT_010_mut_10_PVRIG-30_cdr3_center_ala_scan_8x6b_s917_7eaab2d165cd/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	7eaab2d165cdd65a5e2b062b59f8817473585a81dea2ccb6433b06bc6c372906	SUPPORTED_AB	0.0	-66.30343	14	14	586	588	95	95
CONTROL_CTRL_MUTANT_010_mut_10_PVRIG-30_cdr3_center_ala_scan_8x6b_s1931_afe89912e3e9	CTRL_MUTANT_010_mut_10_PVRIG-30_cdr3_center_ala_scan	destructive_alanine	DISRUPTIVE_CONTROL	8x6b	1931	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_MUTANT_010_mut_10_PVRIG-30_cdr3_center_ala_scan_8x6b_s1931_afe89912e3e9/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	afe89912e3e9235b1380e9dde3eb65c35af26c65d7f6d3e9326ec2c544e48a1e	SUPPORTED_AB	0.2	-81.2235	19	19	564	539	89	87
CONTROL_CTRL_MUTANT_010_mut_10_PVRIG-30_cdr3_center_ala_scan_8x6b_s3253_bc1e14e3d071	CTRL_MUTANT_010_mut_10_PVRIG-30_cdr3_center_ala_scan	destructive_alanine	DISRUPTIVE_CONTROL	8x6b	3253	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_MUTANT_010_mut_10_PVRIG-30_cdr3_center_ala_scan_8x6b_s3253_bc1e14e3d071/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	bc1e14e3d071e4507e6943a1ebf4e5dcba5833e9d10628812b2f14172602f1a4	SUPPORTED_AB	0.1	-65.78380000000001	17	17	407	389	61	63
CONTROL_CTRL_MUTANT_010_mut_10_PVRIG-30_cdr3_center_ala_scan_9e6y_s917_7a265a52c112	CTRL_MUTANT_010_mut_10_PVRIG-30_cdr3_center_ala_scan	destructive_alanine	DISRUPTIVE_CONTROL	9e6y	917	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_MUTANT_010_mut_10_PVRIG-30_cdr3_center_ala_scan_9e6y_s917_7a265a52c112/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	7a265a52c112e73099562590b8be78ab081926e1dd9f378b6276acd420ff25a9	STRICT_A	0.2	-77.11329999999998	18	18	714	728	110	119
CONTROL_CTRL_MUTANT_010_mut_10_PVRIG-30_cdr3_center_ala_scan_9e6y_s1931_d62b4db82d63	CTRL_MUTANT_010_mut_10_PVRIG-30_cdr3_center_ala_scan	destructive_alanine	DISRUPTIVE_CONTROL	9e6y	1931	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_MUTANT_010_mut_10_PVRIG-30_cdr3_center_ala_scan_9e6y_s1931_d62b4db82d63/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	d62b4db82d63611d9423d784d986c568e3a34bd9f85f5492139d3b3294f46fa9	SUPPORTED_AB	0.2	-120.5136	21	21	495	516	87	89
CONTROL_CTRL_MUTANT_010_mut_10_PVRIG-30_cdr3_center_ala_scan_9e6y_s3253_4a0cdad616d4	CTRL_MUTANT_010_mut_10_PVRIG-30_cdr3_center_ala_scan	destructive_alanine	DISRUPTIVE_CONTROL	9e6y	3253	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_MUTANT_010_mut_10_PVRIG-30_cdr3_center_ala_scan_9e6y_s3253_4a0cdad616d4/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	4a0cdad616d49905ca8abfa0696e9ac4cdd50c2444f545dba4d0e961c1bc8ad4	SUPPORTED_AB	0.0	-72.1653	17	17	337	355	42	51
CONTROL_CTRL_MUTANT_014_mut_14_PVRIG-38_cdr3_arom_F100A_8x6b_s917_589a0d7d2465	CTRL_MUTANT_014_mut_14_PVRIG-38_cdr3_arom_F100A	destructive_alanine	DISRUPTIVE_CONTROL	8x6b	917	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_MUTANT_014_mut_14_PVRIG-38_cdr3_arom_F100A_8x6b_s917_589a0d7d2465/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	589a0d7d24656bc3289890c8087647867b9e03cb047b6385f3700a6cf7851a35	STRICT_A	0.4	-51.48899999999999	15	15	558	549	136	131
CONTROL_CTRL_MUTANT_014_mut_14_PVRIG-38_cdr3_arom_F100A_8x6b_s1931_69a9c23e0e4d	CTRL_MUTANT_014_mut_14_PVRIG-38_cdr3_arom_F100A	destructive_alanine	DISRUPTIVE_CONTROL	8x6b	1931	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_MUTANT_014_mut_14_PVRIG-38_cdr3_arom_F100A_8x6b_s1931_69a9c23e0e4d/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	69a9c23e0e4daa0004c966015870b47fd61389aed7371db5d29117dd557ef73d	SUPPORTED_AB	0.3	-51.84656	13	13	806	774	141	137
CONTROL_CTRL_MUTANT_014_mut_14_PVRIG-38_cdr3_arom_F100A_8x6b_s3253_6f216b176d7e	CTRL_MUTANT_014_mut_14_PVRIG-38_cdr3_arom_F100A	destructive_alanine	DISRUPTIVE_CONTROL	8x6b	3253	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_MUTANT_014_mut_14_PVRIG-38_cdr3_arom_F100A_8x6b_s3253_6f216b176d7e/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	6f216b176d7e4b42371ddeb226cd77dd4d02f2a6f6fe333dcc047ceb05c7170e	SUPPORTED_AB	0.4	-54.41672000000001	19	19	674	668	95	86
CONTROL_CTRL_MUTANT_014_mut_14_PVRIG-38_cdr3_arom_F100A_9e6y_s917_40b2fb202dcf	CTRL_MUTANT_014_mut_14_PVRIG-38_cdr3_arom_F100A	destructive_alanine	DISRUPTIVE_CONTROL	9e6y	917	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_MUTANT_014_mut_14_PVRIG-38_cdr3_arom_F100A_9e6y_s917_40b2fb202dcf/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	40b2fb202dcf68044f9e4cee1b6ed0f558f26c7a4579c6bb299da1ea9c5bcf8c	SUPPORTED_AB	0.1	-64.9238	16	16	485	488	117	122
CONTROL_CTRL_MUTANT_014_mut_14_PVRIG-38_cdr3_arom_F100A_9e6y_s1931_289d63705287	CTRL_MUTANT_014_mut_14_PVRIG-38_cdr3_arom_F100A	destructive_alanine	DISRUPTIVE_CONTROL	9e6y	1931	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_MUTANT_014_mut_14_PVRIG-38_cdr3_arom_F100A_9e6y_s1931_289d63705287/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	289d637052877e081102f76414896cba3164cc962269fc24a7376b7f05910d66	SUPPORTED_AB	0.4	-55.04418000000001	15	15	727	738	101	118
CONTROL_CTRL_MUTANT_014_mut_14_PVRIG-38_cdr3_arom_F100A_9e6y_s3253_750a84a2ac20	CTRL_MUTANT_014_mut_14_PVRIG-38_cdr3_arom_F100A	destructive_alanine	DISRUPTIVE_CONTROL	9e6y	3253	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_MUTANT_014_mut_14_PVRIG-38_cdr3_arom_F100A_9e6y_s3253_750a84a2ac20/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	750a84a2ac20022856c72eb88231ada502c25bc759db4e54fa3a24107264ec89	STRICT_A	0.4	-64.29339999999999	19	19	757	775	165	168
CONTROL_CTRL_MUTANT_015_mut_15_PVRIG-38_cdr3_center_ala_scan_8x6b_s917_a5d1950f6d42	CTRL_MUTANT_015_mut_15_PVRIG-38_cdr3_center_ala_scan	destructive_alanine	DISRUPTIVE_CONTROL	8x6b	917	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_MUTANT_015_mut_15_PVRIG-38_cdr3_center_ala_scan_8x6b_s917_a5d1950f6d42/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	a5d1950f6d423c6348ac2ec803a96069d07704a9fdd587f278b3e3d51b5bb803	STRICT_A	0.8	-57.358539999999984	18	18	769	738	153	149
CONTROL_CTRL_MUTANT_015_mut_15_PVRIG-38_cdr3_center_ala_scan_8x6b_s1931_d1e4ccc2d72f	CTRL_MUTANT_015_mut_15_PVRIG-38_cdr3_center_ala_scan	destructive_alanine	DISRUPTIVE_CONTROL	8x6b	1931	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_MUTANT_015_mut_15_PVRIG-38_cdr3_center_ala_scan_8x6b_s1931_d1e4ccc2d72f/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	d1e4ccc2d72f349c046238a537427a5057e66ce5274a9a8b3c0e1410716de74a	STRICT_A	0.6	-51.17578	15	15	816	865	147	156
CONTROL_CTRL_MUTANT_015_mut_15_PVRIG-38_cdr3_center_ala_scan_8x6b_s3253_876922e74971	CTRL_MUTANT_015_mut_15_PVRIG-38_cdr3_center_ala_scan	destructive_alanine	DISRUPTIVE_CONTROL	8x6b	3253	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_MUTANT_015_mut_15_PVRIG-38_cdr3_center_ala_scan_8x6b_s3253_876922e74971/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	876922e749711a8f714d52d06dcb0f08aa4c68155d341832b75b2dc2ac0aa772	STRICT_A	0.8	-82.2019	21	21	815	810	175	188
CONTROL_CTRL_MUTANT_015_mut_15_PVRIG-38_cdr3_center_ala_scan_9e6y_s917_3e23820a8ca6	CTRL_MUTANT_015_mut_15_PVRIG-38_cdr3_center_ala_scan	destructive_alanine	DISRUPTIVE_CONTROL	9e6y	917	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_MUTANT_015_mut_15_PVRIG-38_cdr3_center_ala_scan_9e6y_s917_3e23820a8ca6/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	3e23820a8ca6f7188862b8e3e0e362a91ad0d6ef9595db279437d2b0156ca6fd	STRICT_A	0.9	-75.4632	19	19	742	743	141	141
CONTROL_CTRL_MUTANT_015_mut_15_PVRIG-38_cdr3_center_ala_scan_9e6y_s1931_9057287708f9	CTRL_MUTANT_015_mut_15_PVRIG-38_cdr3_center_ala_scan	destructive_alanine	DISRUPTIVE_CONTROL	9e6y	1931	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_MUTANT_015_mut_15_PVRIG-38_cdr3_center_ala_scan_9e6y_s1931_9057287708f9/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	9057287708f9303b1506075c82b345169e4b9dc94117aed4a15258edfc5218e0	STRICT_A	0.7	-70.97970000000001	20	20	750	764	147	142
CONTROL_CTRL_MUTANT_015_mut_15_PVRIG-38_cdr3_center_ala_scan_9e6y_s3253_fdb87b44f139	CTRL_MUTANT_015_mut_15_PVRIG-38_cdr3_center_ala_scan	destructive_alanine	DISRUPTIVE_CONTROL	9e6y	3253	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_MUTANT_015_mut_15_PVRIG-38_cdr3_center_ala_scan_9e6y_s3253_fdb87b44f139/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	fdb87b44f139a33c274581c879e99ce844a80aad8144b34dce828fe427bb3a35	STRICT_A	0.6	-75.75559999999999	19	19	581	594	133	142
CONTROL_CTRL_MUTANT_019_mut_19_PVRIG-39_cdr3_arom_F99A_8x6b_s917_134a99667182	CTRL_MUTANT_019_mut_19_PVRIG-39_cdr3_arom_F99A	destructive_alanine	DISRUPTIVE_CONTROL	8x6b	917	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_MUTANT_019_mut_19_PVRIG-39_cdr3_arom_F99A_8x6b_s917_134a99667182/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	134a996671822243593a152b0cfc8e2b11b7210129e67faf3ac167035f439033	SUPPORTED_AB	0.2	-71.58670000000001	13	13	489	521	99	103
CONTROL_CTRL_MUTANT_019_mut_19_PVRIG-39_cdr3_arom_F99A_8x6b_s1931_540d033d59aa	CTRL_MUTANT_019_mut_19_PVRIG-39_cdr3_arom_F99A	destructive_alanine	DISRUPTIVE_CONTROL	8x6b	1931	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_MUTANT_019_mut_19_PVRIG-39_cdr3_arom_F99A_8x6b_s1931_540d033d59aa/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	540d033d59aac04e94bbe259f2a5b05e64cc1cb412c9ed9d7d01e5c1cb745ebc	STRICT_A	0.3	-68.65405000000001	18	18	683	675	114	113
CONTROL_CTRL_MUTANT_019_mut_19_PVRIG-39_cdr3_arom_F99A_8x6b_s3253_1ea207bf87eb	CTRL_MUTANT_019_mut_19_PVRIG-39_cdr3_arom_F99A	destructive_alanine	DISRUPTIVE_CONTROL	8x6b	3253	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_MUTANT_019_mut_19_PVRIG-39_cdr3_arom_F99A_8x6b_s3253_1ea207bf87eb/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	1ea207bf87eba1cba82ba8872bff845c97416451ee2b8cdf1a81434fae2062f3	STRICT_A	0.2	-101.51270000000001	18	18	658	635	119	113
CONTROL_CTRL_MUTANT_019_mut_19_PVRIG-39_cdr3_arom_F99A_9e6y_s917_48ca34cd7335	CTRL_MUTANT_019_mut_19_PVRIG-39_cdr3_arom_F99A	destructive_alanine	DISRUPTIVE_CONTROL	9e6y	917	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_MUTANT_019_mut_19_PVRIG-39_cdr3_arom_F99A_9e6y_s917_48ca34cd7335/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	48ca34cd7335caabdbb42270c1e36acf442120132abfde96e164e55c4e917533	SUPPORTED_AB	0.2	-82.3187	16	16	683	705	98	102
CONTROL_CTRL_MUTANT_019_mut_19_PVRIG-39_cdr3_arom_F99A_9e6y_s1931_bc8777f87d9c	CTRL_MUTANT_019_mut_19_PVRIG-39_cdr3_arom_F99A	destructive_alanine	DISRUPTIVE_CONTROL	9e6y	1931	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_MUTANT_019_mut_19_PVRIG-39_cdr3_arom_F99A_9e6y_s1931_bc8777f87d9c/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	bc8777f87d9cbdd07e557f3784eb9a71743383ad9533176a8f8f2aef110cb3dc	SUPPORTED_AB	0.0	-66.43279999999999	18	18	770	768	102	100
CONTROL_CTRL_MUTANT_019_mut_19_PVRIG-39_cdr3_arom_F99A_9e6y_s3253_24dd7d42aa62	CTRL_MUTANT_019_mut_19_PVRIG-39_cdr3_arom_F99A	destructive_alanine	DISRUPTIVE_CONTROL	9e6y	3253	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_MUTANT_019_mut_19_PVRIG-39_cdr3_arom_F99A_9e6y_s3253_24dd7d42aa62/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	24dd7d42aa62befaae6bfbab5ddefd68821615ae53422ebc7fac0909b01b7d33	STRICT_A	0.1	-85.4223	18	18	633	652	109	114
CONTROL_CTRL_MUTANT_020_mut_20_PVRIG-39_cdr3_center_ala_scan_8x6b_s917_40a2401fd058	CTRL_MUTANT_020_mut_20_PVRIG-39_cdr3_center_ala_scan	destructive_alanine	DISRUPTIVE_CONTROL	8x6b	917	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_MUTANT_020_mut_20_PVRIG-39_cdr3_center_ala_scan_8x6b_s917_40a2401fd058/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	40a2401fd058b498389f894e5e0d665c218863db42533bdfa903510af9299128	SUPPORTED_AB	0.0	-82.2495	18	18	658	638	98	92
CONTROL_CTRL_MUTANT_020_mut_20_PVRIG-39_cdr3_center_ala_scan_8x6b_s1931_ab66544402d5	CTRL_MUTANT_020_mut_20_PVRIG-39_cdr3_center_ala_scan	destructive_alanine	DISRUPTIVE_CONTROL	8x6b	1931	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_MUTANT_020_mut_20_PVRIG-39_cdr3_center_ala_scan_8x6b_s1931_ab66544402d5/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	ab66544402d543a9ef057ac59a67171d853efd9566218b41b1eb05d0e856b1cd	OTHER	0.1	-67.17012	9	9	743	728	111	108
CONTROL_CTRL_MUTANT_020_mut_20_PVRIG-39_cdr3_center_ala_scan_8x6b_s3253_2479ed1d5fd0	CTRL_MUTANT_020_mut_20_PVRIG-39_cdr3_center_ala_scan	destructive_alanine	DISRUPTIVE_CONTROL	8x6b	3253	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_MUTANT_020_mut_20_PVRIG-39_cdr3_center_ala_scan_8x6b_s3253_2479ed1d5fd0/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	2479ed1d5fd00d60246a88518fdc507a433ab9fd984ba5e011506cf66a34e6a1	SUPPORTED_AB	0.2	-61.419479999999986	15	15	635	632	91	85
CONTROL_CTRL_MUTANT_020_mut_20_PVRIG-39_cdr3_center_ala_scan_9e6y_s917_f3bc6e898808	CTRL_MUTANT_020_mut_20_PVRIG-39_cdr3_center_ala_scan	destructive_alanine	DISRUPTIVE_CONTROL	9e6y	917	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_MUTANT_020_mut_20_PVRIG-39_cdr3_center_ala_scan_9e6y_s917_f3bc6e898808/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	f3bc6e898808e2699d183a0ffd2129ea314b71a3b4ad7a338f4acfd817d5848c	SUPPORTED_AB	0.0	-54.15609999999998	15	15	658	653	90	95
CONTROL_CTRL_MUTANT_020_mut_20_PVRIG-39_cdr3_center_ala_scan_9e6y_s1931_f7bc7d7ac3bf	CTRL_MUTANT_020_mut_20_PVRIG-39_cdr3_center_ala_scan	destructive_alanine	DISRUPTIVE_CONTROL	9e6y	1931	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_MUTANT_020_mut_20_PVRIG-39_cdr3_center_ala_scan_9e6y_s1931_f7bc7d7ac3bf/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	f7bc7d7ac3bf1cf508aecb462b761119dc4a014899c4c344afc69bcafe4e12aa	STRICT_A	0.3	-73.55471	21	21	879	890	141	142
CONTROL_CTRL_MUTANT_020_mut_20_PVRIG-39_cdr3_center_ala_scan_9e6y_s3253_adc683eed58f	CTRL_MUTANT_020_mut_20_PVRIG-39_cdr3_center_ala_scan	destructive_alanine	DISRUPTIVE_CONTROL	9e6y	3253	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_MUTANT_020_mut_20_PVRIG-39_cdr3_center_ala_scan_9e6y_s3253_adc683eed58f/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	adc683eed58f6dc7bba7a4825d30e5351b13e7f71bd50e7280bb3062a29645b1	SUPPORTED_AB	0.3	-62.27902	15	15	504	532	73	75
CONTROL_CTRL_MUTANT_024_mut_24_20H5_cdr3_arom_F99A_8x6b_s917_27c3eb8354c1	CTRL_MUTANT_024_mut_24_20H5_cdr3_arom_F99A	destructive_alanine	DISRUPTIVE_CONTROL	8x6b	917	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_MUTANT_024_mut_24_20H5_cdr3_arom_F99A_8x6b_s917_27c3eb8354c1/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	27c3eb8354c146e0890616dbf2ade92159aebf6de76627b860798d5437543257	STRICT_A	0.3	-87.59651	21	21	860	841	146	146
CONTROL_CTRL_MUTANT_024_mut_24_20H5_cdr3_arom_F99A_8x6b_s1931_34961e8b19df	CTRL_MUTANT_024_mut_24_20H5_cdr3_arom_F99A	destructive_alanine	DISRUPTIVE_CONTROL	8x6b	1931	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_MUTANT_024_mut_24_20H5_cdr3_arom_F99A_8x6b_s1931_34961e8b19df/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	34961e8b19dfb369c27e7db4a27963f08fe4bc62034c60e608aa6bb0953d99a0	SUPPORTED_AB	0.4	-101.48599999999999	20	20	607	611	97	93
CONTROL_CTRL_MUTANT_024_mut_24_20H5_cdr3_arom_F99A_8x6b_s3253_9a52749dd942	CTRL_MUTANT_024_mut_24_20H5_cdr3_arom_F99A	destructive_alanine	DISRUPTIVE_CONTROL	8x6b	3253	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_MUTANT_024_mut_24_20H5_cdr3_arom_F99A_8x6b_s3253_9a52749dd942/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	9a52749dd9420833df0387b64dfa7b4ec51b26c38f13e5f3bbb39d937debec74	STRICT_A	0.6	-99.69069999999999	18	18	678	667	114	108
CONTROL_CTRL_MUTANT_024_mut_24_20H5_cdr3_arom_F99A_9e6y_s917_fe21c6fd91c6	CTRL_MUTANT_024_mut_24_20H5_cdr3_arom_F99A	destructive_alanine	DISRUPTIVE_CONTROL	9e6y	917	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_MUTANT_024_mut_24_20H5_cdr3_arom_F99A_9e6y_s917_fe21c6fd91c6/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	fe21c6fd91c6f9bcb8b5d46d72c92f9f4d9d62e69527a49f7b622b18332f5af8	STRICT_A	0.714286	-87.14180000000002	17	17	668	689	110	116
CONTROL_CTRL_MUTANT_024_mut_24_20H5_cdr3_arom_F99A_9e6y_s1931_4d11d3e0ce46	CTRL_MUTANT_024_mut_24_20H5_cdr3_arom_F99A	destructive_alanine	DISRUPTIVE_CONTROL	9e6y	1931	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_MUTANT_024_mut_24_20H5_cdr3_arom_F99A_9e6y_s1931_4d11d3e0ce46/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	4d11d3e0ce461db47b9b81341fc1ea1320abbd970fe938b0e60249cc26d18682	SUPPORTED_AB	0.1	-87.8419	20	20	603	608	94	97
CONTROL_CTRL_MUTANT_024_mut_24_20H5_cdr3_arom_F99A_9e6y_s3253_4c89b1b3d3c5	CTRL_MUTANT_024_mut_24_20H5_cdr3_arom_F99A	destructive_alanine	DISRUPTIVE_CONTROL	9e6y	3253	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_MUTANT_024_mut_24_20H5_cdr3_arom_F99A_9e6y_s3253_4c89b1b3d3c5/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	4c89b1b3d3c5082088ff5e2b9af6aee16e1edbfccf52d7c4c6c880fdcc63a28c	STRICT_A	0.375	-74.5789	19	19	689	708	117	121
CONTROL_CTRL_MUTANT_025_mut_25_20H5_cdr3_center_ala_scan_8x6b_s917_b3307f2c853f	CTRL_MUTANT_025_mut_25_20H5_cdr3_center_ala_scan	destructive_alanine	DISRUPTIVE_CONTROL	8x6b	917	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_MUTANT_025_mut_25_20H5_cdr3_center_ala_scan_8x6b_s917_b3307f2c853f/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	b3307f2c853f8e6c5880bb694d2785e90e0bff6b7bc6688a70ae094334ac849f	SUPPORTED_AB	0.3	-65.03234	16	16	679	679	102	98
