pose_id	source_candidate_id	source_molecule_name	source_pose_rank	source_pose	source_pose_sha256	normalized_pose_relpath	normalized_pose_sha256	normalized_vhh_chain	normalized_target_chain	vhh_length	target_length	loop_string	seqs_per_pose	temperature	physical_gpu	worker_slot	status	cdr_label_status
FPMPNN_086_case02_pos_10_151H7__pose05	case02_pos_10_151H7	151H7	5	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_10_151H7__pose05__cluster_2_model_2.pdb	8b8de9cdc30d21258f2f2a1aacc274a2bf1eae223e15bbb4c7e35c4a1e5f5531	poses_ht_labeled/FPMPNN_086_case02_pos_10_151H7__pose05.pdb	697f189a2e5d1c266ca8e2bd8b352217ff063970fe40f9fbb067b442915e97be	H	T	127	103	H1,H2,H3	1200	0.2	2	0	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_087_case02_pos_10_151H7__pose06	case02_pos_10_151H7	151H7	6	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_10_151H7__pose06__cluster_3_model_1.pdb	809e95afea760bea492df0ce4147d9b0be75306ea3c5c94512f68ca1bae68b5f	poses_ht_labeled/FPMPNN_087_case02_pos_10_151H7__pose06.pdb	b4f141d615d508e23430f1649e604b9c9f1a8df83fd0be35ea4e5db1ee5a8165	H	T	127	103	H1,H2,H3	1200	0.2	3	0	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_088_case02_pos_10_151H7__pose07	case02_pos_10_151H7	151H7	7	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_10_151H7__pose07__cluster_3_model_2.pdb	0c50d2a744931c9860005c73e1fee9bef5c38958c215e5126662f1a30f34fbd2	poses_ht_labeled/FPMPNN_088_case02_pos_10_151H7__pose07.pdb	fa8f369fbfc7d45f83707d67b6e11c03ff650809debf3f5a054b630122116279	H	T	127	103	H1,H2,H3	1200	0.2	4	0	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_089_case02_pos_10_151H7__pose08	case02_pos_10_151H7	151H7	8	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_10_151H7__pose08__cluster_4_model_1.pdb	6ffb1e0647041395b4ecd7b035b0f069e24150a5d032f1520a6a5d940c0a8200	poses_ht_labeled/FPMPNN_089_case02_pos_10_151H7__pose08.pdb	ffd50025d89af51e964037ef3dfe2c0db35866e5ecc847dee8aba89cdbe7f7f7	H	T	127	103	H1,H2,H3	1200	0.2	5	0	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_090_case02_pos_10_151H7__pose09	case02_pos_10_151H7	151H7	9	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_10_151H7__pose09__cluster_5_model_1.pdb	f67012f3b1d734d15d22b94628bbe664cc57edcc46c28762c55cfea720e827ac	poses_ht_labeled/FPMPNN_090_case02_pos_10_151H7__pose09.pdb	4d539dfd234d9fb75a5cb49ef4c3fd4ba9b81dc431cf3f948dad21d168893124	H	T	127	103	H1,H2,H3	1200	0.2	6	0	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_091_case02_pos_11_151H8__pose01	case02_pos_11_151H8	151H8	1	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_11_151H8__pose01__cluster_1_model_1.pdb	c828b5833658243c74b69317fba32c04a0d65b1345a565c9662a598cd765642f	poses_ht_labeled/FPMPNN_091_case02_pos_11_151H8__pose01.pdb	551ff575a607e0d4aba35a2f5bc0832227d87444b62736298fd55e5890184e39	H	T	127	103	H1,H2,H3	1200	0.2	7	0	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_092_case02_pos_11_151H8__pose02	case02_pos_11_151H8	151H8	2	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_11_151H8__pose02__cluster_2_model_1.pdb	910d03fe03994b3077f19f5af29d4e49b71eaba6d3c6ad25dde8e04d882c8684	poses_ht_labeled/FPMPNN_092_case02_pos_11_151H8__pose02.pdb	47c8828e7db37481621052c83d82271d280224c26cb25c36794c8ad3cc203ae5	H	T	127	103	H1,H2,H3	1200	0.2	1	1	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_093_case02_pos_11_151H8__pose03	case02_pos_11_151H8	151H8	3	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_11_151H8__pose03__cluster_2_model_2.pdb	c49876b9e9d21af1cbd2e2f7f31a9d1912a049d8e8b2e030ce6f1357361b4f3b	poses_ht_labeled/FPMPNN_093_case02_pos_11_151H8__pose03.pdb	5c2e520b8a09b7548d6a33c94fbba39370cc46ba765392e87805794cde059a44	H	T	127	103	H1,H2,H3	1200	0.2	2	1	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_094_case02_pos_11_151H8__pose04	case02_pos_11_151H8	151H8	4	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_11_151H8__pose04__cluster_2_model_3.pdb	dea2ac4611671c9f654642eb7ce64d498191de0d59b8251df4bb97bd1d3d84a2	poses_ht_labeled/FPMPNN_094_case02_pos_11_151H8__pose04.pdb	fdc202b3f4ade04a1cbcde8b58ad08e7bf7e353002c3dca2ebc3a8e766b712cd	H	T	127	103	H1,H2,H3	1200	0.2	3	1	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_095_case02_pos_11_151H8__pose05	case02_pos_11_151H8	151H8	5	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_11_151H8__pose05__cluster_2_model_4.pdb	038c1885c3edc1d16dd33e8a225db88bc18ccfd32c9e52e949a3ffe3f1f823c4	poses_ht_labeled/FPMPNN_095_case02_pos_11_151H8__pose05.pdb	f942f2ea77cfaf5afcd2249b448a4ad889a00c908d69b9217d970bee8647f3df	H	T	127	103	H1,H2,H3	1200	0.2	4	1	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_096_case02_pos_11_151H8__pose06	case02_pos_11_151H8	151H8	6	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_11_151H8__pose06__cluster_3_model_1.pdb	499ae669c984a45dfa018abe22b70af76cb1713c812ba4e8e69332ed1a9f066b	poses_ht_labeled/FPMPNN_096_case02_pos_11_151H8__pose06.pdb	af896f8d4ccdd39801030871247bbef2675ea74ae42c5449de0e336e7ffe358c	H	T	127	103	H1,H2,H3	1200	0.2	5	1	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_097_case02_pos_11_151H8__pose07	case02_pos_11_151H8	151H8	7	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_11_151H8__pose07__cluster_3_model_2.pdb	8e47c30f4aa0901efed4eea88a18debc165d34e5b832c9969797c21f536ee7ea	poses_ht_labeled/FPMPNN_097_case02_pos_11_151H8__pose07.pdb	bfa3cbf30c98d3226ac904f4a645be8b6b3364696a358994c21fcb27892c139b	H	T	127	103	H1,H2,H3	1200	0.2	6	1	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_098_case02_pos_11_151H8__pose08	case02_pos_11_151H8	151H8	8	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_11_151H8__pose08__cluster_4_model_1.pdb	fa0ca0ac2b3133699f1a911812bcfea18662a7f6c3a123ae2320813f9b7c7844	poses_ht_labeled/FPMPNN_098_case02_pos_11_151H8__pose08.pdb	0a707ae8f0fa4a2eb4d8a32fcab64bec7dd5a38dffa69939cec0b39196ed091f	H	T	127	103	H1,H2,H3	1200	0.2	7	1	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_099_case02_pos_11_151H8__pose09	case02_pos_11_151H8	151H8	9	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_11_151H8__pose09__cluster_5_model_1.pdb	4add30a7a71bbe5d1e605a0cde9098634fd46e413db4d392a4e06a2d23c5bdb8	poses_ht_labeled/FPMPNN_099_case02_pos_11_151H8__pose09.pdb	7db19eb44156342cee4fab3426de093b921dd510724c4804a439cd9cffe28f3a	H	T	127	103	H1,H2,H3	1200	0.2	1	2	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
