final_rank	top10_rank	candidate_id	conformation	seed	state	representative_model	pdb_path	pdb_sha256	archive_path	archive_symlink	archive_sha256	haddock_score	representative_pair_label
26		P1MCPUFP__CPUFP500K_0188__00364	8x6b	1931	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R26__P1MCPUFP__CPUFP500K_0188__00364__8x6b__s1931__cluster_1_model_1.pdb	ee701ccd647a9c1d8c295863b620b4e3b665432b46e344b223ef2ab5246a2c1e	/data1/qlyu/projects/pvrig_c2_new6220_dualreceptor_2seed_docking_results_v1_20260723/c2_new4220/compressed_queue/CANDIDATE_P1MCPUFP__CPUFP500K_0188__00364_8x6b_s1931_63ccd1ae511e.tar.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/archives/CANDIDATE_P1MCPUFP__CPUFP500K_0188__00364_8x6b_s1931_63ccd1ae511e.tar.gz	b3aff2e675f2da370a4ece9294567aef11047b1e5d515ffce030e089779e0f4d	-72.88910000000001	STRICT_A
26		P1MCPUFP__CPUFP500K_0188__00364	8x6b	3047	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R26__P1MCPUFP__CPUFP500K_0188__00364__8x6b__s3047__cluster_1_model_1.pdb	6b242ae61d501a8910c5d2d2660af568968a32cc5f6547bf7c1074504c3b84a4	/data1/qlyu/projects/pvrig_c2_new4220_seed42_3047_docking_results_v1_20260723/c2_new4220_seed42_3047/compressed_queue/CANDIDATE_P1MCPUFP__CPUFP500K_0188__00364_8x6b_s3047_71f393652237.tar.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/archives/CANDIDATE_P1MCPUFP__CPUFP500K_0188__00364_8x6b_s3047_71f393652237.tar.gz	35bb716ba4530dcae682c59657221974e62e1c837f58c0857f42da0f06fdcfaf	-70.8109	STRICT_A
26		P1MCPUFP__CPUFP500K_0188__00364	9e6y	42	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R26__P1MCPUFP__CPUFP500K_0188__00364__9e6y__s42__cluster_1_model_1.pdb	01da7a2935a55d9e283c0a86991fefb4187b48add3004506e9089d13d90a5b00	/data1/qlyu/projects/pvrig_c2_new4220_seed42_3047_docking_results_v1_20260723/c2_new4220_seed42_3047/compressed_queue/CANDIDATE_P1MCPUFP__CPUFP500K_0188__00364_9e6y_s42_7930badfc28c.tar.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/archives/CANDIDATE_P1MCPUFP__CPUFP500K_0188__00364_9e6y_s42_7930badfc28c.tar.gz	7e71e5f3eeb89cc1fd2f8c2eecaf620c77ba113e22d82d3c5bd24658823bf74c	-68.42609999999999	STRICT_A
26		P1MCPUFP__CPUFP500K_0188__00364	9e6y	917	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R26__P1MCPUFP__CPUFP500K_0188__00364__9e6y__s917__cluster_1_model_1.pdb	31e48427a70bbe3ba61a8710a2b755c67ca5f1fdd9c34e62f401c384ab9bf9aa	/data1/qlyu/projects/pvrig_c2_new6220_dualreceptor_2seed_docking_results_v1_20260723/c2_new4220/compressed_queue/CANDIDATE_P1MCPUFP__CPUFP500K_0188__00364_9e6y_s917_da5c0d11fb3d.tar.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/archives/CANDIDATE_P1MCPUFP__CPUFP500K_0188__00364_9e6y_s917_da5c0d11fb3d.tar.gz	3676c11fb995cbe368a5b818e8d0f45c32ff205c26f9590d13fc04f7cfe629e3	-78.99279999999999	STRICT_A
26		P1MCPUFP__CPUFP500K_0188__00364	9e6y	1931	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R26__P1MCPUFP__CPUFP500K_0188__00364__9e6y__s1931__cluster_1_model_1.pdb	d0ddf370758ad01e2512a835105817524e12dd7e3ad8a239be16452eaa74d169	/data1/qlyu/projects/pvrig_c2_new6220_dualreceptor_2seed_docking_results_v1_20260723/c2_new4220/compressed_queue/CANDIDATE_P1MCPUFP__CPUFP500K_0188__00364_9e6y_s1931_d6ee5c4f06cf.tar.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/archives/CANDIDATE_P1MCPUFP__CPUFP500K_0188__00364_9e6y_s1931_d6ee5c4f06cf.tar.gz	4502a86a8e7e39de9afaf128d17ee0f4f5f715953d28dafe9a079b2f1facc4b7	-68.3435	STRICT_A
26		P1MCPUFP__CPUFP500K_0188__00364	9e6y	3047	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R26__P1MCPUFP__CPUFP500K_0188__00364__9e6y__s3047__cluster_1_model_1.pdb	3164f40af866f2b5a819de14d702ec68b62110b4875d2b7b05fcfed4ee7f0d1a	/data1/qlyu/projects/pvrig_c2_new4220_seed42_3047_docking_results_v1_20260723/c2_new4220_seed42_3047/compressed_queue/CANDIDATE_P1MCPUFP__CPUFP500K_0188__00364_9e6y_s3047_dbf8ee9e1d1f.tar.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/archives/CANDIDATE_P1MCPUFP__CPUFP500K_0188__00364_9e6y_s3047_dbf8ee9e1d1f.tar.gz	e39a172df50df6bb1e75bd1877537920f6a96801474026b8e0116ce1b614fda7	-64.29480000000001	STRICT_A
27		P1MCPUFP__CPUFP500K_0185__00273	8x6b	42	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R27__P1MCPUFP__CPUFP500K_0185__00273__8x6b__s42__cluster_1_model_1.pdb	a17e1aacce3a9f796e82d64e05fb7968757adc16068f063fb137455b7858b6a3	/data1/qlyu/projects/pvrig_c2_new4220_seed42_3047_docking_results_v1_20260723/c2_new4220_seed42_3047/compressed_queue/CANDIDATE_P1MCPUFP__CPUFP500K_0185__00273_8x6b_s42_d0bbc3c430e3.tar.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/archives/CANDIDATE_P1MCPUFP__CPUFP500K_0185__00273_8x6b_s42_d0bbc3c430e3.tar.gz	fa315e93fd29deeb8090d75ca10b2fe5ed2f35c654b23d7ec3cf0e97b1ef34cb	-65.2159	STRICT_A
27		P1MCPUFP__CPUFP500K_0185__00273	8x6b	917	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R27__P1MCPUFP__CPUFP500K_0185__00273__8x6b__s917__cluster_1_model_1.pdb	27271f3e1053d3807daa9b3d11a3846e5d2b4fc65de5315c9a206a039ff4d99f	/data1/qlyu/projects/pvrig_c2_new6220_dualreceptor_2seed_docking_results_v1_20260723/c2_new4220/compressed_queue/CANDIDATE_P1MCPUFP__CPUFP500K_0185__00273_8x6b_s917_4bad50a0dc8c.tar.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/archives/CANDIDATE_P1MCPUFP__CPUFP500K_0185__00273_8x6b_s917_4bad50a0dc8c.tar.gz	84da30fe1fa7872d2e5b6c1df772a1037b8ecf459c899322ae2f342a3efd0de6	-60.170370000000005	STRICT_A
27		P1MCPUFP__CPUFP500K_0185__00273	8x6b	1931	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R27__P1MCPUFP__CPUFP500K_0185__00273__8x6b__s1931__cluster_1_model_1.pdb	e081986c67d029436ec411f80e5bd55ba22f66e6af2a4ca651bea5d1594d057c	/data1/qlyu/projects/pvrig_c2_new6220_dualreceptor_2seed_docking_results_v1_20260723/c2_new4220/compressed_queue/CANDIDATE_P1MCPUFP__CPUFP500K_0185__00273_8x6b_s1931_f7ec9f57074b.tar.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/archives/CANDIDATE_P1MCPUFP__CPUFP500K_0185__00273_8x6b_s1931_f7ec9f57074b.tar.gz	c2e2c51d6a7dbb183e24b98d78ab02dc0e9a9a99d1cab3365a956542f9010108	-75.1725	STRICT_A
27		P1MCPUFP__CPUFP500K_0185__00273	8x6b	3047	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R27__P1MCPUFP__CPUFP500K_0185__00273__8x6b__s3047__cluster_1_model_1.pdb	544ad9c41147f857657eb4bdb2ed10edebb059974e6e207aabea25acacf3bdac	/data1/qlyu/projects/pvrig_c2_new4220_seed42_3047_docking_results_v1_20260723/c2_new4220_seed42_3047/compressed_queue/CANDIDATE_P1MCPUFP__CPUFP500K_0185__00273_8x6b_s3047_dc32d8f76715.tar.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/archives/CANDIDATE_P1MCPUFP__CPUFP500K_0185__00273_8x6b_s3047_dc32d8f76715.tar.gz	9185a783dfab632bbea5f148b901ec05547be9ffa1c5cc8d2c74d3dde6eae677	-88.1922	STRICT_A
27		P1MCPUFP__CPUFP500K_0185__00273	9e6y	42	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R27__P1MCPUFP__CPUFP500K_0185__00273__9e6y__s42__cluster_1_model_1.pdb	6c2646dc33894fe4132cf023b25b3b415ea40a3bff19a589e5ad72d45de0a009	/data1/qlyu/projects/pvrig_c2_new4220_seed42_3047_docking_results_v1_20260723/c2_new4220_seed42_3047/compressed_queue/CANDIDATE_P1MCPUFP__CPUFP500K_0185__00273_9e6y_s42_b9724b7a26a4.tar.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/archives/CANDIDATE_P1MCPUFP__CPUFP500K_0185__00273_9e6y_s42_b9724b7a26a4.tar.gz	ee3bc0b90894a385b1b06be07b14fef3402ddf80d7db65f312bde0e72a365e2d	-67.86599	STRICT_A
27		P1MCPUFP__CPUFP500K_0185__00273	9e6y	917	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R27__P1MCPUFP__CPUFP500K_0185__00273__9e6y__s917__cluster_1_model_1.pdb	3303c50d047654d88e448aa09ab8647faf7524e00c56f731af2104f98bef7ee4	/data1/qlyu/projects/pvrig_c2_new6220_dualreceptor_2seed_docking_results_v1_20260723/c2_new4220/compressed_queue/CANDIDATE_P1MCPUFP__CPUFP500K_0185__00273_9e6y_s917_30aaf442cfc4.tar.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/archives/CANDIDATE_P1MCPUFP__CPUFP500K_0185__00273_9e6y_s917_30aaf442cfc4.tar.gz	e30f2a5e09199f5ba7bbbd627cacc1dfffabdadd541e92e53996ef3232606a55	-57.86099999999999	STRICT_A
27		P1MCPUFP__CPUFP500K_0185__00273	9e6y	1931	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R27__P1MCPUFP__CPUFP500K_0185__00273__9e6y__s1931__cluster_1_model_1.pdb	d411640c81d9539a99e1ce9d56a29a8e581e1bc4402fcc99a532d6991c7b348d	/data1/qlyu/projects/pvrig_c2_new6220_dualreceptor_2seed_docking_results_v1_20260723/c2_new4220/compressed_queue/CANDIDATE_P1MCPUFP__CPUFP500K_0185__00273_9e6y_s1931_7756fe545a64.tar.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/archives/CANDIDATE_P1MCPUFP__CPUFP500K_0185__00273_9e6y_s1931_7756fe545a64.tar.gz	a774cb1aa87329ec063471b4a4182f79d38b163ac0fe2b01f423ee134a32d3db	-79.34660000000001	STRICT_A
27		P1MCPUFP__CPUFP500K_0185__00273	9e6y	3047	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R27__P1MCPUFP__CPUFP500K_0185__00273__9e6y__s3047__cluster_1_model_1.pdb	b6e280d7a89a58e492282dbed06684022d1fab04eaa4f57f984d2b83bbd11764	/data1/qlyu/projects/pvrig_c2_new4220_seed42_3047_docking_results_v1_20260723/c2_new4220_seed42_3047/compressed_queue/CANDIDATE_P1MCPUFP__CPUFP500K_0185__00273_9e6y_s3047_5f7325fe1011.tar.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/archives/CANDIDATE_P1MCPUFP__CPUFP500K_0185__00273_9e6y_s3047_5f7325fe1011.tar.gz	8008d56fd248cf562af3276bef1069579c575127edb1a313d411127ce767014e	-76.9842	STRICT_A
28		P1MCPUFP__CPUFP500K_0032__00118	8x6b	42	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R28__P1MCPUFP__CPUFP500K_0032__00118__8x6b__s42__cluster_1_model_1.pdb	098303572510e04b0e179db280e0b7a1cda55075a405666cff15abb73e37181c	/data1/qlyu/projects/pvrig_top200_common4_seed_completion106_docking_results_v1_20260725/top200_seed_completion/compressed_queue/CANDIDATE_P1MCPUFP__CPUFP500K_0032__00118_8x6b_s42_0860268e9629.tar.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/archives/CANDIDATE_P1MCPUFP__CPUFP500K_0032__00118_8x6b_s42_0860268e9629.tar.gz	5e04c58215d4a64488e66d1a4c90e410ef9ef5730a42402c16ed873a160c7aa5	-75.65620000000001	STRICT_A
28		P1MCPUFP__CPUFP500K_0032__00118	8x6b	917	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R28__P1MCPUFP__CPUFP500K_0032__00118__8x6b__s917__cluster_1_model_1.pdb	b3f419908b6a5dcfb3f879fbb483b12877de88c0d918f33c87fdebfcf66f50a0	/data1/qlyu/projects/pvrig_priority_top7500_dualreceptor_multiseed_docking_results_v1_20260722/top7500_25k/compressed_queue/CANDIDATE_P1MCPUFP__CPUFP500K_0032__00118_8x6b_s917_04067c540c35.tar.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/archives/CANDIDATE_P1MCPUFP__CPUFP500K_0032__00118_8x6b_s917_04067c540c35.tar.gz	514f26d558a284e11c74e76f54ad358010d4fc3bd2540b2478cff15309f283f7	-63.10298	STRICT_A
28		P1MCPUFP__CPUFP500K_0032__00118	8x6b	1931	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R28__P1MCPUFP__CPUFP500K_0032__00118__8x6b__s1931__cluster_1_model_1.pdb	855b4ba1a74e3210fdfd8fd0d867157290d6b1a085864c8d0a7f109d8c4317b8	/data1/qlyu/projects/pvrig_priority_top7500_dualreceptor_multiseed_docking_results_v1_20260722/top7500_25k/compressed_queue/CANDIDATE_P1MCPUFP__CPUFP500K_0032__00118_8x6b_s1931_cbe0cc864bb6.tar.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/archives/CANDIDATE_P1MCPUFP__CPUFP500K_0032__00118_8x6b_s1931_cbe0cc864bb6.tar.gz	c5815d87a6f83594fae31bd670072193712600c96dc1f6f979c3fcb3caa9c6ce	-76.7319	STRICT_A
28		P1MCPUFP__CPUFP500K_0032__00118	8x6b	3047	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R28__P1MCPUFP__CPUFP500K_0032__00118__8x6b__s3047__cluster_1_model_1.pdb	9adf9d165c183236542d26bcb48b7b955d580182a0e42dc44c5621afa839087c	/data1/qlyu/projects/pvrig_top200_common4_seed_completion106_docking_results_v1_20260725/top200_seed_completion/compressed_queue/CANDIDATE_P1MCPUFP__CPUFP500K_0032__00118_8x6b_s3047_55e926e0c3f3.tar.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/archives/CANDIDATE_P1MCPUFP__CPUFP500K_0032__00118_8x6b_s3047_55e926e0c3f3.tar.gz	c01c074f49ea2133aa7cb383829e692247c54ed22762fe762b3bc9c3d5dea7dd	-63.12357999999999	STRICT_A
28		P1MCPUFP__CPUFP500K_0032__00118	9e6y	42	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R28__P1MCPUFP__CPUFP500K_0032__00118__9e6y__s42__cluster_1_model_1.pdb	55da20149f6cba7e73b8972d351f878fb955c4c9686f02311acbb968c0dc5312	/data1/qlyu/projects/pvrig_top200_common4_seed_completion106_docking_results_v1_20260725/top200_seed_completion/compressed_queue/CANDIDATE_P1MCPUFP__CPUFP500K_0032__00118_9e6y_s42_b96480085eea.tar.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/archives/CANDIDATE_P1MCPUFP__CPUFP500K_0032__00118_9e6y_s42_b96480085eea.tar.gz	fc37d1744187a00717ef522a29902aece6a01d1b375e62f892e1417a0ee94f45	-73.3051	STRICT_A
28		P1MCPUFP__CPUFP500K_0032__00118	9e6y	917	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R28__P1MCPUFP__CPUFP500K_0032__00118__9e6y__s917__cluster_1_model_1.pdb	f8f3b91b75f1af3da2306a71884b1bc8418c8b139fedc44dc462d2966a2e902c	/data1/qlyu/projects/pvrig_priority_top7500_dualreceptor_multiseed_docking_results_v1_20260722/top7500_25k/compressed_queue/CANDIDATE_P1MCPUFP__CPUFP500K_0032__00118_9e6y_s917_45ab28cb75ba.tar.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/archives/CANDIDATE_P1MCPUFP__CPUFP500K_0032__00118_9e6y_s917_45ab28cb75ba.tar.gz	ea4571c49e991b181cf4fb8a1d8b744a1398336c9986a33fb393347f7a89cb94	-67.38000000000001	STRICT_A
28		P1MCPUFP__CPUFP500K_0032__00118	9e6y	1931	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R28__P1MCPUFP__CPUFP500K_0032__00118__9e6y__s1931__cluster_1_model_1.pdb	aad33d6564f96d4e57328bf4b9842b8a845f131abf5761107b05b690df41ff58	/data1/qlyu/projects/pvrig_priority_top7500_dualreceptor_multiseed_docking_results_v1_20260722/top7500_25k/compressed_queue/CANDIDATE_P1MCPUFP__CPUFP500K_0032__00118_9e6y_s1931_98561dea8f9c.tar.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/archives/CANDIDATE_P1MCPUFP__CPUFP500K_0032__00118_9e6y_s1931_98561dea8f9c.tar.gz	063c691e7c7d44f405f0ea53bb172dd547f7a9230c5c00ab9b6f94a5f2f91b0f	-73.68859999999998	STRICT_A
28		P1MCPUFP__CPUFP500K_0032__00118	9e6y	3047	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R28__P1MCPUFP__CPUFP500K_0032__00118__9e6y__s3047__cluster_1_model_1.pdb	caaa4f46ac97ef92d0123c285c2aeb1c40652313923c506b4a71a1e66575057d	/data1/qlyu/projects/pvrig_top200_common4_seed_completion106_docking_results_v1_20260725/top200_seed_completion/compressed_queue/CANDIDATE_P1MCPUFP__CPUFP500K_0032__00118_9e6y_s3047_0b2cec6d1899.tar.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/archives/CANDIDATE_P1MCPUFP__CPUFP500K_0032__00118_9e6y_s3047_0b2cec6d1899.tar.gz	941fbe2b58472eb5a15a3a54fe0fa462128e3fd3717aa470cc87f781d429a040	-77.9329	STRICT_A
29		P1MCPUFP__CPUFP500K_0388__00663	8x6b	42	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R29__P1MCPUFP__CPUFP500K_0388__00663__8x6b__s42__cluster_1_model_1.pdb	f7d98b857f53734842867cddb196c82f1c9ae0791f871aea292b25e14b0cdee3	/data1/qlyu/projects/pvrig_c2_new4220_seed42_3047_docking_results_v1_20260723/c2_new4220_seed42_3047/compressed_queue/CANDIDATE_P1MCPUFP__CPUFP500K_0388__00663_8x6b_s42_a0f6b8db89a9.tar.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/archives/CANDIDATE_P1MCPUFP__CPUFP500K_0388__00663_8x6b_s42_a0f6b8db89a9.tar.gz	6a96c78b352539490eedba9adbcff4f649eb9d03b8a91a7286f13b363a9ecb68	-67.72374	STRICT_A
29		P1MCPUFP__CPUFP500K_0388__00663	8x6b	917	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R29__P1MCPUFP__CPUFP500K_0388__00663__8x6b__s917__cluster_1_model_1.pdb	6317c76877e2354ad86544d6411b797de942e99afebf775fcb144a2cf8ba595e	/data1/qlyu/projects/pvrig_c2_new6220_dualreceptor_2seed_docking_results_v1_20260723/c2_new4220/compressed_queue/CANDIDATE_P1MCPUFP__CPUFP500K_0388__00663_8x6b_s917_673fbadeabe0.tar.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/archives/CANDIDATE_P1MCPUFP__CPUFP500K_0388__00663_8x6b_s917_673fbadeabe0.tar.gz	bec308f7acbd34c95fa7e430cc799dfc6720734f5dc404c2be9d4fde8cdf2c82	-78.38141999999999	STRICT_A
29		P1MCPUFP__CPUFP500K_0388__00663	8x6b	1931	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R29__P1MCPUFP__CPUFP500K_0388__00663__8x6b__s1931__cluster_1_model_1.pdb	38992c1f8486bd57d332715f9a705ebe74de899ca70fe29bcfcd35738c84bf7e	/data1/qlyu/projects/pvrig_c2_new6220_dualreceptor_2seed_docking_results_v1_20260723/c2_new4220/compressed_queue/CANDIDATE_P1MCPUFP__CPUFP500K_0388__00663_8x6b_s1931_bb5fd403d1c6.tar.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/archives/CANDIDATE_P1MCPUFP__CPUFP500K_0388__00663_8x6b_s1931_bb5fd403d1c6.tar.gz	aff0feec272edd20258b913d726a174ad78c83684fc8d5118690060cfbecfa64	-58.13887	STRICT_A
29		P1MCPUFP__CPUFP500K_0388__00663	8x6b	3047	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R29__P1MCPUFP__CPUFP500K_0388__00663__8x6b__s3047__cluster_1_model_1.pdb	0faf24281864ca505d5084d7e575d1cf8ab285cbf8c522e13480a6d6f95f1ecc	/data1/qlyu/projects/pvrig_c2_new4220_seed42_3047_docking_results_v1_20260723/c2_new4220_seed42_3047/compressed_queue/CANDIDATE_P1MCPUFP__CPUFP500K_0388__00663_8x6b_s3047_470d85edbd50.tar.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/archives/CANDIDATE_P1MCPUFP__CPUFP500K_0388__00663_8x6b_s3047_470d85edbd50.tar.gz	6ae6d14988aa92adc42ebb34f7d60eee1d4ff143504221c77579a4978f8de241	-64.69896000000003	STRICT_A
