schema_version	portfolio_role	candidate_id	sequence_sha256	parent_framework_cluster	target_patch_id	design_mode	sequence_prediction	structure_prediction	sequence_rank	structure_rank	sequence_rank_percentile	structure_rank_percentile	rank_delta_sequence_minus_structure	claim_boundary
phase2_v4_h_research1320_sequence_structure_comparison_v1	CONSENSUS_HIGH	V4H__PLDNANO_VHH_00531__C_CROSS__H3__B06__M02	1a70662942520638c97a1370ea952de048d219a164a322d779830aa9ad7eee17	C0360	C_CROSS	H3	0.594160885868	0.572528062445	105	311	0.921152388173	0.764973464746	-206	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED_DISAGREEMENT	V4H__PLDNANO_VHH_00531__C_CROSS__H3__B08__M02	b753317597b175643a698b12137165e0473602a8c251dd8efdd6fbd10ba77cd7	C0360	C_CROSS	H3	0.58778779907	0.548469332318	151	788	0.886277482942	0.4033358605	-637	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	CONSENSUS_HIGH	V4H__PLDNANO_VHH_00614__A_CENTER__H1H3__B09__M02	ba45d6277bc2ee1adc08488b27b5fa081dd675d8b342965e1ebc1f3855a44df5	C0409	A_CENTER	H1H3	0.549095354662	0.535482251191	770	938	0.416982562547	0.289613343442	-168	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED_DISAGREEMENT	V4H__PLDNANO_VHH_00614__A_CENTER__H1H3__B00__M02	d7b0ed80edb20aaaac75085bd304d99d39f7d8da7912d75061a1fdabfcb686f6	C0409	A_CENTER	H1H3	0.508954822695	0.526684955635	1275	1057	0.0341167551175	0.199393479909	218	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	CONSENSUS_HIGH	V4H__PLDNANO_VHH_00614__A_CENTER__H3__B10__M02	c2bec71df2304cea08ab5c08e95adaf1dacde0cf29702cd8b786b5ad35d871eb	C0409	A_CENTER	H3	0.540075192635	0.528173827062	953	1037	0.278241091736	0.214556482183	-84	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED_DISAGREEMENT	V4H__PLDNANO_VHH_00614__A_CENTER__H3__B05__M02	12446e1261628d6103714a37c0a2e6662d9c0d98479b041e14528b57908092f8	C0409	A_CENTER	H3	0.523898970774	0.535005066562	1176	947	0.109173616376	0.282789992418	229	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	CONSENSUS_HIGH	V4H__PLDNANO_VHH_00614__B_LOWER__H1H3__B11__M00	17eaea0f2b6f3818eb40b577c98081d7c21e335e6bd9fcfe2c68fa5a2a3922b8	C0409	B_LOWER	H1H3	0.545983560352	0.53839321539	845	900	0.360121304018	0.318423047763	-55	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED_DISAGREEMENT	V4H__PLDNANO_VHH_00614__B_LOWER__H1H3__B04__M02	90c126123d334e55f792b7d8fbc37e85f4198e7997a644ef0698236a48ea4896	C0409	B_LOWER	H1H3	0.533338145988	0.519516803427	1050	1161	0.204700530705	0.120545868082	-111	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	CONSENSUS_HIGH	V4H__PLDNANO_VHH_00614__B_LOWER__H3__B05__M02	ea0cada53a59cf2b5fe7019048a05950a36312e0629019373fd5220b3bba591c	C0409	B_LOWER	H3	0.538380578724	0.534879869489	979	948	0.258529188779	0.282031842305	31	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED_DISAGREEMENT	V4H__PLDNANO_VHH_00614__B_LOWER__H3__B08__M01	ff3deda9a4084e1650111b77e737fd36ffa8fa260aff72689ec5e5cf1ac99275	C0409	B_LOWER	H3	0.500087702429	0.515351396608	1309	1204	0.00833965125095	0.0879454131918	105	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	CONSENSUS_HIGH	V4H__PLDNANO_VHH_00614__C_CROSS__H1H3__B03__M02	9d9e7b938f83ff9418dcef5ca6520b1468666deec5116d837d336ae3fc7bf9b7	C0409	C_CROSS	H1H3	0.54458011888	0.540915964886	868	869	0.342683851403	0.341925701289	-1	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED_DISAGREEMENT	V4H__PLDNANO_VHH_00614__C_CROSS__H1H3__B01__M02	cde14200ab07dead9c830f1487fae1c42b6a96367ae64380073b3966f2260c0c	C0409	C_CROSS	H1H3	0.524077020513	0.536875316052	1175	918	0.10993176649	0.304776345716	257	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	CONSENSUS_HIGH	V4H__PLDNANO_VHH_00614__C_CROSS__H3__B05__M01	ff02ab3cdaeaf22ea9fbb089b30724b5db2b1adc372800c5227cac4bdf24cd6e	C0409	C_CROSS	H3	0.538248999364	0.538146918908	980	905	0.257771038666	0.314632297195	75	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED_DISAGREEMENT	V4H__PLDNANO_VHH_00614__C_CROSS__H3__B09__M01	66b6cd1928fe6d1d0c1730425c3f6019a09a66b6fa69e3fbfeee5a82ab8cbd37	C0409	C_CROSS	H3	0.51190359989	0.527947383242	1255	1041	0.049279757392	0.211523881729	214	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	CONSENSUS_HIGH	V4H__PLDNANO_VHH_00622__A_CENTER__H1H3__B03__M02	5edb83f104cc188790d37eaaee669c0aab2d7651c1fc4a16447a8250394cda8c	C0417	A_CENTER	H1H3	0.541893269969	0.525158210363	919	1079	0.304018195603	0.182714177407	-160	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED_DISAGREEMENT	V4H__PLDNANO_VHH_00622__A_CENTER__H1H3__B01__M01	d86c1c2c81eb34e4e48014ab81d5beab7a8d1a43bc156edbeadfda60d1d4550e	C0417	A_CENTER	H1H3	0.541639782005	0.52228194622	924	1120	0.300227445034	0.151630022745	-196	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	CONSENSUS_HIGH	V4H__PLDNANO_VHH_00622__A_CENTER__H3__B10__M01	85cea64d028bf8625b9d572e78a2d92018b76ffb7f3f692fa9acb4765e346b01	C0417	A_CENTER	H3	0.539968891891	0.522449462926	955	1118	0.276724791509	0.153146322972	-163	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED_DISAGREEMENT	V4H__PLDNANO_VHH_00622__A_CENTER__H3__B05__M01	38663f6d1dfe04368fda04c4eab6cc0b5aaaaa276a0a4d8e15b3639c648cfc18	C0417	A_CENTER	H3	0.533331545218	0.518076528027	1052	1177	0.203184230478	0.108415466262	-125	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	CONSENSUS_HIGH	V4H__PLDNANO_VHH_00622__B_LOWER__H1H3__B11__M00	f0e3bf8b67a9bcf8959cd911850f4f08799906d6f24b021ac4bae25bc9d311cb	C0417	B_LOWER	H1H3	0.537252364907	0.519825807708	994	1156	0.247156937074	0.12433661865	-162	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED_DISAGREEMENT	V4H__PLDNANO_VHH_00622__B_LOWER__H1H3__B08__M01	c0a3a7f1d1b3cac873e96ec0aa2d210705433f3a51121ef01e01f2ab27644c3d	C0417	B_LOWER	H1H3	0.523324700835	0.500470394606	1181	1304	0.105382865807	0.0121304018196	-123	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	CONSENSUS_HIGH	V4H__PLDNANO_VHH_00622__B_LOWER__H3__B05__M01	7a45f9b82e36699f3cabe5f985a7d810453d3bd904ec37efc23b4cb178bf3a96	C0417	B_LOWER	H3	0.532775847196	0.522664650604	1061	1114	0.196360879454	0.156178923427	-53	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED_DISAGREEMENT	V4H__PLDNANO_VHH_00622__B_LOWER__H3__B06__M00	8f2cea7ee645a12d1d4c8865a6ad7910ea6d5d4f9f2c988d685989798c554c31	C0417	B_LOWER	H3	0.533638916875	0.516456617912	1044	1198	0.209249431387	0.0924943138741	-154	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	CONSENSUS_HIGH	V4H__PLDNANO_VHH_00622__C_CROSS__H1H3__B01__M01	92514fdcb9ca57a94334151c9af14d371818f8783e51da1c68c31529a17c5a85	C0417	C_CROSS	H1H3	0.537228957378	0.524635745992	995	1083	0.24639878696	0.179681576952	-88	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED_DISAGREEMENT	V4H__PLDNANO_VHH_00622__C_CROSS__H1H3__B03__M01	6f7eeeb44e22ac371e644d07f1fb1e4abeb388d318ac7c20eae84e2b23a98696	C0417	C_CROSS	H1H3	0.534350321936	0.517185548461	1029	1191	0.220621683093	0.0978013646702	-162	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	CONSENSUS_HIGH	V4H__PLDNANO_VHH_00622__C_CROSS__H3__B10__M01	767ea8adc7e7dbaf3692a73ecf67e496f485541296fef3684525196f4bf40e35	C0417	C_CROSS	H3	0.536661808851	0.523285007508	1002	1102	0.241091736164	0.165276724792	-100	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED_DISAGREEMENT	V4H__PLDNANO_VHH_00622__C_CROSS__H3__B05__M00	9f52f251123858e851201ad1c43b8af77342930c50e22a04edfeb21aaec23c29	C0417	C_CROSS	H3	0.534193129279	0.51695126498	1031	1193	0.219105382866	0.0962850644428	-162	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
