candidate_id	final_rank	top10_rank	pdb_path	vhh_chain	chain_identity_proxy	mapped_sequence_fraction	free_vhh_sasa_a2	bound_vhh_sasa_a2	binding_buried_sasa_a2	largest_hydrophobic_patch_residues	largest_hydrophobic_patch_free_sasa_a2	largest_positive_patch_residues	largest_positive_patch_free_sasa_a2	largest_negative_patch_residues	largest_negative_patch_free_sasa_a2	c_terminal_target_min_distance_a	c_terminal_target_contact_4p5a
P1MCPUFP__CPUFP500K_0100__00188	14		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R14__P1MCPUFP__CPUFP500K_0100__00188__9e6y__s3047.pdb	A	1.000000	1.000000	6507.808072	5706.801848	801.006224	11	658.658902	3	242.725878	2	187.871513	33.979734	False
P1MCPUFP__CPUFP500K_0100__00188	14		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R14__P1MCPUFP__CPUFP500K_0100__00188__9e6y__s42.pdb	A	1.000000	1.000000	6380.095482	5674.510946	705.584536	11	511.201444	3	227.786034	2	186.766594	30.323480	False
P1MCPUFP__CPUFP500K_0100__00188	14		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R14__P1MCPUFP__CPUFP500K_0100__00188__9e6y__s917.pdb	A	1.000000	1.000000	6497.073836	5600.873334	896.200503	11	661.431587	3	247.538275	2	187.787570	33.951467	False
NODE1GEN_206644_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__53F648E960398F2F	15		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R15__NODE1GEN_206644_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__53F648E960398F2F__8x6b__s1931.pdb	A	1.000000	1.000000	6450.408766	5727.126696	723.282070	6	335.903820	3	221.346000	2	178.787389	30.202939	False
NODE1GEN_206644_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__53F648E960398F2F	15		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R15__NODE1GEN_206644_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__53F648E960398F2F__8x6b__s3047.pdb	A	1.000000	1.000000	6345.704069	5420.815652	924.888417	6	332.596414	3	223.359007	2	176.737793	25.925279	False
NODE1GEN_206644_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__53F648E960398F2F	15		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R15__NODE1GEN_206644_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__53F648E960398F2F__8x6b__s42.pdb	A	1.000000	1.000000	6471.137099	5639.484575	831.652523	8	346.983421	3	214.077171	2	171.173488	32.920137	False
NODE1GEN_206644_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__53F648E960398F2F	15		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R15__NODE1GEN_206644_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__53F648E960398F2F__8x6b__s917.pdb	A	1.000000	1.000000	6466.599215	5712.820741	753.778473	8	355.743417	3	218.921507	2	176.340716	33.019871	False
NODE1GEN_206644_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__53F648E960398F2F	15		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R15__NODE1GEN_206644_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__53F648E960398F2F__9e6y__s1931.pdb	A	1.000000	1.000000	6417.797861	5618.867078	798.930783	13	678.018610	3	211.245549	2	180.620215	30.016816	False
NODE1GEN_206644_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__53F648E960398F2F	15		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R15__NODE1GEN_206644_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__53F648E960398F2F__9e6y__s3047.pdb	A	1.000000	1.000000	6350.907342	5482.866610	868.040732	7	339.570352	3	226.116571	2	172.971253	26.598949	False
NODE1GEN_206644_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__53F648E960398F2F	15		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R15__NODE1GEN_206644_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__53F648E960398F2F__9e6y__s42.pdb	A	1.000000	1.000000	6464.473362	5513.221830	951.251531	8	370.664851	3	231.784758	2	182.322036	25.804683	False
NODE1GEN_206644_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__53F648E960398F2F	15		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R15__NODE1GEN_206644_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__53F648E960398F2F__9e6y__s917.pdb	A	1.000000	1.000000	6506.581238	5609.930210	896.651028	8	378.951661	3	246.497653	2	182.115026	27.060557	False
P1MCPUFP__CPUFP500K_0002__00919	16		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R16__P1MCPUFP__CPUFP500K_0002__00919__8x6b__s1931.pdb	A	1.000000	1.000000	6328.273047	5610.947709	717.325338	12	674.921105	3	217.705648	2	180.055252	33.885522	False
P1MCPUFP__CPUFP500K_0002__00919	16		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R16__P1MCPUFP__CPUFP500K_0002__00919__8x6b__s3047.pdb	A	1.000000	1.000000	6168.182156	5469.561128	698.621028	8	393.950504	3	229.270793	2	173.203145	28.901167	False
P1MCPUFP__CPUFP500K_0002__00919	16		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R16__P1MCPUFP__CPUFP500K_0002__00919__8x6b__s42.pdb	A	1.000000	1.000000	6365.569051	5611.925854	753.643196	8	432.308072	6	448.467713	2	180.139195	34.144326	False
P1MCPUFP__CPUFP500K_0002__00919	16		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R16__P1MCPUFP__CPUFP500K_0002__00919__8x6b__s917.pdb	A	1.000000	1.000000	6294.128501	5545.730591	748.397909	8	404.776390	3	226.444407	2	174.128176	28.975929	False
P1MCPUFP__CPUFP500K_0002__00919	16		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R16__P1MCPUFP__CPUFP500K_0002__00919__9e6y__s1931.pdb	A	1.000000	1.000000	6295.282617	5601.430045	693.852572	7	289.812697	6	439.408177	2	192.168416	29.024447	False
P1MCPUFP__CPUFP500K_0002__00919	16		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R16__P1MCPUFP__CPUFP500K_0002__00919__9e6y__s3047.pdb	A	1.000000	1.000000	6267.419853	5546.448676	720.971177	8	405.404059	3	218.060480	2	180.166317	33.677871	False
P1MCPUFP__CPUFP500K_0002__00919	16		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R16__P1MCPUFP__CPUFP500K_0002__00919__9e6y__s42.pdb	A	1.000000	1.000000	6285.529291	5572.787034	712.742257	7	273.937936	3	233.375221	2	173.319028	29.653796	False
P1MCPUFP__CPUFP500K_0002__00919	16		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R16__P1MCPUFP__CPUFP500K_0002__00919__9e6y__s917.pdb	A	1.000000	1.000000	6246.710474	5529.429998	717.280476	8	428.505824	6	451.886352	2	180.546031	28.826784	False
P1MCPUFP__CPUFP500K_0287__00804	17		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R17__P1MCPUFP__CPUFP500K_0287__00804__8x6b__s1931.pdb	A	1.000000	1.000000	6199.961628	5379.915760	820.045867	14	878.576775	3	295.544428	3	227.676246	26.892355	False
P1MCPUFP__CPUFP500K_0287__00804	17		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R17__P1MCPUFP__CPUFP500K_0287__00804__8x6b__s3047.pdb	A	1.000000	1.000000	6194.066073	5650.677923	543.388149	19	1073.997180	3	283.071195	3	222.826968	41.778946	False
P1MCPUFP__CPUFP500K_0287__00804	17		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R17__P1MCPUFP__CPUFP500K_0287__00804__8x6b__s42.pdb	A	1.000000	1.000000	6293.794487	5559.125777	734.668710	15	932.515261	3	289.733236	3	220.676191	36.228878	False
P1MCPUFP__CPUFP500K_0287__00804	17		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R17__P1MCPUFP__CPUFP500K_0287__00804__8x6b__s917.pdb	A	1.000000	1.000000	6154.954417	5496.776326	658.178091	16	1003.926867	3	294.577279	2	190.128119	26.060105	False
P1MCPUFP__CPUFP500K_0287__00804	17		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R17__P1MCPUFP__CPUFP500K_0287__00804__9e6y__s1931.pdb	A	1.000000	1.000000	6117.513733	5512.303208	605.210525	14	909.046433	3	293.030044	2	188.305472	26.689211	False
P1MCPUFP__CPUFP500K_0287__00804	17		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R17__P1MCPUFP__CPUFP500K_0287__00804__9e6y__s3047.pdb	A	1.000000	1.000000	6155.722851	5475.951085	679.771766	20	1125.730184	3	299.364375	2	160.157304	28.691412	False
P1MCPUFP__CPUFP500K_0287__00804	17		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R17__P1MCPUFP__CPUFP500K_0287__00804__9e6y__s42.pdb	A	1.000000	1.000000	6177.111861	5550.560748	626.551113	9	634.911184	3	285.068788	3	224.839681	27.586094	False
P1MCPUFP__CPUFP500K_0287__00804	17		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R17__P1MCPUFP__CPUFP500K_0287__00804__9e6y__s917.pdb	A	1.000000	1.000000	6181.565005	5561.674111	619.890894	20	1141.349051	3	294.789106	2	176.068948	25.983842	False
NODE1GEN_127352_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_ekg_L_bb203_mpn04_arm_P6_ekg_L_backbone_P6_ekg_L_bb203_status_NEEDS_RF2_AND_DOCKING	18	8	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R18__NODE1GEN_127352__8x6b__s1931.pdb	A	1.000000	1.000000	6483.220585	5807.736654	675.483931	14	853.452265	2	160.858843	2	184.808586	31.572694	False
NODE1GEN_127352_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_ekg_L_bb203_mpn04_arm_P6_ekg_L_backbone_P6_ekg_L_bb203_status_NEEDS_RF2_AND_DOCKING	18	8	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R18__NODE1GEN_127352__8x6b__s3047.pdb	A	1.000000	1.000000	6475.078122	5681.040348	794.037774	12	633.901664	5	309.302468	2	147.995424	27.866355	False
NODE1GEN_127352_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_ekg_L_bb203_mpn04_arm_P6_ekg_L_backbone_P6_ekg_L_bb203_status_NEEDS_RF2_AND_DOCKING	18	8	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R18__NODE1GEN_127352__8x6b__s42.pdb	A	1.000000	1.000000	6430.050701	5764.865475	665.185225	13	771.910406	3	244.871293	2	186.858182	31.951757	False
NODE1GEN_127352_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_ekg_L_bb203_mpn04_arm_P6_ekg_L_backbone_P6_ekg_L_bb203_status_NEEDS_RF2_AND_DOCKING	18	8	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R18__NODE1GEN_127352__8x6b__s917.pdb	A	1.000000	1.000000	6469.981830	5790.640903	679.340928	13	816.222507	2	161.682694	2	168.911646	31.418242	False
NODE1GEN_127352_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_ekg_L_bb203_mpn04_arm_P6_ekg_L_backbone_P6_ekg_L_bb203_status_NEEDS_RF2_AND_DOCKING	18	8	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R18__NODE1GEN_127352__9e6y__s1931.pdb	A	1.000000	1.000000	6367.107677	5725.088975	642.018702	12	777.306992	2	65.577919	2	166.408152	32.080925	False
NODE1GEN_127352_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_ekg_L_bb203_mpn04_arm_P6_ekg_L_backbone_P6_ekg_L_bb203_status_NEEDS_RF2_AND_DOCKING	18	8	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R18__NODE1GEN_127352__9e6y__s3047.pdb	A	1.000000	1.000000	6443.059784	5796.575581	646.484204	14	810.420907	2	168.825754	2	169.281599	33.347831	False
NODE1GEN_127352_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_ekg_L_bb203_mpn04_arm_P6_ekg_L_backbone_P6_ekg_L_bb203_status_NEEDS_RF2_AND_DOCKING	18	8	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R18__NODE1GEN_127352__9e6y__s42.pdb	A	1.000000	1.000000	6456.013786	5813.769957	642.243829	11	704.050748	5	332.394347	2	181.924960	32.053192	False
NODE1GEN_127352_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_ekg_L_bb203_mpn04_arm_P6_ekg_L_backbone_P6_ekg_L_bb203_status_NEEDS_RF2_AND_DOCKING	18	8	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R18__NODE1GEN_127352__9e6y__s917.pdb	A	1.000000	1.000000	6378.940486	5722.593545	656.346941	13	785.604734	5	317.189960	2	177.660583	31.863467	False
P1MCPUFP__CPUFP500K_0089__00735	19		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R19__P1MCPUFP__CPUFP500K_0089__00735__8x6b__s1931.pdb	A	1.000000	1.000000	6514.326332	5770.377295	743.949037	25	1401.747100	6	442.545162	5	410.471239	33.295735	False
P1MCPUFP__CPUFP500K_0089__00735	19		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R19__P1MCPUFP__CPUFP500K_0089__00735__8x6b__s3047.pdb	A	1.000000	1.000000	6570.527665	5799.389673	771.137993	14	812.965492	3	251.965595	2	243.891137	33.341704	False
P1MCPUFP__CPUFP500K_0089__00735	19		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R19__P1MCPUFP__CPUFP500K_0089__00735__8x6b__s42.pdb	A	1.000000	1.000000	6520.610627	5774.684356	745.926272	10	664.808067	3	255.467885	2	258.404206	33.598958	False
P1MCPUFP__CPUFP500K_0089__00735	19		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R19__P1MCPUFP__CPUFP500K_0089__00735__8x6b__s917.pdb	A	1.000000	1.000000	6531.972490	5773.656804	758.315687	23	1349.555780	6	443.595961	2	232.268752	31.480961	False
P1MCPUFP__CPUFP500K_0089__00735	19		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R19__P1MCPUFP__CPUFP500K_0089__00735__9e6y__s1931.pdb	A	1.000000	1.000000	6485.417857	5749.066657	736.351200	19	974.373611	3	253.635059	2	231.617730	33.458690	False
P1MCPUFP__CPUFP500K_0089__00735	19		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R19__P1MCPUFP__CPUFP500K_0089__00735__9e6y__s3047.pdb	A	1.000000	1.000000	6576.809175	5824.168901	752.640274	24	1343.905081	6	445.271080	2	260.643868	35.497274	False
P1MCPUFP__CPUFP500K_0089__00735	19		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R19__P1MCPUFP__CPUFP500K_0089__00735__9e6y__s42.pdb	A	1.000000	1.000000	6510.664555	5622.136785	888.527770	13	750.539596	3	237.126220	3	176.039123	34.982586	False
P1MCPUFP__CPUFP500K_0089__00735	19		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R19__P1MCPUFP__CPUFP500K_0089__00735__9e6y__s917.pdb	A	1.000000	1.000000	6536.814460	5778.118598	758.695862	15	844.774076	3	244.109750	2	235.029018	32.032456	False
NODE1GEN_258472_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__2E2B33208D567583	20		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R20__NODE1GEN_258472_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__2E2B33208D567583__8x6b__s1931.pdb	A	1.000000	1.000000	6342.305389	5570.221023	772.084366	7	324.768445	3	257.808434	3	191.634932	30.619990	False
NODE1GEN_258472_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__2E2B33208D567583	20		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R20__NODE1GEN_258472_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__2E2B33208D567583__8x6b__s3047.pdb	A	1.000000	1.000000	6255.016175	5445.360748	809.655427	6	301.113718	3	275.522367	3	189.669279	30.948010	False
NODE1GEN_258472_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__2E2B33208D567583	20		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R20__NODE1GEN_258472_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__2E2B33208D567583__8x6b__s42.pdb	A	1.000000	1.000000	6177.672070	5428.324541	749.347529	7	324.119664	3	284.064295	3	183.212008	29.887522	False
NODE1GEN_258472_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__2E2B33208D567583	20		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R20__NODE1GEN_258472_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__2E2B33208D567583__8x6b__s917.pdb	A	1.000000	1.000000	6190.048395	5432.891118	757.157277	6	337.858644	3	272.326027	3	181.702368	30.317741	False
NODE1GEN_258472_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__2E2B33208D567583	20		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R20__NODE1GEN_258472_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__2E2B33208D567583__9e6y__s1931.pdb	A	1.000000	1.000000	6273.729218	5515.417887	758.311331	6	304.884258	3	272.542797	3	168.346222	30.663413	False
NODE1GEN_258472_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__2E2B33208D567583	20		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R20__NODE1GEN_258472_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__2E2B33208D567583__9e6y__s3047.pdb	A	1.000000	1.000000	6188.496951	5497.417253	691.079698	5	251.442960	3	270.096543	3	168.013150	30.049805	False
NODE1GEN_258472_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__2E2B33208D567583	20		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R20__NODE1GEN_258472_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__2E2B33208D567583__9e6y__s42.pdb	A	1.000000	1.000000	6322.513146	5576.200626	746.312520	10	413.575572	3	262.383703	3	173.089377	30.499020	False
NODE1GEN_258472_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__2E2B33208D567583	20		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R20__NODE1GEN_258472_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__2E2B33208D567583__9e6y__s917.pdb	A	1.000000	1.000000	6337.488762	5550.077110	787.411652	6	358.346729	3	260.264866	3	169.381900	29.967155	False
NODE1GEN_002130_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_ekg_L_bb177_mpn10_arm_P1_ekg_L_backbone_P1_ekg_L_bb177_status_NEEDS_RF2_AND_DOCKING	24	9	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R24__NODE1GEN_002130__8x6b__s1931.pdb	A	1.000000	1.000000	5935.126414	5179.619081	755.507333	7	428.356452	5	330.428694	4	330.659706	33.871396	False
NODE1GEN_002130_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_ekg_L_bb177_mpn10_arm_P1_ekg_L_backbone_P1_ekg_L_bb177_status_NEEDS_RF2_AND_DOCKING	24	9	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R24__NODE1GEN_002130__8x6b__s3047.pdb	A	1.000000	1.000000	5803.971958	5100.757418	703.214539	7	383.087547	3	192.249783	4	350.554951	33.997701	False
NODE1GEN_002130_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_ekg_L_bb177_mpn10_arm_P1_ekg_L_backbone_P1_ekg_L_bb177_status_NEEDS_RF2_AND_DOCKING	24	9	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R24__NODE1GEN_002130__8x6b__s42.pdb	A	1.000000	1.000000	6021.181883	5352.068620	669.113263	8	397.085415	5	339.108391	4	340.543387	33.344208	False
NODE1GEN_002130_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_ekg_L_bb177_mpn10_arm_P1_ekg_L_backbone_P1_ekg_L_bb177_status_NEEDS_RF2_AND_DOCKING	24	9	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R24__NODE1GEN_002130__8x6b__s917.pdb	A	1.000000	1.000000	5829.889071	5140.430749	689.458322	10	582.622495	5	330.951832	4	342.329152	36.090914	False
NODE1GEN_002130_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_ekg_L_bb177_mpn10_arm_P1_ekg_L_backbone_P1_ekg_L_bb177_status_NEEDS_RF2_AND_DOCKING	24	9	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R24__NODE1GEN_002130__9e6y__s1931.pdb	A	1.000000	1.000000	5901.966778	5233.334053	668.632725	9	496.512592	2	224.047560	4	360.413751	34.487472	False
