candidate_id	final_rank	top10_rank	pdb_path	vhh_chain	chain_identity_proxy	mapped_sequence_fraction	free_vhh_sasa_a2	bound_vhh_sasa_a2	binding_buried_sasa_a2	largest_hydrophobic_patch_residues	largest_hydrophobic_patch_free_sasa_a2	largest_positive_patch_residues	largest_positive_patch_free_sasa_a2	largest_negative_patch_residues	largest_negative_patch_free_sasa_a2	c_terminal_target_min_distance_a	c_terminal_target_contact_4p5a	motif_type	motif	seq_index_1based	region	pdb_residue	free_residue_sasa_a2	bound_residue_sasa_a2	bound_to_free_sasa_fraction	pvrig_contact_4p5a
P1MCPUFP__CPUFP500K_0100__00188	14		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R14__P1MCPUFP__CPUFP500K_0100__00188__8x6b__s1931.pdb	A	1.000000	1.000000	6452.523895	5615.792359	836.731536	10	607.274091	3	241.124944	2	182.240208	34.406770	False	ISOMERIZATION	DT	92	FRAMEWORK	A:99	38.438685	38.438685	1.000000	False
P1MCPUFP__CPUFP500K_0100__00188	14		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R14__P1MCPUFP__CPUFP500K_0100__00188__8x6b__s3047.pdb	A	1.000000	1.000000	6431.281221	5656.385946	774.895275	6	373.733119	3	243.132714	2	188.732247	36.730585	False	ISOMERIZATION	DT	92	FRAMEWORK	A:99	43.879923	43.879923	1.000000	False
P1MCPUFP__CPUFP500K_0100__00188	14		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R14__P1MCPUFP__CPUFP500K_0100__00188__8x6b__s42.pdb	A	1.000000	1.000000	6338.160603	5494.043936	844.116666	10	562.354489	3	245.372377	2	191.479926	36.766495	False	ISOMERIZATION	DT	92	FRAMEWORK	A:99	38.892582	38.892582	1.000000	False
P1MCPUFP__CPUFP500K_0100__00188	14		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R14__P1MCPUFP__CPUFP500K_0100__00188__8x6b__s917.pdb	A	1.000000	1.000000	6376.368590	5585.599517	790.769072	7	432.126698	3	244.521822	2	180.358499	32.856062	False	ISOMERIZATION	DT	92	FRAMEWORK	A:99	42.321107	42.321107	1.000000	False
P1MCPUFP__CPUFP500K_0100__00188	14		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R14__P1MCPUFP__CPUFP500K_0100__00188__9e6y__s1931.pdb	A	1.000000	1.000000	6450.051148	5768.823317	681.227831	10	579.006396	3	260.243399	2	193.598762	31.146184	False	ISOMERIZATION	DT	92	FRAMEWORK	A:99	31.295624	31.295624	1.000000	False
P1MCPUFP__CPUFP500K_0100__00188	14		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R14__P1MCPUFP__CPUFP500K_0100__00188__9e6y__s3047.pdb	A	1.000000	1.000000	6507.808072	5706.801848	801.006224	11	658.658902	3	242.725878	2	187.871513	33.979734	False	ISOMERIZATION	DT	92	FRAMEWORK	A:99	38.295679	38.295679	1.000000	False
P1MCPUFP__CPUFP500K_0100__00188	14		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R14__P1MCPUFP__CPUFP500K_0100__00188__9e6y__s42.pdb	A	1.000000	1.000000	6380.095482	5674.510946	705.584536	11	511.201444	3	227.786034	2	186.766594	30.323480	False	ISOMERIZATION	DT	92	FRAMEWORK	A:99	44.703774	44.703774	1.000000	False
P1MCPUFP__CPUFP500K_0100__00188	14		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R14__P1MCPUFP__CPUFP500K_0100__00188__9e6y__s917.pdb	A	1.000000	1.000000	6497.073836	5600.873334	896.200503	11	661.431587	3	247.538275	2	187.787570	33.951467	False	ISOMERIZATION	DT	92	FRAMEWORK	A:99	35.094103	35.094103	1.000000	False
P1MCPUFP__CPUFP500K_0100__00188	14		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R14__P1MCPUFP__CPUFP500K_0100__00188__8x6b__s1931.pdb	A	1.000000	1.000000	6452.523895	5615.792359	836.731536	10	607.274091	3	241.124944	2	182.240208	34.406770	False	OXIDATION_RESIDUE	M	94	FRAMEWORK	A:101	62.731846	62.731846	1.000000	False
P1MCPUFP__CPUFP500K_0100__00188	14		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R14__P1MCPUFP__CPUFP500K_0100__00188__8x6b__s3047.pdb	A	1.000000	1.000000	6431.281221	5656.385946	774.895275	6	373.733119	3	243.132714	2	188.732247	36.730585	False	OXIDATION_RESIDUE	M	94	FRAMEWORK	A:101	62.193063	62.193063	1.000000	False
P1MCPUFP__CPUFP500K_0100__00188	14		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R14__P1MCPUFP__CPUFP500K_0100__00188__8x6b__s42.pdb	A	1.000000	1.000000	6338.160603	5494.043936	844.116666	10	562.354489	3	245.372377	2	191.479926	36.766495	False	OXIDATION_RESIDUE	M	94	FRAMEWORK	A:101	63.053859	63.053859	1.000000	False
P1MCPUFP__CPUFP500K_0100__00188	14		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R14__P1MCPUFP__CPUFP500K_0100__00188__8x6b__s917.pdb	A	1.000000	1.000000	6376.368590	5585.599517	790.769072	7	432.126698	3	244.521822	2	180.358499	32.856062	False	OXIDATION_RESIDUE	M	94	FRAMEWORK	A:101	64.480666	64.480666	1.000000	False
P1MCPUFP__CPUFP500K_0100__00188	14		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R14__P1MCPUFP__CPUFP500K_0100__00188__9e6y__s1931.pdb	A	1.000000	1.000000	6450.051148	5768.823317	681.227831	10	579.006396	3	260.243399	2	193.598762	31.146184	False	OXIDATION_RESIDUE	M	94	FRAMEWORK	A:101	64.802679	64.802679	1.000000	False
P1MCPUFP__CPUFP500K_0100__00188	14		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R14__P1MCPUFP__CPUFP500K_0100__00188__9e6y__s3047.pdb	A	1.000000	1.000000	6507.808072	5706.801848	801.006224	11	658.658902	3	242.725878	2	187.871513	33.979734	False	OXIDATION_RESIDUE	M	94	FRAMEWORK	A:101	60.777251	60.777251	1.000000	False
P1MCPUFP__CPUFP500K_0100__00188	14		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R14__P1MCPUFP__CPUFP500K_0100__00188__9e6y__s42.pdb	A	1.000000	1.000000	6380.095482	5674.510946	705.584536	11	511.201444	3	227.786034	2	186.766594	30.323480	False	OXIDATION_RESIDUE	M	94	FRAMEWORK	A:101	62.789965	62.789965	1.000000	False
P1MCPUFP__CPUFP500K_0100__00188	14		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R14__P1MCPUFP__CPUFP500K_0100__00188__9e6y__s917.pdb	A	1.000000	1.000000	6497.073836	5600.873334	896.200503	11	661.431587	3	247.538275	2	187.787570	33.951467	False	OXIDATION_RESIDUE	M	94	FRAMEWORK	A:101	64.612613	64.612613	1.000000	False
P1MCPUFP__CPUFP500K_0100__00188	14		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R14__P1MCPUFP__CPUFP500K_0100__00188__8x6b__s1931.pdb	A	1.000000	1.000000	6452.523895	5615.792359	836.731536	10	607.274091	3	241.124944	2	182.240208	34.406770	False	OXIDATION_RESIDUE	W	114	CDR3	A:115	19.673240	19.673240	1.000000	True
P1MCPUFP__CPUFP500K_0100__00188	14		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R14__P1MCPUFP__CPUFP500K_0100__00188__8x6b__s3047.pdb	A	1.000000	1.000000	6431.281221	5656.385946	774.895275	6	373.733119	3	243.132714	2	188.732247	36.730585	False	OXIDATION_RESIDUE	W	114	CDR3	A:115	11.622385	11.622385	1.000000	True
P1MCPUFP__CPUFP500K_0100__00188	14		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R14__P1MCPUFP__CPUFP500K_0100__00188__8x6b__s42.pdb	A	1.000000	1.000000	6338.160603	5494.043936	844.116666	10	562.354489	3	245.372377	2	191.479926	36.766495	False	OXIDATION_RESIDUE	W	114	CDR3	A:115	17.016562	17.016562	1.000000	False
P1MCPUFP__CPUFP500K_0100__00188	14		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R14__P1MCPUFP__CPUFP500K_0100__00188__8x6b__s917.pdb	A	1.000000	1.000000	6376.368590	5585.599517	790.769072	7	432.126698	3	244.521822	2	180.358499	32.856062	False	OXIDATION_RESIDUE	W	114	CDR3	A:115	22.901519	22.901519	1.000000	True
P1MCPUFP__CPUFP500K_0100__00188	14		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R14__P1MCPUFP__CPUFP500K_0100__00188__9e6y__s1931.pdb	A	1.000000	1.000000	6450.051148	5768.823317	681.227831	10	579.006396	3	260.243399	2	193.598762	31.146184	False	OXIDATION_RESIDUE	W	114	CDR3	A:115	26.589351	24.803586	0.932839	True
P1MCPUFP__CPUFP500K_0100__00188	14		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R14__P1MCPUFP__CPUFP500K_0100__00188__9e6y__s3047.pdb	A	1.000000	1.000000	6507.808072	5706.801848	801.006224	11	658.658902	3	242.725878	2	187.871513	33.979734	False	OXIDATION_RESIDUE	W	114	CDR3	A:115	24.687284	24.687284	1.000000	True
P1MCPUFP__CPUFP500K_0100__00188	14		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R14__P1MCPUFP__CPUFP500K_0100__00188__9e6y__s42.pdb	A	1.000000	1.000000	6380.095482	5674.510946	705.584536	11	511.201444	3	227.786034	2	186.766594	30.323480	False	OXIDATION_RESIDUE	W	114	CDR3	A:115	21.232056	14.088996	0.663572	True
P1MCPUFP__CPUFP500K_0100__00188	14		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R14__P1MCPUFP__CPUFP500K_0100__00188__9e6y__s917.pdb	A	1.000000	1.000000	6497.073836	5600.873334	896.200503	11	661.431587	3	247.538275	2	187.787570	33.951467	False	OXIDATION_RESIDUE	W	114	CDR3	A:115	19.029276	19.029276	1.000000	True
P1MCPUFP__CPUFP500K_0100__00188	14		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R14__P1MCPUFP__CPUFP500K_0100__00188__8x6b__s1931.pdb	A	1.000000	1.000000	6452.523895	5615.792359	836.731536	10	607.274091	3	241.124944	2	182.240208	34.406770	False	OXIDATION_RESIDUE	W	117	FRAMEWORK	A:118	78.154992	71.075937	0.909423	True
P1MCPUFP__CPUFP500K_0100__00188	14		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R14__P1MCPUFP__CPUFP500K_0100__00188__8x6b__s3047.pdb	A	1.000000	1.000000	6431.281221	5656.385946	774.895275	6	373.733119	3	243.132714	2	188.732247	36.730585	False	OXIDATION_RESIDUE	W	117	FRAMEWORK	A:118	71.149995	71.149995	1.000000	False
P1MCPUFP__CPUFP500K_0100__00188	14		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R14__P1MCPUFP__CPUFP500K_0100__00188__8x6b__s42.pdb	A	1.000000	1.000000	6338.160603	5494.043936	844.116666	10	562.354489	3	245.372377	2	191.479926	36.766495	False	OXIDATION_RESIDUE	W	117	FRAMEWORK	A:118	77.959983	77.959983	1.000000	False
P1MCPUFP__CPUFP500K_0100__00188	14		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R14__P1MCPUFP__CPUFP500K_0100__00188__8x6b__s917.pdb	A	1.000000	1.000000	6376.368590	5585.599517	790.769072	7	432.126698	3	244.521822	2	180.358499	32.856062	False	OXIDATION_RESIDUE	W	117	FRAMEWORK	A:118	70.326143	51.032743	0.725658	True
P1MCPUFP__CPUFP500K_0100__00188	14		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R14__P1MCPUFP__CPUFP500K_0100__00188__9e6y__s1931.pdb	A	1.000000	1.000000	6450.051148	5768.823317	681.227831	10	579.006396	3	260.243399	2	193.598762	31.146184	False	OXIDATION_RESIDUE	W	117	FRAMEWORK	A:118	68.355255	68.355255	1.000000	False
P1MCPUFP__CPUFP500K_0100__00188	14		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R14__P1MCPUFP__CPUFP500K_0100__00188__9e6y__s3047.pdb	A	1.000000	1.000000	6507.808072	5706.801848	801.006224	11	658.658902	3	242.725878	2	187.871513	33.979734	False	OXIDATION_RESIDUE	W	117	FRAMEWORK	A:118	69.877189	62.798133	0.898693	True
P1MCPUFP__CPUFP500K_0100__00188	14		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R14__P1MCPUFP__CPUFP500K_0100__00188__9e6y__s42.pdb	A	1.000000	1.000000	6380.095482	5674.510946	705.584536	11	511.201444	3	227.786034	2	186.766594	30.323480	False	OXIDATION_RESIDUE	W	117	FRAMEWORK	A:118	59.670615	41.714319	0.699076	True
P1MCPUFP__CPUFP500K_0100__00188	14		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R14__P1MCPUFP__CPUFP500K_0100__00188__9e6y__s917.pdb	A	1.000000	1.000000	6497.073836	5600.873334	896.200503	11	661.431587	3	247.538275	2	187.787570	33.951467	False	OXIDATION_RESIDUE	W	117	FRAMEWORK	A:118	81.351626	70.844045	0.870837	True
NODE1GEN_206644_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__53F648E960398F2F	15		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R15__NODE1GEN_206644_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__53F648E960398F2F__8x6b__s1931.pdb	A	1.000000	1.000000	6450.408766	5727.126696	723.282070	6	335.903820	3	221.346000	2	178.787389	30.202939	False	OXIDATION_RESIDUE	M	36	FRAMEWORK	A:39	0.000000	0.000000		False
NODE1GEN_206644_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__53F648E960398F2F	15		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R15__NODE1GEN_206644_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__53F648E960398F2F__8x6b__s3047.pdb	A	1.000000	1.000000	6345.704069	5420.815652	924.888417	6	332.596414	3	223.359007	2	176.737793	25.925279	False	OXIDATION_RESIDUE	M	36	FRAMEWORK	A:39	0.000000	0.000000		False
NODE1GEN_206644_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__53F648E960398F2F	15		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R15__NODE1GEN_206644_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__53F648E960398F2F__8x6b__s42.pdb	A	1.000000	1.000000	6471.137099	5639.484575	831.652523	8	346.983421	3	214.077171	2	171.173488	32.920137	False	OXIDATION_RESIDUE	M	36	FRAMEWORK	A:39	0.000000	0.000000		False
NODE1GEN_206644_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__53F648E960398F2F	15		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R15__NODE1GEN_206644_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__53F648E960398F2F__8x6b__s917.pdb	A	1.000000	1.000000	6466.599215	5712.820741	753.778473	8	355.743417	3	218.921507	2	176.340716	33.019871	False	OXIDATION_RESIDUE	M	36	FRAMEWORK	A:39	1.785765	1.785765	1.000000	False
NODE1GEN_206644_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__53F648E960398F2F	15		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R15__NODE1GEN_206644_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__53F648E960398F2F__9e6y__s1931.pdb	A	1.000000	1.000000	6417.797861	5618.867078	798.930783	13	678.018610	3	211.245549	2	180.620215	30.016816	False	OXIDATION_RESIDUE	M	36	FRAMEWORK	A:39	0.000000	0.000000		False
NODE1GEN_206644_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__53F648E960398F2F	15		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R15__NODE1GEN_206644_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__53F648E960398F2F__9e6y__s3047.pdb	A	1.000000	1.000000	6350.907342	5482.866610	868.040732	7	339.570352	3	226.116571	2	172.971253	26.598949	False	OXIDATION_RESIDUE	M	36	FRAMEWORK	A:39	0.000000	0.000000		False
NODE1GEN_206644_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__53F648E960398F2F	15		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R15__NODE1GEN_206644_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__53F648E960398F2F__9e6y__s42.pdb	A	1.000000	1.000000	6464.473362	5513.221830	951.251531	8	370.664851	3	231.784758	2	182.322036	25.804683	False	OXIDATION_RESIDUE	M	36	FRAMEWORK	A:39	0.000000	0.000000		False
NODE1GEN_206644_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__53F648E960398F2F	15		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R15__NODE1GEN_206644_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__53F648E960398F2F__9e6y__s917.pdb	A	1.000000	1.000000	6506.581238	5609.930210	896.651028	8	378.951661	3	246.497653	2	182.115026	27.060557	False	OXIDATION_RESIDUE	M	36	FRAMEWORK	A:39	2.144661	2.144661	1.000000	False
NODE1GEN_206644_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__53F648E960398F2F	15		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R15__NODE1GEN_206644_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__53F648E960398F2F__8x6b__s1931.pdb	A	1.000000	1.000000	6450.408766	5727.126696	723.282070	6	335.903820	3	221.346000	2	178.787389	30.202939	False	OXIDATION_RESIDUE	W	38	FRAMEWORK	A:41	0.000000	0.000000		False
NODE1GEN_206644_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__53F648E960398F2F	15		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R15__NODE1GEN_206644_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__53F648E960398F2F__8x6b__s3047.pdb	A	1.000000	1.000000	6345.704069	5420.815652	924.888417	6	332.596414	3	223.359007	2	176.737793	25.925279	False	OXIDATION_RESIDUE	W	38	FRAMEWORK	A:41	0.000000	0.000000		False
NODE1GEN_206644_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__53F648E960398F2F	15		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R15__NODE1GEN_206644_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__53F648E960398F2F__8x6b__s42.pdb	A	1.000000	1.000000	6471.137099	5639.484575	831.652523	8	346.983421	3	214.077171	2	171.173488	32.920137	False	OXIDATION_RESIDUE	W	38	FRAMEWORK	A:41	2.012714	2.012714	1.000000	False
NODE1GEN_206644_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__53F648E960398F2F	15		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R15__NODE1GEN_206644_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__53F648E960398F2F__8x6b__s917.pdb	A	1.000000	1.000000	6466.599215	5712.820741	753.778473	8	355.743417	3	218.921507	2	176.340716	33.019871	False	OXIDATION_RESIDUE	W	38	FRAMEWORK	A:41	2.012714	2.012714	1.000000	False
NODE1GEN_206644_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__53F648E960398F2F	15		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R15__NODE1GEN_206644_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__53F648E960398F2F__9e6y__s1931.pdb	A	1.000000	1.000000	6417.797861	5618.867078	798.930783	13	678.018610	3	211.245549	2	180.620215	30.016816	False	OXIDATION_RESIDUE	W	38	FRAMEWORK	A:41	2.012714	2.012714	1.000000	False
NODE1GEN_206644_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__53F648E960398F2F	15		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R15__NODE1GEN_206644_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__53F648E960398F2F__9e6y__s3047.pdb	A	1.000000	1.000000	6350.907342	5482.866610	868.040732	7	339.570352	3	226.116571	2	172.971253	26.598949	False	OXIDATION_RESIDUE	W	38	FRAMEWORK	A:41	0.000000	0.000000		False
NODE1GEN_206644_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__53F648E960398F2F	15		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R15__NODE1GEN_206644_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__53F648E960398F2F__9e6y__s42.pdb	A	1.000000	1.000000	6464.473362	5513.221830	951.251531	8	370.664851	3	231.784758	2	182.322036	25.804683	False	OXIDATION_RESIDUE	W	38	FRAMEWORK	A:41	2.012714	2.012714	1.000000	False
NODE1GEN_206644_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__53F648E960398F2F	15		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R15__NODE1GEN_206644_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__53F648E960398F2F__9e6y__s917.pdb	A	1.000000	1.000000	6506.581238	5609.930210	896.651028	8	378.951661	3	246.497653	2	182.115026	27.060557	False	OXIDATION_RESIDUE	W	38	FRAMEWORK	A:41	2.012714	2.012714	1.000000	False
NODE1GEN_206644_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__53F648E960398F2F	15		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R15__NODE1GEN_206644_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__53F648E960398F2F__8x6b__s1931.pdb	A	1.000000	1.000000	6450.408766	5727.126696	723.282070	6	335.903820	3	221.346000	2	178.787389	30.202939	False	ISOMERIZATION	DS	63	FRAMEWORK	A:69	120.914707	120.914707	1.000000	False
