cluster_id,representative_record_id,member_count,sources_present,max_pairwise_identity,mean_score_v1_1,selected_for_top_200,selection_reason,diversity_notes
C0385,PLDNANO_VHH_00575,1,PLAbDab-nano:GenBank,1.000,0.940,no,not_selected,greedy_sequence_identity_threshold_0.90
C0386,PLDNANO_VHH_00576,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0387,PLDNANO_VHH_00577,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0388,PLDNANO_VHH_00578,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0389,PLDNANO_VHH_00579,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0390,PLDNANO_VHH_00580,1,PLAbDab-nano:GenBank,1.000,0.950,no,not_selected,greedy_sequence_identity_threshold_0.90
C0391,PLDNANO_VHH_00581,1,PLAbDab-nano:GenBank,1.000,0.975,no,not_selected,greedy_sequence_identity_threshold_0.90
C0392,PLDNANO_VHH_00582,1,PLAbDab-nano:GenBank,1.000,0.975,no,not_selected,greedy_sequence_identity_threshold_0.90
C0393,PLDNANO_VHH_00583,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0394,PLDNANO_VHH_00585,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0395,PLDNANO_VHH_00586,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0396,PLDNANO_VHH_00587,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0397,PLDNANO_VHH_00589,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0398,PLDNANO_VHH_00590,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0399,PLDNANO_VHH_00591,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0400,PLDNANO_VHH_00593,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0401,PLDNANO_VHH_00594,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0402,PLDNANO_VHH_00595,1,PLAbDab-nano:GenBank,1.000,0.975,no,not_selected,greedy_sequence_identity_threshold_0.90
C0403,PLDNANO_VHH_00598,2,PLAbDab-nano:GenBank,0.992,0.940,no,not_selected,greedy_sequence_identity_threshold_0.90
C0404,PLDNANO_VHH_00599,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0405,PLDNANO_VHH_00600,2,PLAbDab-nano:GenBank,0.991,0.975,no,not_selected,greedy_sequence_identity_threshold_0.90
C0406,PLDNANO_VHH_00611,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0407,PLDNANO_VHH_00612,1,PLAbDab-nano:GenBank,1.000,0.980,no,not_selected,greedy_sequence_identity_threshold_0.90
C0408,PLDNANO_VHH_00613,1,PLAbDab-nano:GenBank,1.000,0.950,no,not_selected,greedy_sequence_identity_threshold_0.90
C0409,PLDNANO_VHH_00614,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0410,PLDNANO_VHH_00615,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0411,PLDNANO_VHH_00616,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0412,PLDNANO_VHH_00617,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0413,PLDNANO_VHH_00618,1,PLAbDab-nano:GenBank,1.000,0.960,no,not_selected,greedy_sequence_identity_threshold_0.90
C0414,PLDNANO_VHH_00619,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0415,PLDNANO_VHH_00620,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0416,PLDNANO_VHH_00621,2,PLAbDab-nano:GenBank,0.992,0.935,no,not_selected,greedy_sequence_identity_threshold_0.90
C0417,PLDNANO_VHH_00622,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0418,PLDNANO_VHH_00623,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0419,PLDNANO_VHH_00626,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0420,PLDNANO_VHH_00627,1,PLAbDab-nano:GenBank,1.000,0.950,no,not_selected,greedy_sequence_identity_threshold_0.90
C0421,PLDNANO_VHH_00628,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0422,PLDNANO_VHH_00629,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0423,PLDNANO_VHH_00630,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0424,PLDNANO_VHH_00631,2,PLAbDab-nano:GenBank,0.992,0.975,no,not_selected,greedy_sequence_identity_threshold_0.90
C0425,PLDNANO_VHH_00633,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0426,PLDNANO_VHH_00634,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0427,PLDNANO_VHH_00635,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0428,PLDNANO_VHH_00636,1,PLAbDab-nano:GenBank,1.000,0.955,no,not_selected,greedy_sequence_identity_threshold_0.90
C0429,PLDNANO_VHH_00637,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0430,PLDNANO_VHH_00638,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0431,PLDNANO_VHH_00640,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0432,PLDNANO_VHH_00641,2,PLAbDab-nano:GenBank,0.951,0.935,no,not_selected,greedy_sequence_identity_threshold_0.90
C0433,PLDNANO_VHH_00643,2,PLAbDab-nano:GenBank;PLAbDab-nano:SAbDab,0.938,0.960,no,not_selected,greedy_sequence_identity_threshold_0.90
C0434,PLDNANO_VHH_00644,1,PLAbDab-nano:GenBank,1.000,0.955,no,not_selected,greedy_sequence_identity_threshold_0.90
C0435,PLDNANO_VHH_00645,4,PLAbDab-nano:GenBank,0.992,0.965,no,not_selected,greedy_sequence_identity_threshold_0.90
C0436,PLDNANO_VHH_00652,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0437,PLDNANO_VHH_00658,13,PLAbDab-nano:GenBank,0.992,0.933,no,not_selected,greedy_sequence_identity_threshold_0.90
C0438,PLDNANO_VHH_00661,2,PLAbDab-nano:GenBank,0.984,0.935,no,not_selected,greedy_sequence_identity_threshold_0.90
C0439,PLDNANO_VHH_00666,2,PLAbDab-nano:GenBank,0.920,0.955,no,not_selected,greedy_sequence_identity_threshold_0.90
C0440,PLDNANO_VHH_00672,1,PLAbDab-nano:GenBank,1.000,0.963,no,not_selected,greedy_sequence_identity_threshold_0.90
C0441,PLDNANO_VHH_00676,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0442,PLDNANO_VHH_00683,1,PLAbDab-nano:GenBank,1.000,0.950,no,not_selected,greedy_sequence_identity_threshold_0.90
C0443,PLDNANO_VHH_00684,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0444,PLDNANO_VHH_00688,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0445,PLDNANO_VHH_00689,4,PLAbDab-nano:GenBank,0.992,0.923,no,not_selected,greedy_sequence_identity_threshold_0.90
C0446,PLDNANO_VHH_00690,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0447,PLDNANO_VHH_00691,4,PLAbDab-nano:GenBank,0.992,0.925,no,not_selected,greedy_sequence_identity_threshold_0.90
C0448,PLDNANO_VHH_00692,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0449,PLDNANO_VHH_00699,3,PLAbDab-nano:GenBank,0.992,0.942,no,not_selected,greedy_sequence_identity_threshold_0.90
C0450,PLDNANO_VHH_00695,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0451,PLDNANO_VHH_00696,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0452,PLDNANO_VHH_00697,2,PLAbDab-nano:GenBank,0.992,0.955,no,not_selected,greedy_sequence_identity_threshold_0.90
C0453,PLDNANO_VHH_00698,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0454,PLDNANO_VHH_00700,1,PLAbDab-nano:GenBank,1.000,0.950,no,not_selected,greedy_sequence_identity_threshold_0.90
C0455,PLDNANO_VHH_00702,1,PLAbDab-nano:GenBank,1.000,0.980,no,not_selected,greedy_sequence_identity_threshold_0.90
C0456,PLDNANO_VHH_00703,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0457,PLDNANO_VHH_00706,1,PLAbDab-nano:GenBank,1.000,0.930,no,not_selected,greedy_sequence_identity_threshold_0.90
C0458,PLDNANO_VHH_00708,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0459,PLDNANO_VHH_00711,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0460,PLDNANO_VHH_00720,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0461,PLDNANO_VHH_00725,2,PLAbDab-nano:GenBank,0.922,0.975,no,not_selected,greedy_sequence_identity_threshold_0.90
C0462,PLDNANO_VHH_00727,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0463,PLDNANO_VHH_00728,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0464,PLDNANO_VHH_00729,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0465,PLDNANO_VHH_00730,4,PLAbDab-nano:GenBank,0.992,0.930,no,not_selected,greedy_sequence_identity_threshold_0.90
C0466,PLDNANO_VHH_00731,9,PLAbDab-nano:GenBank,0.992,0.867,no,not_selected,greedy_sequence_identity_threshold_0.90
C0467,PLDNANO_VHH_00732,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0468,PLDNANO_VHH_00736,2,PLAbDab-nano:GenBank,0.967,0.975,no,not_selected,greedy_sequence_identity_threshold_0.90
C0469,PLDNANO_VHH_00739,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0470,PLDNANO_VHH_00741,1,PLAbDab-nano:GenBank,1.000,0.950,no,not_selected,greedy_sequence_identity_threshold_0.90
C0471,PLDNANO_VHH_00742,3,PLAbDab-nano:GenBank,0.976,0.969,no,not_selected,greedy_sequence_identity_threshold_0.90
C0472,PLDNANO_VHH_00745,1,PLAbDab-nano:GenBank,1.000,0.900,no,not_selected,greedy_sequence_identity_threshold_0.90
C0473,PLDNANO_VHH_00755,3,PLAbDab-nano:GenBank,0.976,0.969,no,not_selected,greedy_sequence_identity_threshold_0.90
C0474,PLDNANO_VHH_00756,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0475,PLDNANO_VHH_00805,23,PLAbDab-nano:GenBank,0.992,0.933,no,not_selected,greedy_sequence_identity_threshold_0.90
C0476,PLDNANO_VHH_00759,1,PLAbDab-nano:GenBank,1.000,0.975,no,not_selected,greedy_sequence_identity_threshold_0.90
C0477,PLDNANO_VHH_00767,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0478,PLDNANO_VHH_00769,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0479,PLDNANO_VHH_00823,2,PLAbDab-nano:GenBank,0.952,0.965,no,not_selected,greedy_sequence_identity_threshold_0.90
C0480,PLDNANO_VHH_00829,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0481,PLDNANO_VHH_00831,1,PLAbDab-nano:GenBank,1.000,0.920,no,not_selected,greedy_sequence_identity_threshold_0.90
C0482,PLDNANO_VHH_00833,1,PLAbDab-nano:GenBank,1.000,0.900,no,not_selected,greedy_sequence_identity_threshold_0.90
C0483,PLDNANO_VHH_00841,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0484,PLDNANO_VHH_00843,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0485,PLDNANO_VHH_00848,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0486,PLDNANO_VHH_00849,3,PLAbDab-nano:GenBank,0.992,0.949,no,not_selected,greedy_sequence_identity_threshold_0.90
C0487,PLDNANO_VHH_00850,4,PLAbDab-nano:GenBank,0.992,0.965,no,not_selected,greedy_sequence_identity_threshold_0.90
C0488,PLDNANO_VHH_00857,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0489,PLDNANO_VHH_00859,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0490,PLDNANO_VHH_00861,2,PLAbDab-nano:GenBank;PLAbDab-nano:TheraSAbDab,0.944,0.955,no,not_selected,greedy_sequence_identity_threshold_0.90
C0491,PLDNANO_VHH_00862,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0492,PLDNANO_VHH_00863,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0493,PLDNANO_VHH_00864,1,PLAbDab-nano:GenBank,1.000,0.975,no,not_selected,greedy_sequence_identity_threshold_0.90
C0494,PLDNANO_VHH_00865,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0495,PLDNANO_VHH_00866,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0496,PLDNANO_VHH_00867,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0497,PLDNANO_VHH_00868,1,PLAbDab-nano:GenBank,1.000,0.955,no,not_selected,greedy_sequence_identity_threshold_0.90
C0498,PLDNANO_VHH_00869,1,PLAbDab-nano:GenBank,1.000,0.975,no,not_selected,greedy_sequence_identity_threshold_0.90
C0499,PLDNANO_VHH_00870,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0500,PLDNANO_VHH_00871,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0501,PLDNANO_VHH_00872,2,PLAbDab-nano:GenBank,0.984,0.975,no,not_selected,greedy_sequence_identity_threshold_0.90
C0502,PLDNANO_VHH_00874,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0503,PLDNANO_VHH_00875,2,PLAbDab-nano:GenBank,0.984,0.975,no,not_selected,greedy_sequence_identity_threshold_0.90
C0504,PLDNANO_VHH_00876,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0505,PLDNANO_VHH_00877,1,PLAbDab-nano:GenBank,1.000,0.963,no,not_selected,greedy_sequence_identity_threshold_0.90
C0506,PLDNANO_VHH_00878,1,PLAbDab-nano:GenBank,1.000,0.960,no,not_selected,greedy_sequence_identity_threshold_0.90
C0507,PLDNANO_VHH_00879,1,PLAbDab-nano:GenBank,1.000,0.950,no,not_selected,greedy_sequence_identity_threshold_0.90
C0508,PLDNANO_VHH_00881,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0509,PLDNANO_VHH_00882,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0510,PLDNANO_VHH_00885,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0511,PLDNANO_VHH_00886,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0512,PLDNANO_VHH_00887,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0513,PLDNANO_VHH_00889,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0514,PLDNANO_VHH_00891,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0515,PLDNANO_VHH_00892,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0516,PLDNANO_VHH_00893,1,PLAbDab-nano:GenBank,1.000,0.955,no,not_selected,greedy_sequence_identity_threshold_0.90
C0517,PLDNANO_VHH_00894,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0518,PLDNANO_VHH_00895,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0519,PLDNANO_VHH_00898,1,PLAbDab-nano:GenBank,1.000,0.950,no,not_selected,greedy_sequence_identity_threshold_0.90
C0520,PLDNANO_VHH_00899,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0521,PLDNANO_VHH_00900,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0522,PLDNANO_VHH_00901,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0523,PLDNANO_VHH_00902,1,PLAbDab-nano:GenBank,1.000,0.950,no,not_selected,greedy_sequence_identity_threshold_0.90
C0524,PLDNANO_VHH_00903,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0525,PLDNANO_VHH_00904,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0526,PLDNANO_VHH_00906,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0527,PLDNANO_VHH_00907,1,PLAbDab-nano:GenBank,1.000,1.000,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0528,PLDNANO_VHH_00908,1,PLAbDab-nano:GenBank,1.000,0.940,no,not_selected,greedy_sequence_identity_threshold_0.90
C0529,PLDNANO_VHH_00910,7,PLAbDab-nano:GenBank,0.984,0.955,no,not_selected,greedy_sequence_identity_threshold_0.90
C0530,PLDNANO_VHH_00917,1,PLAbDab-nano:GenBank,1.000,0.955,no,not_selected,greedy_sequence_identity_threshold_0.90
C0531,PLDNANO_VHH_00918,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0532,PLDNANO_VHH_00920,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0533,PLDNANO_VHH_00921,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0534,PLDNANO_VHH_00923,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0535,PLDNANO_VHH_00927,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0536,PLDNANO_VHH_00928,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0537,PLDNANO_VHH_00930,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0538,PLDNANO_VHH_00931,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0539,PLDNANO_VHH_00932,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0540,PLDNANO_VHH_00933,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0541,PLDNANO_VHH_00934,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0542,PLDNANO_VHH_00935,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0543,PLDNANO_VHH_00936,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0544,PLDNANO_VHH_00937,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0545,PLDNANO_VHH_00938,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0546,PLDNANO_VHH_00939,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0547,PLDNANO_VHH_00940,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0548,PLDNANO_VHH_00941,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0549,PLDNANO_VHH_00942,1,PLAbDab-nano:GenBank,1.000,0.950,no,not_selected,greedy_sequence_identity_threshold_0.90
C0550,PLDNANO_VHH_00943,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0551,PLDNANO_VHH_00944,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0552,PLDNANO_VHH_00945,2,PLAbDab-nano:GenBank,0.915,0.975,no,not_selected,greedy_sequence_identity_threshold_0.90
C0553,PLDNANO_VHH_00948,2,PLAbDab-nano:GenBank,0.991,0.955,no,not_selected,greedy_sequence_identity_threshold_0.90
C0554,PLDNANO_VHH_00949,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0555,PLDNANO_VHH_00950,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0556,PLDNANO_VHH_00952,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0557,PLDNANO_VHH_00953,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0558,PLDNANO_VHH_00954,1,PLAbDab-nano:GenBank,1.000,0.950,no,not_selected,greedy_sequence_identity_threshold_0.90
C0559,PLDNANO_VHH_00955,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0560,PLDNANO_VHH_00956,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0561,PLDNANO_VHH_00957,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0562,PLDNANO_VHH_00959,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0563,PLDNANO_VHH_00960,2,PLAbDab-nano:GenBank,0.937,0.960,no,not_selected,greedy_sequence_identity_threshold_0.90
C0564,PLDNANO_VHH_00961,1,PLAbDab-nano:GenBank,1.000,0.950,no,not_selected,greedy_sequence_identity_threshold_0.90
C0565,PLDNANO_VHH_00962,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0566,PLDNANO_VHH_00963,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0567,PLDNANO_VHH_00964,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0568,PLDNANO_VHH_00965,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0569,PLDNANO_VHH_00966,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0570,PLDNANO_VHH_00967,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0571,PLDNANO_VHH_00968,1,PLAbDab-nano:GenBank,1.000,0.980,no,not_selected,greedy_sequence_identity_threshold_0.90
C0572,PLDNANO_VHH_00969,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0573,PLDNANO_VHH_00970,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0574,PLDNANO_VHH_00971,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0575,PLDNANO_VHH_00972,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0576,PLDNANO_VHH_00973,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
