job_id	priority	entity_type	entity_id	control_class	expected_behavior	conformation	seed	sequence_sha256	cdr1_range	cdr2_range	cdr3_range	cdr_residues	monomer_source	monomer_source_kind	monomer_source_chain	receptor_pdb	receptor_chain	ligand_chain	vhh_chain	numbering	cfg_hash	restraint_hash	protocol_core_sha256	protocol_hash	job_hash	job_hash_basis
CANDIDATE_RFV1__PLDNANO_VHH_00220__B_LOWER__H3__B04__M01_8x6b_s917_ef7f21a06b8d	43	candidate	RFV1__PLDNANO_VHH_00220__B_LOWER__H3__B04__M01		CANDIDATE_UNKNOWN	8x6b	917	1fb139d3c652d5b8698106e4fc4f544235844035479e5932a05454d80b03df5f	26-33	51-58	99-118	26,27,28,29,30,31,32,33,51,52,53,54,55,56,57,58,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118	inputs/candidate_monomers/RFV1__PLDNANO_VHH_00220__B_LOWER__H3__B04__M01.pdb	frozen_node1_nbb2_acquisition	A	inputs/normalized/8x6b_pvrig_receptor.pdb	T	L	A	UniProt_Q6DKI7	5f359d1e6eb0931fc463099948eace398f20cc3f585d29694ba82110028ba97c	9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	ef7f21a06b8d1c598a8fe920b9e24255630714324b7d9504ceae852407f04dac	"{""cfg_hash"":""5f359d1e6eb0931fc463099948eace398f20cc3f585d29694ba82110028ba97c"",""conformation"":""8x6b"",""entity_id"":""RFV1__PLDNANO_VHH_00220__B_LOWER__H3__B04__M01"",""entity_type"":""candidate"",""protocol_core_sha256"":""91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7"",""restraint_hash"":""9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213"",""seed"":917}"
CANDIDATE_RFV1__PLDNANO_VHH_00220__B_LOWER__H3__B04__M01_8x6b_s1931_afe7c2035124	44	candidate	RFV1__PLDNANO_VHH_00220__B_LOWER__H3__B04__M01		CANDIDATE_UNKNOWN	8x6b	1931	1fb139d3c652d5b8698106e4fc4f544235844035479e5932a05454d80b03df5f	26-33	51-58	99-118	26,27,28,29,30,31,32,33,51,52,53,54,55,56,57,58,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118	inputs/candidate_monomers/RFV1__PLDNANO_VHH_00220__B_LOWER__H3__B04__M01.pdb	frozen_node1_nbb2_acquisition	A	inputs/normalized/8x6b_pvrig_receptor.pdb	T	L	A	UniProt_Q6DKI7	f5fd4ea70d93077b74af5368823a692c87cbba836cc2afe14d4f7319aab7bbad	9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	afe7c2035124e5bb7712c50b5ce389485c15228166dc04c63a6ca6a159ccf79c	"{""cfg_hash"":""f5fd4ea70d93077b74af5368823a692c87cbba836cc2afe14d4f7319aab7bbad"",""conformation"":""8x6b"",""entity_id"":""RFV1__PLDNANO_VHH_00220__B_LOWER__H3__B04__M01"",""entity_type"":""candidate"",""protocol_core_sha256"":""91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7"",""restraint_hash"":""9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213"",""seed"":1931}"
CANDIDATE_RFV1__PLDNANO_VHH_00220__B_LOWER__H3__B04__M01_8x6b_s3253_e971e0e6c382	45	candidate	RFV1__PLDNANO_VHH_00220__B_LOWER__H3__B04__M01		CANDIDATE_UNKNOWN	8x6b	3253	1fb139d3c652d5b8698106e4fc4f544235844035479e5932a05454d80b03df5f	26-33	51-58	99-118	26,27,28,29,30,31,32,33,51,52,53,54,55,56,57,58,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118	inputs/candidate_monomers/RFV1__PLDNANO_VHH_00220__B_LOWER__H3__B04__M01.pdb	frozen_node1_nbb2_acquisition	A	inputs/normalized/8x6b_pvrig_receptor.pdb	T	L	A	UniProt_Q6DKI7	bc93b78bec9e13a5f4974dfe90a28f135e51a97c97ad794d41fb7f23ed607a95	9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	e971e0e6c3823c8ee26586e057fe591031470e95ad32fe5bfc59814aadae7dea	"{""cfg_hash"":""bc93b78bec9e13a5f4974dfe90a28f135e51a97c97ad794d41fb7f23ed607a95"",""conformation"":""8x6b"",""entity_id"":""RFV1__PLDNANO_VHH_00220__B_LOWER__H3__B04__M01"",""entity_type"":""candidate"",""protocol_core_sha256"":""91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7"",""restraint_hash"":""9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213"",""seed"":3253}"
CANDIDATE_RFV1__PLDNANO_VHH_00220__B_LOWER__H3__B04__M01_9e6y_s917_678d701515eb	46	candidate	RFV1__PLDNANO_VHH_00220__B_LOWER__H3__B04__M01		CANDIDATE_UNKNOWN	9e6y	917	1fb139d3c652d5b8698106e4fc4f544235844035479e5932a05454d80b03df5f	26-33	51-58	99-118	26,27,28,29,30,31,32,33,51,52,53,54,55,56,57,58,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118	inputs/candidate_monomers/RFV1__PLDNANO_VHH_00220__B_LOWER__H3__B04__M01.pdb	frozen_node1_nbb2_acquisition	A	inputs/normalized/9e6y_pvrig_receptor.pdb	T	L	A	UniProt_Q6DKI7	e55a2806f39ac9d074ed73de0a40b3d48990601808ba56d902be447a5fbc133b	9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	678d701515eb391027ce58a26b62ab641396b38395952182618216d702334811	"{""cfg_hash"":""e55a2806f39ac9d074ed73de0a40b3d48990601808ba56d902be447a5fbc133b"",""conformation"":""9e6y"",""entity_id"":""RFV1__PLDNANO_VHH_00220__B_LOWER__H3__B04__M01"",""entity_type"":""candidate"",""protocol_core_sha256"":""91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7"",""restraint_hash"":""9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213"",""seed"":917}"
CANDIDATE_RFV1__PLDNANO_VHH_00220__B_LOWER__H3__B04__M01_9e6y_s1931_a658517c8dbe	47	candidate	RFV1__PLDNANO_VHH_00220__B_LOWER__H3__B04__M01		CANDIDATE_UNKNOWN	9e6y	1931	1fb139d3c652d5b8698106e4fc4f544235844035479e5932a05454d80b03df5f	26-33	51-58	99-118	26,27,28,29,30,31,32,33,51,52,53,54,55,56,57,58,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118	inputs/candidate_monomers/RFV1__PLDNANO_VHH_00220__B_LOWER__H3__B04__M01.pdb	frozen_node1_nbb2_acquisition	A	inputs/normalized/9e6y_pvrig_receptor.pdb	T	L	A	UniProt_Q6DKI7	9d234e8f6408c0ace2766a85192d39946ca726c7175e821bb6905b83ad45d4a2	9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	a658517c8dbe8c5e9b919283a7d6fefd03f8bf51d7bd6abea1fd1bb4d815dd5f	"{""cfg_hash"":""9d234e8f6408c0ace2766a85192d39946ca726c7175e821bb6905b83ad45d4a2"",""conformation"":""9e6y"",""entity_id"":""RFV1__PLDNANO_VHH_00220__B_LOWER__H3__B04__M01"",""entity_type"":""candidate"",""protocol_core_sha256"":""91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7"",""restraint_hash"":""9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213"",""seed"":1931}"
CANDIDATE_RFV1__PLDNANO_VHH_00220__B_LOWER__H3__B04__M01_9e6y_s3253_f336ef06d2c8	48	candidate	RFV1__PLDNANO_VHH_00220__B_LOWER__H3__B04__M01		CANDIDATE_UNKNOWN	9e6y	3253	1fb139d3c652d5b8698106e4fc4f544235844035479e5932a05454d80b03df5f	26-33	51-58	99-118	26,27,28,29,30,31,32,33,51,52,53,54,55,56,57,58,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118	inputs/candidate_monomers/RFV1__PLDNANO_VHH_00220__B_LOWER__H3__B04__M01.pdb	frozen_node1_nbb2_acquisition	A	inputs/normalized/9e6y_pvrig_receptor.pdb	T	L	A	UniProt_Q6DKI7	6d0543c564648a895e23c13dae120adc3e1bf7fa0a46c033cb3f63e24cd576cf	9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	f336ef06d2c865ef868d038add25a4c79cf4f2ca2cf80b1d374d41943420aaa9	"{""cfg_hash"":""6d0543c564648a895e23c13dae120adc3e1bf7fa0a46c033cb3f63e24cd576cf"",""conformation"":""9e6y"",""entity_id"":""RFV1__PLDNANO_VHH_00220__B_LOWER__H3__B04__M01"",""entity_type"":""candidate"",""protocol_core_sha256"":""91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7"",""restraint_hash"":""9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213"",""seed"":3253}"
CANDIDATE_RFV1__PLDNANO_VHH_00220__C_CROSS__H1H3__B04__M00_8x6b_s917_be67444acf78	49	candidate	RFV1__PLDNANO_VHH_00220__C_CROSS__H1H3__B04__M00		CANDIDATE_UNKNOWN	8x6b	917	29827b5164018df19b9ef0131553fde206d517e0cd7cbbd6f31f9de91bd4684e	26-33	51-58	99-118	26,27,28,29,30,31,32,33,51,52,53,54,55,56,57,58,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118	inputs/candidate_monomers/RFV1__PLDNANO_VHH_00220__C_CROSS__H1H3__B04__M00.pdb	frozen_node1_nbb2_acquisition	A	inputs/normalized/8x6b_pvrig_receptor.pdb	T	L	A	UniProt_Q6DKI7	5f359d1e6eb0931fc463099948eace398f20cc3f585d29694ba82110028ba97c	9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	be67444acf785724febace14b739fb113d40030a048bc8856085c41abf230b85	"{""cfg_hash"":""5f359d1e6eb0931fc463099948eace398f20cc3f585d29694ba82110028ba97c"",""conformation"":""8x6b"",""entity_id"":""RFV1__PLDNANO_VHH_00220__C_CROSS__H1H3__B04__M00"",""entity_type"":""candidate"",""protocol_core_sha256"":""91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7"",""restraint_hash"":""9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213"",""seed"":917}"
CANDIDATE_RFV1__PLDNANO_VHH_00220__C_CROSS__H1H3__B04__M00_8x6b_s1931_a38b642259ee	50	candidate	RFV1__PLDNANO_VHH_00220__C_CROSS__H1H3__B04__M00		CANDIDATE_UNKNOWN	8x6b	1931	29827b5164018df19b9ef0131553fde206d517e0cd7cbbd6f31f9de91bd4684e	26-33	51-58	99-118	26,27,28,29,30,31,32,33,51,52,53,54,55,56,57,58,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118	inputs/candidate_monomers/RFV1__PLDNANO_VHH_00220__C_CROSS__H1H3__B04__M00.pdb	frozen_node1_nbb2_acquisition	A	inputs/normalized/8x6b_pvrig_receptor.pdb	T	L	A	UniProt_Q6DKI7	f5fd4ea70d93077b74af5368823a692c87cbba836cc2afe14d4f7319aab7bbad	9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	a38b642259ee82c82e6a17223a367d0634719e3541c7b707751bcd7302e88e29	"{""cfg_hash"":""f5fd4ea70d93077b74af5368823a692c87cbba836cc2afe14d4f7319aab7bbad"",""conformation"":""8x6b"",""entity_id"":""RFV1__PLDNANO_VHH_00220__C_CROSS__H1H3__B04__M00"",""entity_type"":""candidate"",""protocol_core_sha256"":""91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7"",""restraint_hash"":""9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213"",""seed"":1931}"
CANDIDATE_RFV1__PLDNANO_VHH_00220__C_CROSS__H1H3__B04__M00_8x6b_s3253_bd20eb3f9b9e	51	candidate	RFV1__PLDNANO_VHH_00220__C_CROSS__H1H3__B04__M00		CANDIDATE_UNKNOWN	8x6b	3253	29827b5164018df19b9ef0131553fde206d517e0cd7cbbd6f31f9de91bd4684e	26-33	51-58	99-118	26,27,28,29,30,31,32,33,51,52,53,54,55,56,57,58,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118	inputs/candidate_monomers/RFV1__PLDNANO_VHH_00220__C_CROSS__H1H3__B04__M00.pdb	frozen_node1_nbb2_acquisition	A	inputs/normalized/8x6b_pvrig_receptor.pdb	T	L	A	UniProt_Q6DKI7	bc93b78bec9e13a5f4974dfe90a28f135e51a97c97ad794d41fb7f23ed607a95	9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	bd20eb3f9b9e6382a1b0197ab5519bc5b252d9856b2ff35c7b1dd88eacc7944d	"{""cfg_hash"":""bc93b78bec9e13a5f4974dfe90a28f135e51a97c97ad794d41fb7f23ed607a95"",""conformation"":""8x6b"",""entity_id"":""RFV1__PLDNANO_VHH_00220__C_CROSS__H1H3__B04__M00"",""entity_type"":""candidate"",""protocol_core_sha256"":""91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7"",""restraint_hash"":""9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213"",""seed"":3253}"
CANDIDATE_RFV1__PLDNANO_VHH_00220__C_CROSS__H1H3__B04__M00_9e6y_s917_eb8c1fd0cf82	52	candidate	RFV1__PLDNANO_VHH_00220__C_CROSS__H1H3__B04__M00		CANDIDATE_UNKNOWN	9e6y	917	29827b5164018df19b9ef0131553fde206d517e0cd7cbbd6f31f9de91bd4684e	26-33	51-58	99-118	26,27,28,29,30,31,32,33,51,52,53,54,55,56,57,58,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118	inputs/candidate_monomers/RFV1__PLDNANO_VHH_00220__C_CROSS__H1H3__B04__M00.pdb	frozen_node1_nbb2_acquisition	A	inputs/normalized/9e6y_pvrig_receptor.pdb	T	L	A	UniProt_Q6DKI7	e55a2806f39ac9d074ed73de0a40b3d48990601808ba56d902be447a5fbc133b	9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	eb8c1fd0cf82f346ab17a793c83a34d48f6597aeb70407c97524711a9ce2b1f7	"{""cfg_hash"":""e55a2806f39ac9d074ed73de0a40b3d48990601808ba56d902be447a5fbc133b"",""conformation"":""9e6y"",""entity_id"":""RFV1__PLDNANO_VHH_00220__C_CROSS__H1H3__B04__M00"",""entity_type"":""candidate"",""protocol_core_sha256"":""91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7"",""restraint_hash"":""9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213"",""seed"":917}"
CANDIDATE_RFV1__PLDNANO_VHH_00220__C_CROSS__H1H3__B04__M00_9e6y_s1931_979070910cf2	53	candidate	RFV1__PLDNANO_VHH_00220__C_CROSS__H1H3__B04__M00		CANDIDATE_UNKNOWN	9e6y	1931	29827b5164018df19b9ef0131553fde206d517e0cd7cbbd6f31f9de91bd4684e	26-33	51-58	99-118	26,27,28,29,30,31,32,33,51,52,53,54,55,56,57,58,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118	inputs/candidate_monomers/RFV1__PLDNANO_VHH_00220__C_CROSS__H1H3__B04__M00.pdb	frozen_node1_nbb2_acquisition	A	inputs/normalized/9e6y_pvrig_receptor.pdb	T	L	A	UniProt_Q6DKI7	9d234e8f6408c0ace2766a85192d39946ca726c7175e821bb6905b83ad45d4a2	9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	979070910cf2333f63c1e9ab3a6c557a7b533aea64c437cab6f274303ac1fd26	"{""cfg_hash"":""9d234e8f6408c0ace2766a85192d39946ca726c7175e821bb6905b83ad45d4a2"",""conformation"":""9e6y"",""entity_id"":""RFV1__PLDNANO_VHH_00220__C_CROSS__H1H3__B04__M00"",""entity_type"":""candidate"",""protocol_core_sha256"":""91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7"",""restraint_hash"":""9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213"",""seed"":1931}"
CANDIDATE_RFV1__PLDNANO_VHH_00220__C_CROSS__H1H3__B04__M00_9e6y_s3253_222234446324	54	candidate	RFV1__PLDNANO_VHH_00220__C_CROSS__H1H3__B04__M00		CANDIDATE_UNKNOWN	9e6y	3253	29827b5164018df19b9ef0131553fde206d517e0cd7cbbd6f31f9de91bd4684e	26-33	51-58	99-118	26,27,28,29,30,31,32,33,51,52,53,54,55,56,57,58,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118	inputs/candidate_monomers/RFV1__PLDNANO_VHH_00220__C_CROSS__H1H3__B04__M00.pdb	frozen_node1_nbb2_acquisition	A	inputs/normalized/9e6y_pvrig_receptor.pdb	T	L	A	UniProt_Q6DKI7	6d0543c564648a895e23c13dae120adc3e1bf7fa0a46c033cb3f63e24cd576cf	9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	22223444632479352ad474e9924314e6628f98f54b0a77d8228aeeae3f47900f	"{""cfg_hash"":""6d0543c564648a895e23c13dae120adc3e1bf7fa0a46c033cb3f63e24cd576cf"",""conformation"":""9e6y"",""entity_id"":""RFV1__PLDNANO_VHH_00220__C_CROSS__H1H3__B04__M00"",""entity_type"":""candidate"",""protocol_core_sha256"":""91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7"",""restraint_hash"":""9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213"",""seed"":3253}"
CANDIDATE_RFV1__PLDNANO_VHH_00220__C_CROSS__H1H3__B08__M01_8x6b_s917_f48f68ee7e8c	55	candidate	RFV1__PLDNANO_VHH_00220__C_CROSS__H1H3__B08__M01		CANDIDATE_UNKNOWN	8x6b	917	05fa458278ec032bd5d3fe53ca626cc9f410d043f6f4e0018c8c86ab6fe31e63	26-33	51-58	99-118	26,27,28,29,30,31,32,33,51,52,53,54,55,56,57,58,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118	inputs/candidate_monomers/RFV1__PLDNANO_VHH_00220__C_CROSS__H1H3__B08__M01.pdb	frozen_node1_nbb2_acquisition	A	inputs/normalized/8x6b_pvrig_receptor.pdb	T	L	A	UniProt_Q6DKI7	5f359d1e6eb0931fc463099948eace398f20cc3f585d29694ba82110028ba97c	9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	f48f68ee7e8c27080417efbb75832f2e53789ffbf1f3b08ec84a4587110e1bbf	"{""cfg_hash"":""5f359d1e6eb0931fc463099948eace398f20cc3f585d29694ba82110028ba97c"",""conformation"":""8x6b"",""entity_id"":""RFV1__PLDNANO_VHH_00220__C_CROSS__H1H3__B08__M01"",""entity_type"":""candidate"",""protocol_core_sha256"":""91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7"",""restraint_hash"":""9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213"",""seed"":917}"
CANDIDATE_RFV1__PLDNANO_VHH_00220__C_CROSS__H1H3__B08__M01_8x6b_s1931_465f1dfa689e	56	candidate	RFV1__PLDNANO_VHH_00220__C_CROSS__H1H3__B08__M01		CANDIDATE_UNKNOWN	8x6b	1931	05fa458278ec032bd5d3fe53ca626cc9f410d043f6f4e0018c8c86ab6fe31e63	26-33	51-58	99-118	26,27,28,29,30,31,32,33,51,52,53,54,55,56,57,58,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118	inputs/candidate_monomers/RFV1__PLDNANO_VHH_00220__C_CROSS__H1H3__B08__M01.pdb	frozen_node1_nbb2_acquisition	A	inputs/normalized/8x6b_pvrig_receptor.pdb	T	L	A	UniProt_Q6DKI7	f5fd4ea70d93077b74af5368823a692c87cbba836cc2afe14d4f7319aab7bbad	9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	465f1dfa689ed1e8dadfbabef6adf9893c69bb74ad10ead1963969c1994c5323	"{""cfg_hash"":""f5fd4ea70d93077b74af5368823a692c87cbba836cc2afe14d4f7319aab7bbad"",""conformation"":""8x6b"",""entity_id"":""RFV1__PLDNANO_VHH_00220__C_CROSS__H1H3__B08__M01"",""entity_type"":""candidate"",""protocol_core_sha256"":""91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7"",""restraint_hash"":""9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213"",""seed"":1931}"
CANDIDATE_RFV1__PLDNANO_VHH_00220__C_CROSS__H1H3__B08__M01_8x6b_s3253_c5936357ab50	57	candidate	RFV1__PLDNANO_VHH_00220__C_CROSS__H1H3__B08__M01		CANDIDATE_UNKNOWN	8x6b	3253	05fa458278ec032bd5d3fe53ca626cc9f410d043f6f4e0018c8c86ab6fe31e63	26-33	51-58	99-118	26,27,28,29,30,31,32,33,51,52,53,54,55,56,57,58,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118	inputs/candidate_monomers/RFV1__PLDNANO_VHH_00220__C_CROSS__H1H3__B08__M01.pdb	frozen_node1_nbb2_acquisition	A	inputs/normalized/8x6b_pvrig_receptor.pdb	T	L	A	UniProt_Q6DKI7	bc93b78bec9e13a5f4974dfe90a28f135e51a97c97ad794d41fb7f23ed607a95	9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	c5936357ab503be004a5df49292db146a3a28627a7de0c011ef9d89dd18b8e78	"{""cfg_hash"":""bc93b78bec9e13a5f4974dfe90a28f135e51a97c97ad794d41fb7f23ed607a95"",""conformation"":""8x6b"",""entity_id"":""RFV1__PLDNANO_VHH_00220__C_CROSS__H1H3__B08__M01"",""entity_type"":""candidate"",""protocol_core_sha256"":""91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7"",""restraint_hash"":""9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213"",""seed"":3253}"
CANDIDATE_RFV1__PLDNANO_VHH_00220__C_CROSS__H1H3__B08__M01_9e6y_s917_11ad46e5a5e3	58	candidate	RFV1__PLDNANO_VHH_00220__C_CROSS__H1H3__B08__M01		CANDIDATE_UNKNOWN	9e6y	917	05fa458278ec032bd5d3fe53ca626cc9f410d043f6f4e0018c8c86ab6fe31e63	26-33	51-58	99-118	26,27,28,29,30,31,32,33,51,52,53,54,55,56,57,58,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118	inputs/candidate_monomers/RFV1__PLDNANO_VHH_00220__C_CROSS__H1H3__B08__M01.pdb	frozen_node1_nbb2_acquisition	A	inputs/normalized/9e6y_pvrig_receptor.pdb	T	L	A	UniProt_Q6DKI7	e55a2806f39ac9d074ed73de0a40b3d48990601808ba56d902be447a5fbc133b	9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	11ad46e5a5e3e679b596d8895887d75e2bed2b3d701a2a83148b4d6d6dd872d9	"{""cfg_hash"":""e55a2806f39ac9d074ed73de0a40b3d48990601808ba56d902be447a5fbc133b"",""conformation"":""9e6y"",""entity_id"":""RFV1__PLDNANO_VHH_00220__C_CROSS__H1H3__B08__M01"",""entity_type"":""candidate"",""protocol_core_sha256"":""91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7"",""restraint_hash"":""9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213"",""seed"":917}"
