job_id	entity_id	entity_type	control_class	expected_behavior	conformation	seed	state	attempts	selected_model_count	pose_score_model_count	pose_backed_2x2	representative_model	haddock_score	air_energy	native_class	cross_class	representative_pair_label	model_pair_consensus_fraction	model_native_cross_support_agreement_fraction	model_strict_a_fraction	native_hotspot_overlap	cross_hotspot_overlap	native_holdout_overlap	cross_holdout_overlap	native_total_occlusion	cross_total_occlusion	native_cdr3_occlusion	cross_cdr3_occlusion	native_cdr3_fraction	cross_cdr3_fraction	anomaly_flag	anomaly_reason	job_hash
CANDIDATE_V29_GEN__C0145__F6A6E36377F519D5_8x6b_s917_94ea3c7834fd	V29_GEN__C0145__F6A6E36377F519D5	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-75.21073000000001	183.511	B	B	SUPPORTED_AB	0.7	1.0	0.3	15	15	8	8	453	434	88	86	0.19426	0.198157	false		94ea3c7834fde0d5fd6dc672c18d2a18fe65054c8b227038703eaa6d2a98e8c8
CANDIDATE_V29_GEN__C0145__F6A6E36377F519D5_9e6y_s917_b9c3dd0271a3	V29_GEN__C0145__F6A6E36377F519D5	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-75.0066	152.889	B	B	SUPPORTED_AB	1.0	1.0	0.0	16	16	7	7	509	513	85	84	0.166994	0.163743	false		b9c3dd0271a3680fdc76a7b9903d6eabf29858e41c296d2d613fb522afc58606
CANDIDATE_V29_GEN__C0145__FB87E26011763980_8x6b_s917_6bb3a51c8be9	V29_GEN__C0145__FB87E26011763980	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	9	9	true	cluster_1_model_1.pdb.gz	-75.6529	279.068	A	A	STRICT_A	0.777778	1.0	0.777778	17	17	8	8	633	600	146	147	0.230648	0.245	false		6bb3a51c8be928b2be2598126078717f0e516254c9c87a0211a4343c855c03b8
CANDIDATE_V29_GEN__C0145__FB87E26011763980_9e6y_s917_2625e10413dd	V29_GEN__C0145__FB87E26011763980	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-79.15060000000001	251.939	A	A	STRICT_A	1.0	1.0	1.0	16	16	7	7	623	671	148	149	0.23756	0.222057	false		2625e10413dd9733bbeb3648e232a761d39bdad8b7b3d489595607f6844b8e0d
CANDIDATE_V29_GEN__C0145__3CD931B47D8249E8_8x6b_s917_aca5c72c67b2	V29_GEN__C0145__3CD931B47D8249E8	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-72.4839	239.189	A	A	STRICT_A	0.7	1.0	0.3	17	17	8	8	660	649	142	139	0.215152	0.214176	false		aca5c72c67b2c4959e305029ffc31bc1c7156dbc5b1b4667569bc3d934f09991
CANDIDATE_V29_GEN__C0145__3CD931B47D8249E8_9e6y_s917_f99d093279a8	V29_GEN__C0145__3CD931B47D8249E8	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-65.5835	236.176	B	B	SUPPORTED_AB	0.4	1.0	0.4	14	14	7	7	397	421	121	125	0.304786	0.296912	false		f99d093279a84a750536d06abf353d1655af81cb9461e636559db97f5e8948ae
CANDIDATE_V29_GEN__C0145__18295B89BEE31478_8x6b_s917_d8aba6d2c8c5	V29_GEN__C0145__18295B89BEE31478	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-76.35687999999999	124.496	B	B	SUPPORTED_AB	0.5	0.9	0.3	22	22	11	11	420	420	147	148	0.35	0.352381	false		d8aba6d2c8c572213d494a924d26215280c06ddfadab6ca303e3d5ee41e970d3
CANDIDATE_V29_GEN__C0145__18295B89BEE31478_9e6y_s917_1cdf7a1e8a0d	V29_GEN__C0145__18295B89BEE31478	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-70.33680000000001	208.521	B	B	SUPPORTED_AB	0.5	1.0	0.5	15	15	8	8	386	397	118	128	0.305699	0.322418	false		1cdf7a1e8a0d20afa31645a467d708fcf96951519491b5d008713ee1dda02b4d
CANDIDATE_V29_GEN__C0145__85D1BD61099B74E3_8x6b_s917_8aa66702ade8	V29_GEN__C0145__85D1BD61099B74E3	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-69.108	232.218	B	B	SUPPORTED_AB	0.6	1.0	0.3	17	17	9	9	241	220	142	134	0.589212	0.609091	false		8aa66702ade8286e74754f6ee49b2479371d590a25087d118a837faa8eb0985a
CANDIDATE_V29_GEN__C0145__85D1BD61099B74E3_9e6y_s917_b72e00734244	V29_GEN__C0145__85D1BD61099B74E3	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-87.1385	329.023	A	A	STRICT_A	0.6	1.0	0.4	21	21	11	11	719	742	122	126	0.16968	0.169811	false		b72e00734244ffa11434d903262a0671defb94488bb0d2330e00bffbb06edb67
CANDIDATE_V29_GEN__C0145__EF331FFBBC002950_8x6b_s917_0eb2ad126f8a	V29_GEN__C0145__EF331FFBBC002950	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-93.31271999999998	208.575	B	B	SUPPORTED_AB	0.8	1.0	0.2	16	16	8	8	413	414	94	93	0.227603	0.224638	false		0eb2ad126f8a9e39275bcee5afa05ae86b90bae2d393b846cfdb2e6acff9eac1
CANDIDATE_V29_GEN__C0145__EF331FFBBC002950_9e6y_s917_ab9e64d69d3b	V29_GEN__C0145__EF331FFBBC002950	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-87.6288	402.091	B	B	SUPPORTED_AB	1.0	1.0	0.0	17	17	9	9	438	440	99	102	0.226027	0.231818	false		ab9e64d69d3b1c0d3124624aacd715c8a8454125b576ddbe957f657d4550c05d
CANDIDATE_V29_GEN__C0144__A60A62A389A183F1_8x6b_s917_15a4221f22bd	V29_GEN__C0144__A60A62A389A183F1	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-67.21508	256.28	E	E	OTHER	0.5	1.0	0.3	11	11	5	5	170	149	3	2	0.017647	0.013423	false		15a4221f22bd089dcab1751f4d64bd7889338ff290c94eb61e3ce98277790c9f
CANDIDATE_V29_GEN__C0144__A60A62A389A183F1_9e6y_s917_444fcb06193d	V29_GEN__C0144__A60A62A389A183F1	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-65.79955999999999	132.018	E	E	OTHER	0.5	1.0	0.4	12	12	6	6	274	280	25	25	0.091241	0.089286	false		444fcb06193dfad3dddeb3154ae7c73e94f4e0b0a3bef1f611d3f14000d9574a
CANDIDATE_V29_GEN__C0144__D83BC9D68E42347B_8x6b_s917_d6314a49ab10	V29_GEN__C0144__D83BC9D68E42347B	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-77.91579999999999	321.518	A	A	STRICT_A	0.8	1.0	0.8	19	19	9	9	614	628	137	135	0.223127	0.214968	false		d6314a49ab10c39a605b6d820e8b5c75d060f4abce71edb7428e0373de709d66
CANDIDATE_V29_GEN__C0144__D83BC9D68E42347B_9e6y_s917_d8b77a63093f	V29_GEN__C0144__D83BC9D68E42347B	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-74.2735	300.792	A	A	STRICT_A	0.8	0.9	0.8	19	19	9	9	611	603	128	129	0.209493	0.21393	false		d8b77a63093f273e122487ff5ae7598155feb490e54b9a10b3127c65366274be
CANDIDATE_V29_GEN__C0144__DB002472CFC0586F_8x6b_s917_4e11e81f0cca	V29_GEN__C0144__DB002472CFC0586F	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-92.79939999999999	216.754	A	A	STRICT_A	0.7	1.0	0.7	20	20	10	10	582	587	155	148	0.266323	0.252129	false		4e11e81f0ccaeec2116158388f8945ea8637918d01d8960694ea91fc41833e51
CANDIDATE_V29_GEN__C0144__DB002472CFC0586F_9e6y_s917_51170b5a9fff	V29_GEN__C0144__DB002472CFC0586F	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-79.95494	224.227	A	A	STRICT_A	0.6	1.0	0.6	18	18	9	9	583	589	157	162	0.269297	0.275042	false		51170b5a9fff1aece592f1b387deaaacb100b8f854c60385f96e5ed98488373c
CANDIDATE_V29_GEN__C0144__74DA996584D4CAB6_8x6b_s917_4c74ad17d8c1	V29_GEN__C0144__74DA996584D4CAB6	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-48.7472	402.498	B	B	SUPPORTED_AB	0.5	1.0	0.5	14	14	7	7	479	487	141	145	0.294363	0.297741	false		4c74ad17d8c18ea46863b3d2bc289b29ea5957f984baf4be88629287ff8beb87
CANDIDATE_V29_GEN__C0144__74DA996584D4CAB6_9e6y_s917_fc4b51fe5d5d	V29_GEN__C0144__74DA996584D4CAB6	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-44.766729999999995	253.468	A	A	STRICT_A	0.6	1.0	0.4	14	14	7	7	518	556	135	143	0.260618	0.257194	false		fc4b51fe5d5d57d0453dddf257bfcf4044bbcff1e9477b69d3d0e12d71781738
CANDIDATE_V29_GEN__C0144__267176E3553F926A_8x6b_s917_65b1343e4e0f	V29_GEN__C0144__267176E3553F926A	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-93.94034	281.638	B	B	SUPPORTED_AB	0.7	1.0	0.2	14	14	6	6	447	456	76	84	0.170022	0.184211	false		65b1343e4e0ff2277186d6d6722321814efd024658c0d56742b02dacf5146f65
CANDIDATE_V29_GEN__C0144__267176E3553F926A_9e6y_s917_ebc0bfe50bba	V29_GEN__C0144__267176E3553F926A	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-74.12573	257.809	B	B	SUPPORTED_AB	0.5	0.9	0.3	16	16	7	7	740	739	83	97	0.112162	0.131258	false		ebc0bfe50bba309696a82a6057814730b5c8643e10e5164862e069fa2489d4fd
CANDIDATE_V29_GEN__C0144__B8BBD71379B91B72_8x6b_s917_63cb1a36e09d	V29_GEN__C0144__B8BBD71379B91B72	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	9	9	true	cluster_1_model_1.pdb.gz	-83.56940000000002	278.471	A	A	STRICT_A	0.444444	1.0	0.444444	18	18	9	9	573	566	142	140	0.247818	0.24735	false		63cb1a36e09db563a949168a3afd7b6854def1e5b7c961937d86ab159dee42e1
CANDIDATE_V29_GEN__C0144__B8BBD71379B91B72_9e6y_s917_21e1ce99b02d	V29_GEN__C0144__B8BBD71379B91B72	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-66.75650000000002	332.202	A	A	STRICT_A	0.5	1.0	0.5	19	19	9	9	536	539	115	114	0.214552	0.211503	false		21e1ce99b02dc4209fe7fb3dcc55936bb721ef6f0e141b618a723fb7e69b0f73
CANDIDATE_V29_GEN__C0144__EAC99115EF9BF1C0_8x6b_s917_de34d4bbd083	V29_GEN__C0144__EAC99115EF9BF1C0	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-48.98154	488.714	B	B	SUPPORTED_AB	0.5	1.0	0.5	14	14	6	6	439	438	144	144	0.328018	0.328767	false		de34d4bbd083a9884219c99aa86e98ae2977e269c84c3a6ccd67c2d40bcbd87c
CANDIDATE_V29_GEN__C0144__EAC99115EF9BF1C0_9e6y_s917_aa3832c012a3	V29_GEN__C0144__EAC99115EF9BF1C0	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-57.46969999999999	388.07	A	A	STRICT_A	0.6	1.0	0.6	15	15	7	7	827	815	145	156	0.175333	0.191411	false		aa3832c012a3540c31d929902235a366a1b782c6d768615c4ea3bf9d18970339
CANDIDATE_V29_GEN__C0144__62659A29EDFA3066_8x6b_s917_cf71a4655cde	V29_GEN__C0144__62659A29EDFA3066	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	9	9	true	cluster_1_model_1.pdb.gz	-78.36362	190.796	B	B	SUPPORTED_AB	0.444444	0.888889	0.333333	17	17	7	7	504	507	67	71	0.132937	0.140039	false		cf71a4655cded9ecdec10e1e6f25d684062488211437c3a9334dcef00f3c2304
CANDIDATE_V29_GEN__C0144__62659A29EDFA3066_9e6y_s917_a57fe1ca537a	V29_GEN__C0144__62659A29EDFA3066	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-83.8599	172.864	B	B	SUPPORTED_AB	0.5	1.0	0.4	17	17	8	8	538	535	82	74	0.152416	0.138318	false		a57fe1ca537af5edd9082704200b8292d220220f502e792be7154162b301f979
CANDIDATE_V29_GEN__C0144__9357B6D48858CE4D_8x6b_s917_20cc5afbcd96	V29_GEN__C0144__9357B6D48858CE4D	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-67.4971	309.766	B	B	SUPPORTED_AB	1.0	1.0	0.0	18	18	10	10	733	738	100	95	0.136426	0.128726	false		20cc5afbcd9692b8073c62a32166ca254b2074600968d4b728be0f6a27975dec
CANDIDATE_V29_GEN__C0144__9357B6D48858CE4D_9e6y_s917_1ee2fb50078d	V29_GEN__C0144__9357B6D48858CE4D	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-67.19121000000001	208.535	B	B	SUPPORTED_AB	0.6	0.8	0.1	17	17	8	8	569	560	79	71	0.13884	0.126786	false		1ee2fb50078db0c300224d5f4d6821e9ce099a9beedbaaf6dea76cafdf8500d5
CANDIDATE_V29_GEN__C0144__0BF5FA6C2205467C_8x6b_s917_5e508e3ad123	V29_GEN__C0144__0BF5FA6C2205467C	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-59.93036	241.18	A	A	STRICT_A	0.9	1.0	0.9	20	20	10	10	596	580	118	114	0.197987	0.196552	false		5e508e3ad123a35946b1886a17bb50f1a63c1710b65048e43093271ec91e4cdd
CANDIDATE_V29_GEN__C0144__0BF5FA6C2205467C_9e6y_s917_250556c0978b	V29_GEN__C0144__0BF5FA6C2205467C	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-57.29939	138.133	A	A	STRICT_A	1.0	1.0	1.0	16	16	8	8	736	736	126	134	0.171196	0.182065	false		250556c0978bb19104e46c93106e2b0634c16de2f564e0c148e23e3bd890f5f9
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00197__C_CROSS__H3__B06__M02_8x6b_s917_778d3fe966a5	V29_RF__RFV1__PLDNANO_VHH_00197__C_CROSS__H3__B06__M02	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-53.78591999999999	271.492	B	B	SUPPORTED_AB	0.5	1.0	0.5	18	18	8	8	533	520	96	90	0.180113	0.173077	false		778d3fe966a5c062de569bed57bfac146981fc964f4a76b718ebbc7a6ea2d28b
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00197__C_CROSS__H3__B06__M02_9e6y_s917_2c344f9f2eca	V29_RF__RFV1__PLDNANO_VHH_00197__C_CROSS__H3__B06__M02	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-40.092399999999984	267.014	B	B	SUPPORTED_AB	0.6	1.0	0.4	18	18	9	9	860	864	108	117	0.125581	0.135417	false		2c344f9f2ecad0eb6c48782b48683392e09b8e07ec9649cae7120af63d8da243
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00197__B_LOWER__H1H3__B05__M01_8x6b_s917_8cc33493d59c	V29_RF__RFV1__PLDNANO_VHH_00197__B_LOWER__H1H3__B05__M01	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-64.6059	243.897	B	B	SUPPORTED_AB	0.6	1.0	0.4	15	15	7	7	536	542	87	88	0.162313	0.162362	false		8cc33493d59c43277c44cc0c117807abbf368ef3532f7a501a063e9fdaba67c0
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00197__B_LOWER__H1H3__B05__M01_9e6y_s917_c04c64397661	V29_RF__RFV1__PLDNANO_VHH_00197__B_LOWER__H1H3__B05__M01	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-55.79170000000001	359.804	A	A	STRICT_A	0.5	1.0	0.5	18	18	9	9	686	687	138	138	0.201166	0.200873	false		c04c64397661aa1918b8990d266d52f2053b87da8c3c7e16fa230ac7859a1b2e
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00197__C_CROSS__H1H3__B03__M01_8x6b_s917_7831f869ae62	V29_RF__RFV1__PLDNANO_VHH_00197__C_CROSS__H1H3__B03__M01	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-73.06499999999998	331.614	A	A	STRICT_A	0.8	1.0	0.8	19	19	9	9	665	665	147	150	0.221053	0.225564	false		7831f869ae623ca5290e0da8cd2b6b6d85b841cf711c540d3b64a47264833702
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00197__C_CROSS__H1H3__B03__M01_9e6y_s917_ea885f6caafe	V29_RF__RFV1__PLDNANO_VHH_00197__C_CROSS__H1H3__B03__M01	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-72.9522	195.552	A	A	STRICT_A	0.7	1.0	0.7	19	19	9	9	564	566	194	199	0.343972	0.35159	false		ea885f6caafefba460b39212a42e6a044aa6c8c475ea0b91fdd4d6db83e8f099
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00197__B_LOWER__H1H3__B10__M02_8x6b_s917_d9aee2354997	V29_RF__RFV1__PLDNANO_VHH_00197__B_LOWER__H1H3__B10__M02	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	9	9	true	cluster_1_model_1.pdb.gz	-76.09559	249.002	A	B	SUPPORTED_AB	0.666667	1.0	0.666667	19	19	9	9	513	481	167	163	0.325536	0.338877	false		d9aee23549970434bd680c6908279e0ebd9df0ff6058ae504eae8988ef18d1ac
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00197__B_LOWER__H1H3__B10__M02_9e6y_s917_f51f92f41f4f	V29_RF__RFV1__PLDNANO_VHH_00197__B_LOWER__H1H3__B10__M02	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-67.06085999999999	205.862	A	A	STRICT_A	0.7	1.0	0.7	18	18	9	9	564	580	116	128	0.205674	0.22069	false		f51f92f41f4f8cc448c6989183bccfa92ec474495ca7650cfbef56c03c6e1f5a
CANDIDATE_V29_GEN__C0139__59C72D448462C9DC_8x6b_s917_8bd7d41ae8f2	V29_GEN__C0139__59C72D448462C9DC	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-61.60129	290.333	A	A	STRICT_A	0.8	1.0	0.8	15	15	9	9	518	506	106	102	0.204633	0.201581	false		8bd7d41ae8f2a44b8c067374c7971a6f037e9a0be789af81ebcae05ae0996656
CANDIDATE_V29_GEN__C0139__59C72D448462C9DC_9e6y_s917_dc986380489d	V29_GEN__C0139__59C72D448462C9DC	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-58.62737999999999	258.247	B	A	SUPPORTED_AB	0.6	1.0	0.6	18	18	9	9	475	511	129	143	0.271579	0.279843	false		dc986380489dbdb9a87ed67501773a91a6be41fc02c4775d4f95f9eb61fd2b0d
CANDIDATE_V29_GEN__C0139__D4CCE745DEEE459E_8x6b_s917_40d120fd05b2	V29_GEN__C0139__D4CCE745DEEE459E	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-53.055980000000005	308.133	A	A	STRICT_A	0.8	1.0	0.8	17	17	8	8	607	601	119	112	0.196046	0.186356	false		40d120fd05b2792610f391082875b25a378eb6a72e8b3bfadb5f2a67f568a315
CANDIDATE_V29_GEN__C0139__D4CCE745DEEE459E_9e6y_s917_b9e4de3e5470	V29_GEN__C0139__D4CCE745DEEE459E	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-54.180800000000005	301.176	A	A	STRICT_A	0.8	1.0	0.8	17	17	8	8	655	660	166	169	0.253435	0.256061	false		b9e4de3e54703df3543cd64b01bf53d6070bd80f7a81b66ed6257f4b82ac51b7
CANDIDATE_V29_GEN__C0139__5531C72DE083D3B0_8x6b_s917_94c5821ebd05	V29_GEN__C0139__5531C72DE083D3B0	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-59.59119999999999	369.479	A	A	STRICT_A	0.8	1.0	0.8	16	16	7	7	693	700	169	175	0.243867	0.25	false		94c5821ebd058d7db31f94aad4531181cc348075fd41b9fc1d28eff041c635e0
CANDIDATE_V29_GEN__C0139__5531C72DE083D3B0_9e6y_s917_249e97389e6b	V29_GEN__C0139__5531C72DE083D3B0	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-60.8276	322.053	A	A	STRICT_A	0.8	1.0	0.8	17	17	8	8	678	681	161	157	0.237463	0.230543	false		249e97389e6bb5ff94c503f69ffe35f3aa370d71b0783105d632635b8f73d206
CANDIDATE_V29_GEN__C0139__84B76180E8609010_8x6b_s917_1c62fbcc944b	V29_GEN__C0139__84B76180E8609010	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-80.9151	232.117	B	B	SUPPORTED_AB	0.7	1.0	0.3	12	12	5	5	345	300	150	138	0.434783	0.46	false		1c62fbcc944b95fbbed825e37cc2097c95795bf3e43c7989df4e5333286e038e
CANDIDATE_V29_GEN__C0139__84B76180E8609010_9e6y_s917_9ce1297dad0e	V29_GEN__C0139__84B76180E8609010	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-89.41428	192.951	B	A	SUPPORTED_AB	0.9	1.0	0.1	21	21	10	10	498	525	166	170	0.333333	0.32381	false		9ce1297dad0e37704fc6e9c6805132c3511d86813547c5c8d16fe5c3b40098cf
CANDIDATE_V29_GEN__C0139__57A9609DC8467501_8x6b_s917_fe168acd5121	V29_GEN__C0139__57A9609DC8467501	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-79.2158	238.999	B	B	SUPPORTED_AB	0.9	1.0	0.1	12	12	5	5	444	457	123	123	0.277027	0.269147	false		fe168acd51219f4d281ecf3a08de28eac855239efb7d2e4f7129f779e169ac4e
CANDIDATE_V29_GEN__C0139__57A9609DC8467501_9e6y_s917_0abd49794b4f	V29_GEN__C0139__57A9609DC8467501	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-69.11977999999999	243.749	B	B	SUPPORTED_AB	0.9	1.0	0.0	14	14	6	6	445	492	101	107	0.226966	0.21748	false		0abd49794b4fe3ad4041f084483e7c7d9842b16226285f762d3ffdff8358b3b7
CANDIDATE_V29_GEN__C0139__FEDD2A1A6362E1AB_8x6b_s917_139c33e8ac0b	V29_GEN__C0139__FEDD2A1A6362E1AB	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-82.5982	234.084	A	A	STRICT_A	0.7	1.0	0.7	19	19	9	9	556	537	155	149	0.278777	0.277467	false		139c33e8ac0bb49cdc8b0a579a460608404ba59ee11859ab202076db8a4daf32
CANDIDATE_V29_GEN__C0139__FEDD2A1A6362E1AB_9e6y_s917_735ded36b816	V29_GEN__C0139__FEDD2A1A6362E1AB	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-80.324	269.051	A	A	STRICT_A	0.6	1.0	0.4	20	20	10	10	586	580	124	126	0.211604	0.217241	false		735ded36b8165527c8d44fa1d3b61ce38bc92610973a159b339aafa5c33bb8d5
CANDIDATE_V29_GEN__C0138__2B940615E7F630B8_8x6b_s917_5e8b5f3c5ac9	V29_GEN__C0138__2B940615E7F630B8	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-63.81529999999999	345.441	B	B	SUPPORTED_AB	0.5	1.0	0.5	17	17	8	8	520	534	88	84	0.169231	0.157303	false		5e8b5f3c5ac93927deb81b825c4e5fe6722c2ac37de05710fa22df8812fd4bb1
CANDIDATE_V29_GEN__C0138__2B940615E7F630B8_9e6y_s917_4a978b8f9d7b	V29_GEN__C0138__2B940615E7F630B8	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-69.8576	195.61	A	A	STRICT_A	0.7	1.0	0.7	15	15	7	7	719	721	143	146	0.198887	0.202497	false		4a978b8f9d7bdd2ea58251ea24b7b8a62fc2e4b130d8e7216a787c8d096066a4
CANDIDATE_V29_GEN__C0138__C59459EA7EF06D5C_8x6b_s917_1201ac7e1b08	V29_GEN__C0138__C59459EA7EF06D5C	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-64.83437	296.636	A	A	STRICT_A	0.8	1.0	0.8	18	18	8	8	590	573	129	129	0.218644	0.225131	false		1201ac7e1b08b360c3c5efe7c9522fb032fe3581e7c9d6483840d93ba51a7993
CANDIDATE_V29_GEN__C0138__C59459EA7EF06D5C_9e6y_s917_aa9c63155ffa	V29_GEN__C0138__C59459EA7EF06D5C	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-57.055839999999996	324.282	A	A	STRICT_A	0.9	1.0	0.9	16	16	8	8	646	609	129	123	0.19969	0.20197	false		aa9c63155ffac5f230727c3b7526b7fd745961898817ca6871bd73783a6b0874
