entity_id	seed	8x6b_job_id	8x6b_job_hash	8x6b_state	8x6b_native_class	8x6b_cross_class	8x6b_pair_label	8x6b_pair_support_ordinal	8x6b_haddock_score	8x6b_selected_model_count	8x6b_pose_score_model_count	8x6b_model_pair_consensus_fraction	8x6b_model_native_cross_support_agreement_fraction	8x6b_error	9e6y_job_id	9e6y_job_hash	9e6y_state	9e6y_native_class	9e6y_cross_class	9e6y_pair_label	9e6y_pair_support_ordinal	9e6y_haddock_score	9e6y_selected_model_count	9e6y_pose_score_model_count	9e6y_model_pair_consensus_fraction	9e6y_model_native_cross_support_agreement_fraction	9e6y_error	dual_state	dual_exact_min_pair_label	dual_exact_min_pair_support_ordinal	technical_failure_reason
V29_GEN__C0125__1A304E2EC35D9A31	917	CANDIDATE_V29_GEN__C0125__1A304E2EC35D9A31_8x6b_s917_306d42524b11	306d42524b11d7430db4ced69b55acc27ebf3c1e024d0345431d8e4ef70c279c	SUCCESS	A	A	STRICT_A	2	-65.09169999999999	10	10	0.7	1.0		CANDIDATE_V29_GEN__C0125__1A304E2EC35D9A31_9e6y_s917_1b585616c356	1b585616c356f8933227809abf8d182b97fd7dfdb88f40f5b768bff9ef4db179	SUCCESS	B	A	SUPPORTED_AB	1	-61.455539999999985	10	10	0.8	1.0		COMPLETE_DUAL_SUCCESS	SUPPORTED_AB	1	
V29_GEN__C0125__1F49E2EDF14C298B	917	CANDIDATE_V29_GEN__C0125__1F49E2EDF14C298B_8x6b_s917_301c8d525ae4	301c8d525ae4245551bec96b48316828dcd770b9021059c59d5a0d9306e4cf20	SUCCESS	B	E	OTHER	0	-66.66793999999999	10	10	0.8	0.9		CANDIDATE_V29_GEN__C0125__1F49E2EDF14C298B_9e6y_s917_11ab3b261910	11ab3b261910bd828a695defe615e37f310a1b9cdfe0c71c4927e97d954cd7a1	SUCCESS	B	B	SUPPORTED_AB	1	-66.6103	10	10	0.6	1.0		COMPLETE_DUAL_SUCCESS	OTHER	0	
V29_GEN__C0125__20E4938A5B7C3D45	917	CANDIDATE_V29_GEN__C0125__20E4938A5B7C3D45_8x6b_s917_86dcac40c14d	86dcac40c14d78a50943ede5d5cd510fa9cca42789c6e3c0ece0c2ca67468e15	PENDING						0	0	0.0	0.0		CANDIDATE_V29_GEN__C0125__20E4938A5B7C3D45_9e6y_s917_0e0fce91013f	0e0fce91013fd0b97271b6106dd0a7e00046c3caa5470ed2106c1592240a3f9c	PENDING						0	0	0.0	0.0		NOT_READY			
V29_GEN__C0125__22DFA2C83835FF26	917	CANDIDATE_V29_GEN__C0125__22DFA2C83835FF26_8x6b_s917_2e3f93f1710c	2e3f93f1710c9e5b8a9ee736a84b639b04319db770ec587587a1d9ce86423f69	SUCCESS	B	B	SUPPORTED_AB	1	-62.24267000000001	10	10	0.5	1.0		CANDIDATE_V29_GEN__C0125__22DFA2C83835FF26_9e6y_s917_470572c2fc50	470572c2fc50da7fc262211e825bb22bbbf82441f9932661e17809ffb67acfa5	SUCCESS	B	B	SUPPORTED_AB	1	-51.02639400000001	10	10	1.0	1.0		COMPLETE_DUAL_SUCCESS	SUPPORTED_AB	1	
V29_GEN__C0125__2485CFE8DD146288	917	CANDIDATE_V29_GEN__C0125__2485CFE8DD146288_8x6b_s917_22568eeace8d	22568eeace8dd881b669063aa8226595dc06bd5bf0383624ed459012e83c3980	PENDING						0	0	0.0	0.0		CANDIDATE_V29_GEN__C0125__2485CFE8DD146288_9e6y_s917_14eaa5efb787	14eaa5efb787fc21b25ea249e83121f4884b33cfc4c466e3bf930fa0d256a16d	PENDING						0	0	0.0	0.0		NOT_READY			
V29_GEN__C0125__2ADE350EF3B21E76	917	CANDIDATE_V29_GEN__C0125__2ADE350EF3B21E76_8x6b_s917_c454ac5dc876	c454ac5dc876d66b32f8af5546a63d0edf2f7bec40cbc8afc4ee64cf3bf09d01	SUCCESS	B	B	SUPPORTED_AB	1	-62.246539999999996	10	10	0.6	1.0		CANDIDATE_V29_GEN__C0125__2ADE350EF3B21E76_9e6y_s917_6dba404348ed	6dba404348ed77947e2c33964c6de0a4429d5d7772c3a8c9adb7a8d3cddc1b47	SUCCESS	B	B	SUPPORTED_AB	1	-51.94556	10	10	0.6	1.0		COMPLETE_DUAL_SUCCESS	SUPPORTED_AB	1	
V29_GEN__C0125__2B3F70459FE264BC	917	CANDIDATE_V29_GEN__C0125__2B3F70459FE264BC_8x6b_s917_90e16bbc40b3	90e16bbc40b36842c344b580dfa46d6bf925b1ef8fcc576572f4bc79b03d98fd	SUCCESS	A	A	STRICT_A	2	-56.32888	10	10	0.8	1.0		CANDIDATE_V29_GEN__C0125__2B3F70459FE264BC_9e6y_s917_526e967df7a2	526e967df7a230021cd58b53684b99f710cc1f76b1e0b73390e6b26c0a9ce6d9	SUCCESS	A	A	STRICT_A	2	-49.587279999999986	10	10	0.5	1.0		COMPLETE_DUAL_SUCCESS	STRICT_A	2	
V29_GEN__C0125__2D77ECD1AE27810E	917	CANDIDATE_V29_GEN__C0125__2D77ECD1AE27810E_8x6b_s917_c3281b0c5cbc	c3281b0c5cbc9651d50f777c0f29dce694af24664f34f11b4bdb15be03c561a3	SUCCESS	B	B	SUPPORTED_AB	1	-62.586400000000005	10	10	0.7	0.9		CANDIDATE_V29_GEN__C0125__2D77ECD1AE27810E_9e6y_s917_56f9663bd4b1	56f9663bd4b1413e22ff79c44f09d11bf11ecb4ec044f050fccda27c6dc02833	SUCCESS	B	B	SUPPORTED_AB	1	-53.14402	10	10	0.8	1.0		COMPLETE_DUAL_SUCCESS	SUPPORTED_AB	1	
V29_GEN__C0125__325BA014E3398248	917	CANDIDATE_V29_GEN__C0125__325BA014E3398248_8x6b_s917_96406682c398	96406682c39886c661239135f7b95696dd64874026620c0681acb0937cb06a87	PENDING						0	0	0.0	0.0		CANDIDATE_V29_GEN__C0125__325BA014E3398248_9e6y_s917_bc89b4e4b9ae	bc89b4e4b9ae0282f4e0049323c0bfb027096af90a68a131b7d0db17a2a0f6f1	PENDING						0	0	0.0	0.0		NOT_READY			
V29_GEN__C0125__346B35D1239EDB61	917	CANDIDATE_V29_GEN__C0125__346B35D1239EDB61_8x6b_s917_0fec14e87883	0fec14e878832ef8dcec6b4f1b0f5bdd6204a34d401161972bfa0298628046ee	SUCCESS	E	E	OTHER	0	-69.5746	10	10	0.8	1.0		CANDIDATE_V29_GEN__C0125__346B35D1239EDB61_9e6y_s917_154f7ad27aa8	154f7ad27aa87aca7835b220cbbb165768e8d7b0f95a2c397619171fcc3367ea	SUCCESS	E	E	OTHER	0	-61.406499999999994	10	10	0.6	0.8		COMPLETE_DUAL_SUCCESS	OTHER	0	
V29_GEN__C0125__3DDED800BEDF2AE7	917	CANDIDATE_V29_GEN__C0125__3DDED800BEDF2AE7_8x6b_s917_5f15864904f1	5f15864904f1d68da3a2e201c4d48fe23023ee391959746d0f5beb7c8b202fe8	SUCCESS	B	B	SUPPORTED_AB	1	-61.93636000000001	10	10	0.7	1.0		CANDIDATE_V29_GEN__C0125__3DDED800BEDF2AE7_9e6y_s917_58d1b61d6980	58d1b61d6980bf2170907226cc2c4a6eea035d21628a458bb34c37e9d58cff72	SUCCESS	B	B	SUPPORTED_AB	1	-65.17206	10	10	0.9	1.0		COMPLETE_DUAL_SUCCESS	SUPPORTED_AB	1	
V29_GEN__C0125__5164F54951681218	917	CANDIDATE_V29_GEN__C0125__5164F54951681218_8x6b_s917_792b72b45727	792b72b45727681b6337955f324e5d6e54f47fe2921d0d3174b364290f850a53	SUCCESS	A	B	SUPPORTED_AB	1	-52.757000000000005	10	10	0.6	1.0		CANDIDATE_V29_GEN__C0125__5164F54951681218_9e6y_s917_767fcf08d08d	767fcf08d08d50f868da993c48a907e52ac83485e0b4ac54fc48b02714ea5363	SUCCESS	B	B	SUPPORTED_AB	1	-55.12790000000001	10	10	0.5	1.0		COMPLETE_DUAL_SUCCESS	SUPPORTED_AB	1	
V29_GEN__C0125__53D882535D86ED35	917	CANDIDATE_V29_GEN__C0125__53D882535D86ED35_8x6b_s917_34cab95f7383	34cab95f7383845fa7511e079d23276687f679fbdb9b9edec7890981ea1a4712	SUCCESS	B	B	SUPPORTED_AB	1	-65.32061	10	10	0.7	0.9		CANDIDATE_V29_GEN__C0125__53D882535D86ED35_9e6y_s917_56f196423bb7	56f196423bb78ad87b0df0786d414da2b181f26fdb39348975b514b817b2d703	SUCCESS	B	B	SUPPORTED_AB	1	-62.880117	10	10	0.7	0.9		COMPLETE_DUAL_SUCCESS	SUPPORTED_AB	1	
V29_GEN__C0125__55753AD2AE0782DE	917	CANDIDATE_V29_GEN__C0125__55753AD2AE0782DE_8x6b_s917_9b46b70474df	9b46b70474df492501cf687486a33c81d5f430ccf2e42d0f7ec8559515247011	SUCCESS	A	B	SUPPORTED_AB	1	-81.1093	10	10	0.5	0.9		CANDIDATE_V29_GEN__C0125__55753AD2AE0782DE_9e6y_s917_1a5ba3c53d76	1a5ba3c53d76736a73d09bc0edbb02378d72afa8630ef04eb876938b2f0ab941	SUCCESS	B	B	SUPPORTED_AB	1	-77.1938	10	10	0.4	1.0		COMPLETE_DUAL_SUCCESS	SUPPORTED_AB	1	
V29_GEN__C0125__57D1BF6B44C982A5	917	CANDIDATE_V29_GEN__C0125__57D1BF6B44C982A5_8x6b_s917_0bf65c4a7f41	0bf65c4a7f41f2cce08ddb9137cd868b23fef62474cb10fb06d396184c8b1a8f	SUCCESS	B	B	SUPPORTED_AB	1	-50.838300000000004	10	10	0.7	0.9		CANDIDATE_V29_GEN__C0125__57D1BF6B44C982A5_9e6y_s917_e97ef50608b9	e97ef50608b9bfcde8391f45c40246791cc50ebed19692569b12fb978276da18	SUCCESS	B	B	SUPPORTED_AB	1	-66.38300000000001	10	10	0.8	0.9		COMPLETE_DUAL_SUCCESS	SUPPORTED_AB	1	
V29_GEN__C0125__5970830689CACFB7	917	CANDIDATE_V29_GEN__C0125__5970830689CACFB7_8x6b_s917_0fea32b81972	0fea32b81972d16c98ba3454542d4ad5f45521533f11d3e5201b74b9c237185d	SUCCESS	B	B	SUPPORTED_AB	1	-75.61769999999999	10	10	0.7	0.8		CANDIDATE_V29_GEN__C0125__5970830689CACFB7_9e6y_s917_4b6cc478aba9	4b6cc478aba93e27a57619d2bac0f011c6c35105bd66a2b4d21f9b89b4c08cf8	SUCCESS	A	A	STRICT_A	2	-58.03648	10	10	0.7	0.9		COMPLETE_DUAL_SUCCESS	SUPPORTED_AB	1	
V29_GEN__C0125__61AA226E40F97DF7	917	CANDIDATE_V29_GEN__C0125__61AA226E40F97DF7_8x6b_s917_e40da2c772d7	e40da2c772d7e6bb1a83cbf4fe13ee834cc476235ef190904f29480870430b5c	SUCCESS	B	B	SUPPORTED_AB	1	-66.38456	10	10	0.8	0.9		CANDIDATE_V29_GEN__C0125__61AA226E40F97DF7_9e6y_s917_2b1b2e5a0f8e	2b1b2e5a0f8ee14642b50841ff095a0a2cc7b905315863e765d8f3148cd8add0	SUCCESS	E	B	OTHER	0	-65.50721	10	10	0.6	0.9		COMPLETE_DUAL_SUCCESS	OTHER	0	
V29_GEN__C0125__661B96ACC6AC5550	917	CANDIDATE_V29_GEN__C0125__661B96ACC6AC5550_8x6b_s917_81c04d74c475	81c04d74c475cdaef2de281ffd1817e423ab3f6f13dd8b0e9371f65008700010	PENDING						0	0	0.0	0.0		CANDIDATE_V29_GEN__C0125__661B96ACC6AC5550_9e6y_s917_abb804fc5138	abb804fc51389d6cccd5539df4aed83fc38367ca1e757c8cd0f703633b087d84	PENDING						0	0	0.0	0.0		NOT_READY			
V29_GEN__C0125__667E835282A87DAF	917	CANDIDATE_V29_GEN__C0125__667E835282A87DAF_8x6b_s917_5764e6b636f7	5764e6b636f779c0db2a0862c859b102d285a3ff77258c5aa080cb83ce46fd8c	PENDING						0	0	0.0	0.0		CANDIDATE_V29_GEN__C0125__667E835282A87DAF_9e6y_s917_1c12b120bd03	1c12b120bd037c1379c7148b60384b3b408c9875083ee48614917fd9ad2ccf76	PENDING						0	0	0.0	0.0		NOT_READY			
V29_GEN__C0125__7B2381D9342D4584	917	CANDIDATE_V29_GEN__C0125__7B2381D9342D4584_8x6b_s917_ed3773ac3b0f	ed3773ac3b0fd7b0aed23aa1edf82abd5c79e6aa8344b31cda279b7264fd6067	SUCCESS	B	B	SUPPORTED_AB	1	-77.46308	10	10	0.6	1.0		CANDIDATE_V29_GEN__C0125__7B2381D9342D4584_9e6y_s917_4854d97f4c31	4854d97f4c31198b399ddaeee3c2996bba4756c03ae24c5abf0b192e7f5e16d9	SUCCESS	A	A	STRICT_A	2	-61.646820000000005	10	10	0.5	1.0		COMPLETE_DUAL_SUCCESS	SUPPORTED_AB	1	
V29_GEN__C0125__83F474F948E7823E	917	CANDIDATE_V29_GEN__C0125__83F474F948E7823E_8x6b_s917_323b1ebac16d	323b1ebac16d9dc8510edc43ca56d96c6dc29a8b84cb47a110ac2de10769ca30	SUCCESS	B	A	SUPPORTED_AB	1	-74.7937	10	10	0.5	1.0		CANDIDATE_V29_GEN__C0125__83F474F948E7823E_9e6y_s917_9aa5aa841cbd	9aa5aa841cbdcf7f944cc4f76c356137b762ac9b0480d9256bb4ddf9c6381b22	SUCCESS	B	B	SUPPORTED_AB	1	-81.38489999999999	10	10	0.6	1.0		COMPLETE_DUAL_SUCCESS	SUPPORTED_AB	1	
V29_GEN__C0125__918D06D83833FBD7	917	CANDIDATE_V29_GEN__C0125__918D06D83833FBD7_8x6b_s917_d4e59f1de956	d4e59f1de956c747e916eb03adff4b963815856af892f47132052529f8103e38	SUCCESS	A	A	STRICT_A	2	-69.70931999999999	10	10	0.6	1.0		CANDIDATE_V29_GEN__C0125__918D06D83833FBD7_9e6y_s917_f1633d61060d	f1633d61060d0607a6f141959ffcc944fed9d65672fb8271ab01eb6c842bf7e6	SUCCESS	B	B	SUPPORTED_AB	1	-72.293	10	10	0.5	1.0		COMPLETE_DUAL_SUCCESS	SUPPORTED_AB	1	
V29_GEN__C0125__9505A1F2A95E4051	917	CANDIDATE_V29_GEN__C0125__9505A1F2A95E4051_8x6b_s917_ab2d4085d5b1	ab2d4085d5b169dc9e4d19b0e888479187a39f0c6d95eace475f7b42eb2b5131	SUCCESS	B	B	SUPPORTED_AB	1	-58.279900000000005	9	9	0.777778	1.0		CANDIDATE_V29_GEN__C0125__9505A1F2A95E4051_9e6y_s917_dbb2e197ed77	dbb2e197ed776d398ea0ade5156be59302dbad26a22bbc0a642a8885a3c4e9d1	SUCCESS	B	B	SUPPORTED_AB	1	-59.184039999999996	10	10	1.0	1.0		COMPLETE_DUAL_SUCCESS	SUPPORTED_AB	1	
V29_GEN__C0125__9FC9F2E0B02449F0	917	CANDIDATE_V29_GEN__C0125__9FC9F2E0B02449F0_8x6b_s917_d6be3f9bee79	d6be3f9bee79513cffdf4953433750e9f7cf0e6619d1a80848eba7ac194166ee	PENDING						0	0	0.0	0.0		CANDIDATE_V29_GEN__C0125__9FC9F2E0B02449F0_9e6y_s917_44f72611bad1	44f72611bad1b758a1853e8b1d06d652739d2df269fbf93b757f0ab51e93da2b	PENDING						0	0	0.0	0.0		NOT_READY			
V29_GEN__C0125__C08BCFC3D4084EFC	917	CANDIDATE_V29_GEN__C0125__C08BCFC3D4084EFC_8x6b_s917_7baa68b44fa1	7baa68b44fa1761d767304fb39a6629dd70431f38f6044720d8a30840501151a	SUCCESS	B	B	SUPPORTED_AB	1	-56.285756000000006	10	10	0.9	1.0		CANDIDATE_V29_GEN__C0125__C08BCFC3D4084EFC_9e6y_s917_39aff88a6384	39aff88a638440eb299500e6ad6b6d36f04a636de245966a4e0846a99b06f45c	SUCCESS	B	B	SUPPORTED_AB	1	-57.48549	10	10	0.9	1.0		COMPLETE_DUAL_SUCCESS	SUPPORTED_AB	1	
V29_GEN__C0125__D627A2123F9E0ABD	917	CANDIDATE_V29_GEN__C0125__D627A2123F9E0ABD_8x6b_s917_324fb3026f5f	324fb3026f5f1775688e8c17e80c7e43eb64396dcb25ad2fe131732d08ebae1c	PENDING						0	0	0.0	0.0		CANDIDATE_V29_GEN__C0125__D627A2123F9E0ABD_9e6y_s917_539424282bc2	539424282bc23dd293c55f496f17bfe71f913106e5b626c3274bf3921cf50a0b	PENDING						0	0	0.0	0.0		NOT_READY			
V29_GEN__C0125__DCE94F176FA8B86C	917	CANDIDATE_V29_GEN__C0125__DCE94F176FA8B86C_8x6b_s917_d7324fb16f88	d7324fb16f8801f9f4b20faaf3663f54e3868c3fc9b9f7664ebabc268def37bf	SUCCESS	B	B	SUPPORTED_AB	1	-64.59114000000001	10	10	0.5	1.0		CANDIDATE_V29_GEN__C0125__DCE94F176FA8B86C_9e6y_s917_38fcb1cdb973	38fcb1cdb9735ef75501b4b69d50736d094a5731a302f161bcab024e33b2b44a	SUCCESS	A	A	STRICT_A	2	-70.39314	10	10	0.5	0.9		COMPLETE_DUAL_SUCCESS	SUPPORTED_AB	1	
V29_GEN__C0125__E0D1161BF119080B	917	CANDIDATE_V29_GEN__C0125__E0D1161BF119080B_8x6b_s917_5f90d9db796c	5f90d9db796c9f09ed5f84c07171daea2dacf5cef26a484e5fe91e04c69846a8	SUCCESS	B	B	SUPPORTED_AB	1	-87.8182	10	10	0.6	1.0		CANDIDATE_V29_GEN__C0125__E0D1161BF119080B_9e6y_s917_af7337ee79ae	af7337ee79ae207e2760e6878172926049775e73c9a3358eeb864d5eeeb07393	SUCCESS	A	A	STRICT_A	2	-82.934	10	10	0.7	1.0		COMPLETE_DUAL_SUCCESS	SUPPORTED_AB	1	
V29_GEN__C0125__E164F93B0C1D3BA5	917	CANDIDATE_V29_GEN__C0125__E164F93B0C1D3BA5_8x6b_s917_73362e5680d5	73362e5680d5fe00859622859486e80bb9e3aaa4775c132dacce01e399f511b4	PENDING						0	0	0.0	0.0		CANDIDATE_V29_GEN__C0125__E164F93B0C1D3BA5_9e6y_s917_ef6eb5c2cd3d	ef6eb5c2cd3d60ed4639152814fc9cedff4170e1ffa08252ece2fdd5f79ed687	PENDING						0	0	0.0	0.0		NOT_READY			
V29_GEN__C0125__EB5D6371C09E73A9	917	CANDIDATE_V29_GEN__C0125__EB5D6371C09E73A9_8x6b_s917_71f8b555c474	71f8b555c474742fa54b93835528f9d0d078802081edc0f4e10f1acc93414e70	PENDING						0	0	0.0	0.0		CANDIDATE_V29_GEN__C0125__EB5D6371C09E73A9_9e6y_s917_2a0737a7aa31	2a0737a7aa31c7e700daeeeaa651df7a325bba4c43e62edbfcaf3ac8a8572e43	PENDING						0	0	0.0	0.0		NOT_READY			
V29_GEN__C0125__FC1238CC0CEE85F3	917	CANDIDATE_V29_GEN__C0125__FC1238CC0CEE85F3_8x6b_s917_8266551d83b2	8266551d83b25db19159d9f89dbd9100ec0e693cd289cf0a0f70a5fdef561b1f	SUCCESS	B	B	SUPPORTED_AB	1	-50.095658	10	10	0.6	1.0		CANDIDATE_V29_GEN__C0125__FC1238CC0CEE85F3_9e6y_s917_27dbcf510846	27dbcf510846d28fa4643311f8ad74bc9d7da1d8eda68d66f874a9c330cd3f94	SUCCESS	B	B	SUPPORTED_AB	1	-47.970690000000005	10	10	0.7	1.0		COMPLETE_DUAL_SUCCESS	SUPPORTED_AB	1	
V29_GEN__C0136__0CEE52E662B55FBF	917	CANDIDATE_V29_GEN__C0136__0CEE52E662B55FBF_8x6b_s917_542770e07fec	542770e07fecec90253643bdfdf60e733fb59d25a7098fe1a9a43e36eef71392	SUCCESS	A	A	STRICT_A	2	-50.21279	10	10	1.0	1.0		CANDIDATE_V29_GEN__C0136__0CEE52E662B55FBF_9e6y_s917_6fa5f465cf7d	6fa5f465cf7ddb8f17ae34b723eadbcc50941516f9942ba60b25e9959123e8b6	SUCCESS	A	A	STRICT_A	2	-68.1049	10	10	0.8	1.0		COMPLETE_DUAL_SUCCESS	STRICT_A	2	
V29_GEN__C0136__0F5274602BA71F6E	917	CANDIDATE_V29_GEN__C0136__0F5274602BA71F6E_8x6b_s917_fa7b2fed9135	fa7b2fed91355f5bcbea5e14a8eed83f9bf815d9f374d7fbe0a5b9390a54917c	SUCCESS	A	A	STRICT_A	2	-60.98866	9	9	0.666667	1.0		CANDIDATE_V29_GEN__C0136__0F5274602BA71F6E_9e6y_s917_7309a7eeac12	7309a7eeac127c87a560145fd8f0d413129a0d5330a6ab1ffd1972981c4122eb	SUCCESS	A	A	STRICT_A	2	-82.18751	10	10	0.9	1.0		COMPLETE_DUAL_SUCCESS	STRICT_A	2	
V29_GEN__C0136__167EB4747ED1DACF	917	CANDIDATE_V29_GEN__C0136__167EB4747ED1DACF_8x6b_s917_4aae40236d55	4aae40236d5508abc2a02e58d2bc21079ebfbe321ed98adcc42c3d29ebc34c81	SUCCESS	A	A	STRICT_A	2	-78.1169	10	10	0.8	1.0		CANDIDATE_V29_GEN__C0136__167EB4747ED1DACF_9e6y_s917_649aaa47a5dc	649aaa47a5dc41534fef01ce615d1bd5946f3620d32c480e3ad7bf548ac470d5	SUCCESS	A	A	STRICT_A	2	-64.42690000000002	10	10	0.9	1.0		COMPLETE_DUAL_SUCCESS	STRICT_A	2	
V29_GEN__C0136__17B5A661A1649DF5	917	CANDIDATE_V29_GEN__C0136__17B5A661A1649DF5_8x6b_s917_c1c25df035cd	c1c25df035cd46d7572acf0fe862d1a5c92d23bcb50cb0018b37a1de13212f4b	SUCCESS	A	A	STRICT_A	2	-60.07899999999999	10	10	0.7	1.0		CANDIDATE_V29_GEN__C0136__17B5A661A1649DF5_9e6y_s917_5ceb9217fe54	5ceb9217fe54d63d7f6eac3eabec48720f632b703acfdbd7bff90159cae4b10d	SUCCESS	A	A	STRICT_A	2	-63.3637	10	10	0.9	1.0		COMPLETE_DUAL_SUCCESS	STRICT_A	2	
V29_GEN__C0136__1F64F4CF20ABF9A3	917	CANDIDATE_V29_GEN__C0136__1F64F4CF20ABF9A3_8x6b_s917_461ef19f794d	461ef19f794d0a8e8c09c3e2b65be0438c467b7b21c435d27e9cba57526a274a	SUCCESS	A	A	STRICT_A	2	-69.84832	10	10	0.8	1.0		CANDIDATE_V29_GEN__C0136__1F64F4CF20ABF9A3_9e6y_s917_229ca9fab61b	229ca9fab61b7acfecf081c903352c2999b3c8f7e8e6a4d9c30a7f78c232d8e8	SUCCESS	A	A	STRICT_A	2	-73.48819999999999	10	10	0.9	1.0		COMPLETE_DUAL_SUCCESS	STRICT_A	2	
V29_GEN__C0136__218211B7B974F4AC	917	CANDIDATE_V29_GEN__C0136__218211B7B974F4AC_8x6b_s917_2b4d066f8fa5	2b4d066f8fa57b99ea63f1a20ea05420cef35f18136edb51c14f48c4597eccd4	SUCCESS	B	B	SUPPORTED_AB	1	-71.5839	10	10	0.9	1.0		CANDIDATE_V29_GEN__C0136__218211B7B974F4AC_9e6y_s917_463aec2ce1fb	463aec2ce1fb20c6cf72002773258aa6eca0f254032882fa58454b381a655b1d	SUCCESS	B	B	SUPPORTED_AB	1	-70.25980000000001	10	10	0.8	1.0		COMPLETE_DUAL_SUCCESS	SUPPORTED_AB	1	
V29_GEN__C0136__2359AC386AB8D25C	917	CANDIDATE_V29_GEN__C0136__2359AC386AB8D25C_8x6b_s917_e9b11af8df46	e9b11af8df46d186232eaffddc44757e0f97894f828e32635d94eb2eaf31df64	PENDING						0	0	0.0	0.0		CANDIDATE_V29_GEN__C0136__2359AC386AB8D25C_9e6y_s917_3c5dcd713555	3c5dcd713555e8bf24daf4322be833d9fbffefccc8d6f053b13de250760e3644	PENDING						0	0	0.0	0.0		NOT_READY			
V29_GEN__C0136__277FB759C976F7E8	917	CANDIDATE_V29_GEN__C0136__277FB759C976F7E8_8x6b_s917_4cb101fdb4ce	4cb101fdb4ce1473c29f749bf62e2cb712f0973128082593cf3ef463881d1e30	PENDING						0	0	0.0	0.0		CANDIDATE_V29_GEN__C0136__277FB759C976F7E8_9e6y_s917_e9bffaa6c744	e9bffaa6c744cbbcbedee574e4e3aff9990cbc116af68cb89353461e565626f1	PENDING						0	0	0.0	0.0		NOT_READY			
V29_GEN__C0136__291CBD73B42F25D7	917	CANDIDATE_V29_GEN__C0136__291CBD73B42F25D7_8x6b_s917_60debf1b97a5	60debf1b97a57c7a722a742160ce8e17117887e5db8cdd4f761dd0291ed72239	SUCCESS	A	A	STRICT_A	2	-56.682230000000004	10	10	0.5	1.0		CANDIDATE_V29_GEN__C0136__291CBD73B42F25D7_9e6y_s917_7d3174b3cdba	7d3174b3cdbad4fcb835cb7002f2246421138a0ba5b4c0a0f7b8b073bc734af2	SUCCESS	A	A	STRICT_A	2	-66.18569	10	10	1.0	1.0		COMPLETE_DUAL_SUCCESS	STRICT_A	2	
V29_GEN__C0136__2A0E3ECAD304C537	917	CANDIDATE_V29_GEN__C0136__2A0E3ECAD304C537_8x6b_s917_e4536f55b061	e4536f55b061e5767f6d06b7a3fa516ead34a6b37d72271bf3d87b138ce92dcd	SUCCESS	A	A	STRICT_A	2	-65.5419	10	10	0.8	1.0		CANDIDATE_V29_GEN__C0136__2A0E3ECAD304C537_9e6y_s917_7d5f755f06c1	7d5f755f06c1135ccc3f074ab7892a1bff4c81333259889b2d7b3865b393b992	SUCCESS	A	A	STRICT_A	2	-53.4932	10	10	0.9	1.0		COMPLETE_DUAL_SUCCESS	STRICT_A	2	
V29_GEN__C0136__30ECCC94AD7CA6D8	917	CANDIDATE_V29_GEN__C0136__30ECCC94AD7CA6D8_8x6b_s917_14c304069ec0	14c304069ec0050071089ee8f3f1995ee23b1209ffb6925a0aecd592ba30dd92	SUCCESS	A	A	STRICT_A	2	-66.46772000000001	10	10	0.7	1.0		CANDIDATE_V29_GEN__C0136__30ECCC94AD7CA6D8_9e6y_s917_0eb277f94fbc	0eb277f94fbca91902a0a97c2d53dc95af745889d59d691135349a77aec6a6c6	SUCCESS	A	A	STRICT_A	2	-71.86040999999999	10	10	0.6	1.0		COMPLETE_DUAL_SUCCESS	STRICT_A	2	
V29_GEN__C0136__317A5A2E8402B503	917	CANDIDATE_V29_GEN__C0136__317A5A2E8402B503_8x6b_s917_5bd37716ffbb	5bd37716ffbbe05a166b0a1621c928d016322758cd39061dff5abd81f215f017	SUCCESS	B	B	SUPPORTED_AB	1	-67.13978	10	10	0.6	1.0		CANDIDATE_V29_GEN__C0136__317A5A2E8402B503_9e6y_s917_768e5af1acd0	768e5af1acd08d51ab041c8d8ded41d28906896a5ac3462670c78801ddfb8d5f	SUCCESS	A	A	STRICT_A	2	-67.2905	10	10	0.6	1.0		COMPLETE_DUAL_SUCCESS	SUPPORTED_AB	1	
V29_GEN__C0136__3E4F3D3C7D5AB1B6	917	CANDIDATE_V29_GEN__C0136__3E4F3D3C7D5AB1B6_8x6b_s917_143f03656851	143f03656851a3750de69daae493aa06831364460af5999a3f964e84e207bce7	PENDING						0	0	0.0	0.0		CANDIDATE_V29_GEN__C0136__3E4F3D3C7D5AB1B6_9e6y_s917_248e738aec1e	248e738aec1ec465361a38970e20e7bb7855208cf1842a563ba8e2b98ca2ee1e	PENDING						0	0	0.0	0.0		NOT_READY			
V29_GEN__C0136__426ED9454EC7434F	917	CANDIDATE_V29_GEN__C0136__426ED9454EC7434F_8x6b_s917_3d97e8e361bf	3d97e8e361bfe115a134e7a2eab0dfddd56a3973f1aad154307c4ee16f5b6b21	SUCCESS	A	A	STRICT_A	2	-73.60079999999999	10	10	1.0	1.0		CANDIDATE_V29_GEN__C0136__426ED9454EC7434F_9e6y_s917_591c12498690	591c124986903748594c121adec2c013329885a75846908607cd4475814806f3	SUCCESS	A	A	STRICT_A	2	-55.9428	10	10	0.8	1.0		COMPLETE_DUAL_SUCCESS	STRICT_A	2	
