top200_rank	candidate_id	sequence_sha256	structure_consistency_label	high_uncertainty	reasons	nbb2_state	nbb2_sequence_match	nbb2_ca_count	nbb2_coverage	nbb2_pdb	nbb2_pdb_sha256	igfold_state	igfold_sequence_match	igfold_ca_count	igfold_coverage	igfold_pdb	igfold_pdb_sha256	nanonet_state	nanonet_sequence_match	nanonet_ca_count	nanonet_coverage	nanonet_pdb	nanonet_pdb_sha256	igfold_vs_nbb2_fr_rmsd_a	igfold_vs_nbb2_cdr1_rmsd_a	igfold_vs_nbb2_cdr2_rmsd_a	igfold_vs_nbb2_cdr3_rmsd_a	igfold_vs_nanonet_fr_rmsd_a	igfold_vs_nanonet_cdr1_rmsd_a	igfold_vs_nanonet_cdr2_rmsd_a	igfold_vs_nanonet_cdr3_rmsd_a	nbb2_vs_nanonet_fr_rmsd_a	nbb2_vs_nanonet_cdr1_rmsd_a	nbb2_vs_nanonet_cdr2_rmsd_a	nbb2_vs_nanonet_cdr3_rmsd_a	max_pairwise_fr_rmsd_a	max_pairwise_cdr3_rmsd_a
62	P1MCPUFP__CPUFP500K_0108__00054	d0de247c6d4f27950c7536e53021f6efc196d8a12fa1122dba39d172b0896ec8	PASS	false		PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0108__00054.pdb	bdb6d5047c2e499f27f7ff97df20b4b9efe44473b4476eba8b191ca6f3d1d517	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0108__00054.pdb	d507e6e4a9c5fce036c57ebe83eda621788479337a526d7bc40d0ed8cb373c7d	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0108__00054_nanonet_backbone_cb.pdb	aaecfa09ee354afe8d2cd8df8f563e2a00e3fa6f3e57eda42dc01d107c561b4d	0.4652	2.3478	0.6765	2.5859	0.6228	2.2693	0.9087	2.9508	0.7038	2.973	1.334	2.1063	0.7038	2.9508
63	P1MCPUFP__CPUFP500K_0108__00211	59b49fb89664ea616b6fe67c8950eb04413dbfda954115c9d880b71c697ce853	PASS	false		PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0108__00211.pdb	9d84a5e14fb7cf513adae8eeed038e1d83dff25d2783331943c65ddbf2a3af26	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0108__00211.pdb	f73e11a86c0039e78310b50673e712b98643fb311b574d7686ab48c42bb697d6	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0108__00211_nanonet_backbone_cb.pdb	33ad6516e0129df213fc51b1505597c5f0ad7e00d8b32aaa18dcba2f679ef3a7	0.4658	2.4555	0.5975	3.3905	0.5838	2.3209	0.6603	2.3626	0.7191	3.623	0.6859	2.2071	0.7191	3.3905
64	P1MCPUFP__CPUFP500K_0504__00926	931635a689a2a46512bbdd466c8a6aba87bf171ecfc8559c67131f926fe442cf	PASS	false		PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0504__00926.pdb	99f9374a3c0478ab13be78a59e4e9be1b1f92a8dfa4023faf4b708f822437d72	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0504__00926.pdb	35c66dec0b35dd67e3db89051c5fad118b7e89680ea91a698a260ebf47eed6ba	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0504__00926_nanonet_backbone_cb.pdb	979ff2795a40a435a5c7db9f5646d5f76c57653fdd1e2cadaa9ebd797a298021	0.3788	3.2112	0.4953	2.2371	0.5914	3.7459	0.5964	2.4209	0.7405	3.2687	0.7964	1.9923	0.7405	2.4209
65	P1MCPUFP__CPUFP500K_0504__00917	58dc3c474e325691fd3a6b63666536145c83d960f5bd275dbe7ae587888ac33f	PASS	false		PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0504__00917.pdb	aeecdcca9fc7d5a0ce92afee5aa84cfab548be75bdaa4480cd0f9b1e0873aeb3	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0504__00917.pdb	56e6b3ac3920d23a467e0266ba08e3ce13ff8bf0df9999624fba29843bc103c7	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0504__00917_nanonet_backbone_cb.pdb	4c3220966440161b5767204c2d13503127cdb49b19556072e92201c2a7223f4e	0.8311	1.3112	0.4741	3.0256	0.6859	3.7349	0.5294	2.8744	0.7953	3.0873	0.6735	3.8336	0.8311	3.8336
66	P1MCPUFP__CPUFP500K_0188__00631	a05c6f404f05a7a296874a7d9f66cefc9806096de3adbd9607e016e9330caf28	PASS	true	cdr3_cross_tool_disagreement_gt_4A_diagnostic	PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0188__00631.pdb	8eb8878ff4262f5eae8d22232b0fb6236193787dd67f1f3e13dd6bbba980b8cd	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0188__00631.pdb	2b52639344a134862440af689166c56a97b05c82b7978b669815b1f38eb6c13d	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0188__00631_nanonet_backbone_cb.pdb	d6c54460c7a536ab95e4d65aedbfbc95c318e27f2d580cc09032cdd105829c7d	0.4133	2.3677	0.5317	3.0575	0.4142	1.987	0.4232	5.4908	0.5723	2.3479	0.675	6.8938	0.5723	6.8938
67	P1MCPUFP__CPUFP500K_0287__00271	73d16b8568adf16419ee2934706ed1b1a5af23c572acfca7e7e44e5ec8c78438	PASS	true	cdr3_cross_tool_disagreement_gt_4A_diagnostic	PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0287__00271.pdb	da4ec330e1d3f59ab1b0b81daa1b8b59019cc6a72ab139370b806ad230cffb06	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0287__00271.pdb	36f5eeff1553a33e29be9f89b4601c446d022f6511a3c81a3ab3fec81805c49e	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0287__00271_nanonet_backbone_cb.pdb	d9ab8ad6dd8a1a9d57d09ce6ef38b788e3d7c7f5c352db791194db7d29a9e778	0.5556	2.6509	0.5811	2.2295	0.5014	2.8862	0.5495	3.6256	0.7668	3.1008	0.5222	4.9215	0.7668	4.9215
68	P1MCPUFP__CPUFP500K_0199__00049	2b775f821cfe85b731ffa6fa677d72e43162835e0d500e9b1404f2c6d2699985	PASS	true	cdr3_cross_tool_disagreement_gt_4A_diagnostic	PASS	true	127	1.0	/data1/qlyu/projects/pvrig_priority_top7500_dualreceptor_multiseed_handoff_v3_20260722/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0199__00049.pdb	54b90274fe24e8229db2ec6fafb53ed868b6e79e75c98623c91517b3f47ee507	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0199__00049.pdb	cb9f515a54beecf6b3f238d76736b293ab6b8c5a21671b89ac207ac6d57a767c	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0199__00049_nanonet_backbone_cb.pdb	00bdfc5eba2b727ded5aeab86033b1212500a581d64ce85740adfc1c0b42da3e	0.5379	1.4102	0.4884	2.6841	0.4306	2.3244	0.6443	2.7644	0.55	2.4408	0.5831	4.4095	0.55	4.4095
69	P1MCPUFP__CPUFP500K_0287__00389	0375ed3b75cf47e094a7d8147ef057ffc71ce88f4ede92d3c714186bcec1b099	PASS	true	cdr3_cross_tool_disagreement_gt_4A_diagnostic	PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0287__00389.pdb	259d02994ac95ba834f07c981d815b4e31402fce76f0acfe6269897c8c4e7a77	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0287__00389.pdb	5730fbf7826621ca6e3e5f170eeb96743c7444242ae54452b12adc675387c6c4	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0287__00389_nanonet_backbone_cb.pdb	77e7d4bd7e95f79802331faf2437fd211d280d644e8feca86997ced65042298c	0.5351	2.2204	0.69	4.0646	0.4488	1.6596	0.3175	3.13	0.6682	2.8698	0.5563	5.2261	0.6682	5.2261
70	P1MCPUFP__CPUFP500K_0298__00376	b41fb2ab6c4e18dff6f0822f88371837ae617159ed161b4289987c3146bb61f6	PASS	true	cdr3_cross_tool_disagreement_gt_4A_diagnostic	PASS	true	127	1.0	/data1/qlyu/projects/pvrig_priority_top7500_dualreceptor_multiseed_handoff_v3_20260722/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0298__00376.pdb	337a5a608b630f38c5a89b0b17e1889137d57002017bd9914c39a9671302878f	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0298__00376.pdb	834e8abd7778b38f765e63ec311afebe3ed9b6a61570a33669a48620be27191f	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0298__00376_nanonet_backbone_cb.pdb	00a7d5200e4cba5bd3d876a1726fd9644dcd35b5076fbe0bfc495cf5bf15b898	0.4851	1.7549	0.4488	2.0077	0.5232	2.5907	0.606	4.5096	0.6016	2.6392	0.8861	5.3867	0.6016	5.3867
71	P1MCPUFP__CPUFP500K_0504__00270	9c1d9ea8ec66b484286b7979b6a01b7271faa6411120105209f02d318a548ceb	PASS	false		PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0504__00270.pdb	7e3309565cac7c48fd28e4b8cc0986e164cc563a0dfd6bd5d879f75aac44ab64	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0504__00270.pdb	2b47e3a0683b2cfbb22d0f2244d6f0ffee266039cad719d70c1d14a9255b4d1e	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0504__00270_nanonet_backbone_cb.pdb	ed6826398fcf0002e4953e1a0bfc28b2527beb9dd96cda5564199928dd732dbc	0.4167	2.8841	0.4856	2.0969	0.6345	3.9112	0.6771	3.0231	0.84	3.166	0.9259	1.9453	0.84	3.0231
72	P1MCPUFP__CPUFP500K_0008__00816	4143536b63c44db66249c4beffa6f8b08ed014e644b3b020a7b57a09fca7e435	PASS	true	cdr3_cross_tool_disagreement_gt_4A_diagnostic	PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0008__00816.pdb	c99ae8247f11fd0715e1381256a56490f2d314bcdaef58309aa590c124ef58ad	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0008__00816.pdb	6446193d5ba87cfe9cca67851eff0274109a42ed59d22007b5394b766039fbd6	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0008__00816_nanonet_backbone_cb.pdb	2bd7c89cf62dc3b49abd0703ed36d8069bf3081d2ac3c6f7b98d708cc96d85f1	0.4352	2.5512	0.5341	2.5593	0.5737	3.9678	0.9389	3.5566	0.6186	3.0077	0.8521	4.1017	0.6186	4.1017
73	P1MCPUFP__CPUFP500K_0188__00199	e0ab87fd26c6ed140bba30bffb481beb9e9e37d86a72db574baa490c5dc5ec82	PASS	true	cdr3_cross_tool_disagreement_gt_4A_diagnostic	PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0188__00199.pdb	77d961f81746a978417af60299cd4129543cadd708b29dc6a188972177fd8b19	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0188__00199.pdb	59fae2746048150f6a3d399a1028fb5432b68a3bcdbdc5f89aac5e62460e8d15	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0188__00199_nanonet_backbone_cb.pdb	f16fac6c99f3f8f874aa961082e3102d8afd8dd40401eedc086a6ed01a8646ae	0.4623	1.6707	1.2765	2.5144	0.4476	1.3453	0.5162	4.008	0.5759	1.8918	0.9957	4.9811	0.5759	4.9811
74	P1MCPUFP__CPUFP500K_0108__00476	88ae0f3ff5eeeb8aa122b5b05a867f41ef5961ad432260b1b837dcafd6354af3	PASS	false		PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0108__00476.pdb	36ac6226578f968a5f5b6e2b3d87fdcf82f03869643021196f4d10b6c7eba8e0	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0108__00476.pdb	5530bf9b6152616437cca2688b0ffd96dc74b94b7887a9820c45d6d2c411e63e	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0108__00476_nanonet_backbone_cb.pdb	a87aa4b6f8067b4f713c068c222ed251c2c326dd39dc33ac35954b01d510df17	0.3517	3.7835	0.5735	2.1344	0.7027	4.0088	0.8839	2.2741	0.8299	2.3362	0.8986	2.3479	0.8299	2.3479
75	P1MCPUFP__CPUFP500K_0380__00771	54ed8a9ef00ab160f6512cce878d7e9bccec7c3aa9450bcae7ffdb6e857f0eac	PASS	true	cdr3_cross_tool_disagreement_gt_4A_diagnostic	PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0380__00771.pdb	0d6411aebbbe8052e9ca6191249eb6f735c8168529c9c486f78f3cf422ba2697	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0380__00771.pdb	3d29e5f59b9e4eb86fd42deb2d372c38edc3077a66756afdaca438f1457be7a8	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0380__00771_nanonet_backbone_cb.pdb	774824aae6764694d16ac33a76c123ba1dc45e2e6f435dbbdccf9a1898014de5	0.5166	1.9814	1.2037	3.2452	0.4621	1.9026	0.3907	2.4152	0.593	2.6214	0.9857	4.2489	0.593	4.2489
76	P1MCPUFP__CPUFP500K_0287__00867	4bf17659962c15119da602133bd67f07bb499c367c0e698b8cc9ff682c347eba	PASS	true	cdr3_cross_tool_disagreement_gt_4A_diagnostic	PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0287__00867.pdb	e7f2931e1395b908b29797091a0f35c4aad4b33eec811bb1d0e97d8b29283447	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0287__00867.pdb	fa9565836e35f4a0a5b2419691829b37934f3fe5fb34130b7e8b9534004147f1	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0287__00867_nanonet_backbone_cb.pdb	d0892f9ad13fa1e61c5ed8d96da7d3082780867b625b36c82fde679e63c0574b	0.4479	1.7907	1.2557	2.5652	0.4804	2.5361	0.4756	4.5323	0.599	2.884	1.4144	5.9775	0.599	5.9775
77	P1MCPUFP__CPUFP500K_0008__00424	7f2032435ae143355acbe64ed07c9ae3b8bef0463a550242b4518738cf1f1003	PASS	false		PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0008__00424.pdb	4b8bfc0aad0d61b32eec3370e2ed8655e42426a2b44624bc865b0bb8ca332745	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0008__00424.pdb	b7a8ce45384f770884e9d2fa652591004f51dbe06975611f9bff6ced148beaa6	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0008__00424_nanonet_backbone_cb.pdb	5809b1b3cc22c256c57cf12b4e25e7d44c1d12b8b1ae737da51795e713dcb521	0.4329	2.2663	0.5852	2.431	0.5342	2.7661	0.7185	2.1406	0.5365	2.8925	0.7295	3.1149	0.5365	3.1149
78	P1MCPUFP__CPUFP500K_0089__00488	2a084d42c4039be372732730660275c3602a3f019d94b6eaaac33899605b8a1a	PASS	true	cdr3_cross_tool_disagreement_gt_4A_diagnostic	PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0089__00488.pdb	a77632c977a0c711a7b0e13d55a2c19a5da33014d6818a90ebebc113a82baa1a	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0089__00488.pdb	b5681f13e578a5f0224ad69b8379de65e80e57817b9b851453ea129a8e47e3f1	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0089__00488_nanonet_backbone_cb.pdb	64e44d27fa5aa0e270654fcd801c1e8f35dbf87c9960054be44611702ed1f971	0.4358	2.3461	0.6337	2.6266	0.4249	2.1432	0.6169	3.4028	0.5616	2.1904	0.595	4.6648	0.5616	4.6648
79	P1MCPUFP__CPUFP500K_0008__00191	abe7cc4a95783da9b9fc96b7add3e8ccec2c3baa7951b0d538b89c260271164a	PASS	false		PASS	true	127	1.0	/data1/qlyu/projects/pvrig_priority_top7500_dualreceptor_multiseed_handoff_v3_20260722/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0008__00191.pdb	8c858326ee645109f40c7366ff5a3caf9435cf0b8014e57b6262a37ce596c799	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0008__00191.pdb	285f79e636b3383161d0bf63338a2990be598dc50c7adbfd6fd6f060e6a81696	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0008__00191_nanonet_backbone_cb.pdb	c6f9b0d20f03d52a39b67354239c202b6616542a6fa4e44dc7d48c3868671d63	0.7844	2.1223	0.6582	1.9293	0.4851	2.7293	0.6549	2.4683	0.6942	2.3932	1.0419	3.3761	0.7844	3.3761
80	P1MCPUFP__CPUFP500K_0188__00096	32e9d77bccb284f2828dfa4afc4e55c9ec7f7cad6e753c28c0dbbb683993187a	PASS	true	cdr3_cross_tool_disagreement_gt_4A_diagnostic	PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0188__00096.pdb	b4318031f7ffd5b1b668b2793e28c57a37623ce0304ca1207e985f291005b832	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0188__00096.pdb	838dd66c762e1891e0049d0c57818ffa1743f77c932a476aaf82f4a45e306550	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0188__00096_nanonet_backbone_cb.pdb	57e856a192a53805c3e5af2d616d1c7e3e1b1ff90765d3f6c7261ec5d72dff18	0.7646	2.0728	1.3163	2.0945	0.4179	2.7826	0.3033	4.0762	0.7938	2.5968	1.481	4.9194	0.7938	4.9194
81	P1MCPUFP__CPUFP500K_0228__00259	782b917b504d7635cf54c74f3cbb7057aa472f648a686e58a89c4ad36340bd59	PASS	false		PASS	true	123	1.0	/data1/qlyu/projects/pvrig_priority_top7500_dualreceptor_multiseed_handoff_v3_20260722/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0228__00259.pdb	64b42919340934c05dafd245a4c2aa93a0d43e52a2d93cbbfaf97a94d2bf095b	PASS	true	123	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0228__00259.pdb	c55e98e20f721cf6d9c5d5ce0bf72a3b87642c34e5258cee23fad59f3863404a	PASS	true	123	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0228__00259_nanonet_backbone_cb.pdb	3a283c778b89f42f2d2472561fdff9dd8b1d32bc94f050b20e34a230df92b759	0.3739	1.3253	0.3997	1.5557	0.3193	3.2707	0.3615	2.3817	0.4854	3.7765	0.572	2.9436	0.4854	2.9436
82	P1MCPUFP__CPUFP500K_0188__00364	8010701c2ff3ab0de448216a8a9095a99e13a37b66ef97e231fc28a66c30e632	PASS	false		PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0188__00364.pdb	b36ec555ae1d28c141861230def7ce6a2fc3e542936e4ff5129652dd4955603e	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0188__00364.pdb	e1fd49df6b5c4ef2c131fa7fd4b4066b7130c160671d0b3e03d3e8f6da6f7a03	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0188__00364_nanonet_backbone_cb.pdb	5b157dbb6b5ebbb3b97bb7a23f9da536fbb38ad3182624116b616e7f5788e0e3	0.5	1.2773	0.971	1.833	0.481	2.3489	0.6666	2.8434	0.5235	1.9577	0.9289	3.9838	0.5235	3.9838
83	P1MCPUFP__CPUFP500K_0383__00737	3dc14055ebb45ad2d547596c033325e57f02d345e6926e04fc5e119d005848ae	PASS	true	cdr3_cross_tool_disagreement_gt_4A_diagnostic	PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0383__00737.pdb	f182d256a875b740799d9204392230cf9808cda8e95bb517c23b34d74174ebc1	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0383__00737.pdb	d4e56f7faf5568dec1387e858db5878aadcfcde89248ec736931583be7fab64e	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0383__00737_nanonet_backbone_cb.pdb	797d4637d96840ad7c123b9bb056f7960af0212af7bd8f102a6acb4662847262	0.5421	1.7261	0.7482	2.7979	0.4533	2.4089	0.2837	4.4711	0.5913	2.9365	0.6658	6.23	0.5913	6.23
84	P1MCPUFP__CPUFP500K_0008__00429	421fe5b898514bb793b804e5e1451a02cbe38c3d376e562a8dddcf4883d77abe	PASS	false		PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0008__00429.pdb	4325150b9fefdecee26acd41b9aa12a4314bdad9c8b8aae0f8d6c595cc1ee91a	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0008__00429.pdb	bccefc48fc763c04be69725e2da4e5bcf71440af1da387cb9856aca60a2770a4	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0008__00429_nanonet_backbone_cb.pdb	f29a7152a589da632e8564f0d24545479f947a717b25ec13ab325acb8ff0ecf5	0.4271	1.8534	0.6226	2.3258	0.5268	2.5007	0.6463	2.2387	0.6548	3.4772	0.8255	3.1454	0.6548	3.1454
