candidate_id	final_rank	top10_rank	conformation	seed	pdb_path	pdb_sha256	pvrig_sequon	pvrig_chain_sequence_position	pvrig_pdb_residue_number	pvrig_pdb_insertion_code	candidate_to_sequon_asn_anchor_min_distance_a	glycan_anchor_geometry_status	membrane_orientation_status	claim_boundary
P1MCPUFP__CPUFP500K_0188__00364	26		8x6b	3047	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R26__P1MCPUFP__CPUFP500K_0188__00364__8x6b__s3047__cluster_1_model_1.pdb	6b242ae61d501a8910c5d2d2660af568968a32cc5f6547bf7c1074504c3b84a4	NTT	80	129		18.665022	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0188__00364	26		9e6y	42	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R26__P1MCPUFP__CPUFP500K_0188__00364__9e6y__s42__cluster_1_model_1.pdb	01da7a2935a55d9e283c0a86991fefb4187b48add3004506e9089d13d90a5b00	NTT	84	129		17.669209	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0188__00364	26		9e6y	917	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R26__P1MCPUFP__CPUFP500K_0188__00364__9e6y__s917__cluster_1_model_1.pdb	31e48427a70bbe3ba61a8710a2b755c67ca5f1fdd9c34e62f401c384ab9bf9aa	NTT	84	129		15.07325	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0188__00364	26		9e6y	1931	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R26__P1MCPUFP__CPUFP500K_0188__00364__9e6y__s1931__cluster_1_model_1.pdb	d0ddf370758ad01e2512a835105817524e12dd7e3ad8a239be16452eaa74d169	NTT	84	129		17.059809	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0188__00364	26		9e6y	3047	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R26__P1MCPUFP__CPUFP500K_0188__00364__9e6y__s3047__cluster_1_model_1.pdb	3164f40af866f2b5a819de14d702ec68b62110b4875d2b7b05fcfed4ee7f0d1a	NTT	84	129		19.881975	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0185__00273	27		8x6b	42	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R27__P1MCPUFP__CPUFP500K_0185__00273__8x6b__s42__cluster_1_model_1.pdb	a17e1aacce3a9f796e82d64e05fb7968757adc16068f063fb137455b7858b6a3	NTT	80	129		17.126894	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0185__00273	27		8x6b	917	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R27__P1MCPUFP__CPUFP500K_0185__00273__8x6b__s917__cluster_1_model_1.pdb	27271f3e1053d3807daa9b3d11a3846e5d2b4fc65de5315c9a206a039ff4d99f	NTT	80	129		17.848522	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0185__00273	27		8x6b	1931	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R27__P1MCPUFP__CPUFP500K_0185__00273__8x6b__s1931__cluster_1_model_1.pdb	e081986c67d029436ec411f80e5bd55ba22f66e6af2a4ca651bea5d1594d057c	NTT	80	129		17.611126	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0185__00273	27		8x6b	3047	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R27__P1MCPUFP__CPUFP500K_0185__00273__8x6b__s3047__cluster_1_model_1.pdb	544ad9c41147f857657eb4bdb2ed10edebb059974e6e207aabea25acacf3bdac	NTT	80	129		18.746679	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0185__00273	27		9e6y	42	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R27__P1MCPUFP__CPUFP500K_0185__00273__9e6y__s42__cluster_1_model_1.pdb	6c2646dc33894fe4132cf023b25b3b415ea40a3bff19a589e5ad72d45de0a009	NTT	84	129		18.484421	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0185__00273	27		9e6y	917	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R27__P1MCPUFP__CPUFP500K_0185__00273__9e6y__s917__cluster_1_model_1.pdb	3303c50d047654d88e448aa09ab8647faf7524e00c56f731af2104f98bef7ee4	NTT	84	129		17.598438	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0185__00273	27		9e6y	1931	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R27__P1MCPUFP__CPUFP500K_0185__00273__9e6y__s1931__cluster_1_model_1.pdb	d411640c81d9539a99e1ce9d56a29a8e581e1bc4402fcc99a532d6991c7b348d	NTT	84	129		18.551606	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0185__00273	27		9e6y	3047	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R27__P1MCPUFP__CPUFP500K_0185__00273__9e6y__s3047__cluster_1_model_1.pdb	b6e280d7a89a58e492282dbed06684022d1fab04eaa4f57f984d2b83bbd11764	NTT	84	129		17.597523	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0032__00118	28		8x6b	42	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R28__P1MCPUFP__CPUFP500K_0032__00118__8x6b__s42__cluster_1_model_1.pdb	098303572510e04b0e179db280e0b7a1cda55075a405666cff15abb73e37181c	NTT	80	129		17.755465	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0032__00118	28		8x6b	917	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R28__P1MCPUFP__CPUFP500K_0032__00118__8x6b__s917__cluster_1_model_1.pdb	b3f419908b6a5dcfb3f879fbb483b12877de88c0d918f33c87fdebfcf66f50a0	NTT	80	129		17.310799	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0032__00118	28		8x6b	1931	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R28__P1MCPUFP__CPUFP500K_0032__00118__8x6b__s1931__cluster_1_model_1.pdb	855b4ba1a74e3210fdfd8fd0d867157290d6b1a085864c8d0a7f109d8c4317b8	NTT	80	129		15.959239	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0032__00118	28		8x6b	3047	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R28__P1MCPUFP__CPUFP500K_0032__00118__8x6b__s3047__cluster_1_model_1.pdb	9adf9d165c183236542d26bcb48b7b955d580182a0e42dc44c5621afa839087c	NTT	80	129		17.684802	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0032__00118	28		9e6y	42	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R28__P1MCPUFP__CPUFP500K_0032__00118__9e6y__s42__cluster_1_model_1.pdb	55da20149f6cba7e73b8972d351f878fb955c4c9686f02311acbb968c0dc5312	NTT	84	129		16.773597	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0032__00118	28		9e6y	917	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R28__P1MCPUFP__CPUFP500K_0032__00118__9e6y__s917__cluster_1_model_1.pdb	f8f3b91b75f1af3da2306a71884b1bc8418c8b139fedc44dc462d2966a2e902c	NTT	84	129		16.992283	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0032__00118	28		9e6y	1931	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R28__P1MCPUFP__CPUFP500K_0032__00118__9e6y__s1931__cluster_1_model_1.pdb	aad33d6564f96d4e57328bf4b9842b8a845f131abf5761107b05b690df41ff58	NTT	84	129		17.09895	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0032__00118	28		9e6y	3047	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R28__P1MCPUFP__CPUFP500K_0032__00118__9e6y__s3047__cluster_1_model_1.pdb	caaa4f46ac97ef92d0123c285c2aeb1c40652313923c506b4a71a1e66575057d	NTT	84	129		17.127005	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0388__00663	29		8x6b	42	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R29__P1MCPUFP__CPUFP500K_0388__00663__8x6b__s42__cluster_1_model_1.pdb	f7d98b857f53734842867cddb196c82f1c9ae0791f871aea292b25e14b0cdee3	NTT	80	129		15.591506	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0388__00663	29		8x6b	917	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R29__P1MCPUFP__CPUFP500K_0388__00663__8x6b__s917__cluster_1_model_1.pdb	6317c76877e2354ad86544d6411b797de942e99afebf775fcb144a2cf8ba595e	NTT	80	129		16.766397	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0388__00663	29		8x6b	1931	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R29__P1MCPUFP__CPUFP500K_0388__00663__8x6b__s1931__cluster_1_model_1.pdb	38992c1f8486bd57d332715f9a705ebe74de899ca70fe29bcfcd35738c84bf7e	NTT	80	129		14.317665	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0388__00663	29		8x6b	3047	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R29__P1MCPUFP__CPUFP500K_0388__00663__8x6b__s3047__cluster_1_model_1.pdb	0faf24281864ca505d5084d7e575d1cf8ab285cbf8c522e13480a6d6f95f1ecc	NTT	80	129		17.749456	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0388__00663	29		9e6y	42	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R29__P1MCPUFP__CPUFP500K_0388__00663__9e6y__s42__cluster_1_model_1.pdb	495e3c63ff51c2275fc296db8e43cc6f767612c79c2abac46e93503163c017d3	NTT	84	129		14.524606	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0388__00663	29		9e6y	917	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R29__P1MCPUFP__CPUFP500K_0388__00663__9e6y__s917__cluster_1_model_1.pdb	834343b3eed86b40bedea71306f4a5d7172e08123807fd180c3007984b5eee9e	NTT	84	129		13.49803	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0388__00663	29		9e6y	1931	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R29__P1MCPUFP__CPUFP500K_0388__00663__9e6y__s1931__cluster_1_model_1.pdb	1bdaf78ed30ffa61a22218eb4c2f4e11cb6e64f7f8236c98ea60045353b422bb	NTT	84	129		18.435591	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0388__00663	29		9e6y	3047	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R29__P1MCPUFP__CPUFP500K_0388__00663__9e6y__s3047__cluster_1_model_1.pdb	5ae2ac2141fdf249fa012215e63eebf210025784fd4157dffc0516edea1487a0	NTT	84	129		17.229472	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0287__00389	30		8x6b	42	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R30__P1MCPUFP__CPUFP500K_0287__00389__8x6b__s42__cluster_1_model_1.pdb	610a6ae2868bc8901909c8114488a0c10246513165c063f0bc8456abde85343d	NTT	80	129		19.120544	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0287__00389	30		8x6b	917	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R30__P1MCPUFP__CPUFP500K_0287__00389__8x6b__s917__cluster_1_model_1.pdb	dd446121d29a463fc170c36512f6a9521151de9d5c689c0d798993fd6880ceb0	NTT	80	129		14.903215	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0287__00389	30		8x6b	1931	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R30__P1MCPUFP__CPUFP500K_0287__00389__8x6b__s1931__cluster_1_model_1.pdb	de26779060d8cb8a9ff90868e88e7a4563557ad3b6f422ac20898950ec8fd7b5	NTT	80	129		18.743583	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0287__00389	30		8x6b	3047	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R30__P1MCPUFP__CPUFP500K_0287__00389__8x6b__s3047__cluster_1_model_1.pdb	9f654fe09540d612bb7f59e96601e554f09b3093ec4c6164dfcbae4caca76b5c	NTT	80	129		15.560213	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0287__00389	30		9e6y	42	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R30__P1MCPUFP__CPUFP500K_0287__00389__9e6y__s42__cluster_1_model_1.pdb	6f28a096e724e5e7e051be0ff1bd810f8f7c8bf8f6d05b09e27a8847d7aff551	NTT	84	129		18.156972	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0287__00389	30		9e6y	917	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R30__P1MCPUFP__CPUFP500K_0287__00389__9e6y__s917__cluster_1_model_1.pdb	6c5b902895ad8a637881dc947c869114fe515db0c264b10c5041ecd823b10dff	NTT	84	129		18.501515	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0287__00389	30		9e6y	1931	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R30__P1MCPUFP__CPUFP500K_0287__00389__9e6y__s1931__cluster_1_model_1.pdb	008f7b5274b90530b08f939afc6838a71d19f196294471625a91f58e55e1d2a9	NTT	84	129		17.141302	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0287__00389	30		9e6y	3047	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R30__P1MCPUFP__CPUFP500K_0287__00389__9e6y__s3047__cluster_1_model_1.pdb	61dce612159dd2a2c7ee89ef7e9212ce495d7034a40fa0f517b497056865e165	NTT	84	129		17.934034	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0289__00496	31		8x6b	42	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R31__P1MCPUFP__CPUFP500K_0289__00496__8x6b__s42__cluster_1_model_1.pdb	87564f4b99c80c6966daed943acd9fd1136f5704dfed9cd8528da6f894493cc6	NTT	80	129		15.928153	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0289__00496	31		8x6b	917	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R31__P1MCPUFP__CPUFP500K_0289__00496__8x6b__s917__cluster_1_model_1.pdb	ba47bf952589c139c13d7f386e5e1add6f1f37baf9587423e95284429757f093	NTT	80	129		15.797569	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
