candidate_id	sequence_sha256	arm_id	backbone_group_id	sequence_group_id	known_positive	known_positive_ids	split	binder_axis_status	binder_label	pose_quality_status	pose_quality_haddock_score	affinity_proxy_status	affinity_proxy_score	blocker_geometry_status	blocker_geometry_score	rf2_recovery_status	rf2_recovery_rmsd	rf2_plddt	monomer_qc_status	monomer_qc_score	docking_status	selected_model_path	training_eligible
PVRIG_RFAb_v2_P3_qrg_L_bb000_mpn02	f7bfc7cacd490aff57534113ce9d41b1c3c1253531c446e2ea349f6bece0bab4	P3_qrg_L	P3_qrg_L_bb000	cdr3fam_935cbc2769d2fea7	false		train	deferred	unknown	present	-72.7755	present	-72.7755	present	0.0	present	24.52	0.91	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P3_qrg_L_bb000_mpn02/run_PVRIG_RFAb_v2_P3_qrg_L_bb000_mpn02_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	true
PVRIG_RFAb_v2_P3_qrg_L_bb000_mpn03	54b9ec2e6285d2cb54e581df959bf7eeb710975b2443914f2551715f7d3da666	P3_qrg_L	P3_qrg_L_bb000	cdr3fam_9d5489c661e4b6c2	false		train	deferred	unknown	present	-88.1896	present	-88.1896	present	0.0	present	8.29	0.88	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P3_qrg_L_bb000_mpn03/run_PVRIG_RFAb_v2_P3_qrg_L_bb000_mpn03_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	true
PVRIG_RFAb_v2_P3_qrg_L_bb001_mpn00	35464ea588c041801268b7508295ead0216bcb0bab8a5f9435974cf7181ab525	P3_qrg_L	P3_qrg_L_bb001	cdr3fam_6fbf6dd84aa9a641	false		train	deferred	unknown	present	-96.8367	present	-96.8367	present	0.25	present	14.42	0.89	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P3_qrg_L_bb001_mpn00/run_PVRIG_RFAb_v2_P3_qrg_L_bb001_mpn00_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	true
PVRIG_RFAb_v2_P3_qrg_L_bb001_mpn01	46b77b936f312fc11d735bcdf6ce4eca4782861771519a53a7f83a966d53c27f	P3_qrg_L	P3_qrg_L_bb001	cdr3fam_66145dd0508e246a	false		train	deferred	unknown	present	-70.5797	present	-70.5797	present	0.0	present	46.6	0.9	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P3_qrg_L_bb001_mpn01/run_PVRIG_RFAb_v2_P3_qrg_L_bb001_mpn01_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	true
PVRIG_RFAb_v2_P3_qrg_L_bb001_mpn02	91c6e080935b04f00dac69b2063e0121c3a259c01d38fe99365a2d4c8bc4dbe9	P3_qrg_L	P3_qrg_L_bb001	cdr3fam_66145dd0508e246a	false		train	deferred	unknown	present	-88.2878	present	-88.2878	present	0.0	present	17.82	0.89	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P3_qrg_L_bb001_mpn02/run_PVRIG_RFAb_v2_P3_qrg_L_bb001_mpn02_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	true
PVRIG_RFAb_v2_P3_qrg_L_bb001_mpn03	d37eb58e51a461aae6bacbe41495ccee2b3813e1c2ece00c4c94ede0dade7a4a	P3_qrg_L	P3_qrg_L_bb001	cdr3fam_66145dd0508e246a	false		train	deferred	unknown	present	-78.898	present	-78.898	present	0.0	present	13.22	0.9	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P3_qrg_L_bb001_mpn03/run_PVRIG_RFAb_v2_P3_qrg_L_bb001_mpn03_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	true
PVRIG_RFAb_v2_P3_qrg_L_bb002_mpn00	bd82a07204febdf3345f43d849126b20a70399eda82aa3f8c9c848f2c7275137	P3_qrg_L	P3_qrg_L_bb002	cdr3fam_c494700d5c100c30	false		train	deferred	unknown	present	-99.0979	present	-99.0979	present	0.0	present	5.27	0.89	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P3_qrg_L_bb002_mpn00/run_PVRIG_RFAb_v2_P3_qrg_L_bb002_mpn00_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	true
PVRIG_RFAb_v2_P3_qrg_L_bb002_mpn01	897b604f1a3ebb5b344062b295c786c6d70ed654d3f13a3e8c18d4256ea3dbc5	P3_qrg_L	P3_qrg_L_bb002	cdr3fam_c494700d5c100c30	false		train	deferred	unknown	present	-101.366	present	-101.366	present	0.0	present	6.06	0.88	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P3_qrg_L_bb002_mpn01/run_PVRIG_RFAb_v2_P3_qrg_L_bb002_mpn01_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	true
PVRIG_RFAb_v2_P3_qrg_L_bb002_mpn02	fcbea18c0208eb4943a75e7fef63ed527165449fe7d94b04b36dfeaa537cad4f	P3_qrg_L	P3_qrg_L_bb002	cdr3fam_c494700d5c100c30	false		train	deferred	unknown	present	-77.6356	present	-77.6356	present	0.0	present	7.96	0.89	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P3_qrg_L_bb002_mpn02/run_PVRIG_RFAb_v2_P3_qrg_L_bb002_mpn02_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	true
PVRIG_RFAb_v2_P3_qrg_L_bb002_mpn03	1b4762d671d1fbb5538081e9556fac968f6de7b4d3596a096a2e8f3259fa5c85	P3_qrg_L	P3_qrg_L_bb002	cdr3fam_c494700d5c100c30	false		train	deferred	unknown	present	-73.795	present	-73.795	present	0.0	present	5.29	0.89	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P3_qrg_L_bb002_mpn03/run_PVRIG_RFAb_v2_P3_qrg_L_bb002_mpn03_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	true
PVRIG_RFAb_v2_P3_qrg_L_bb003_mpn00	b8d76c5106f8cbf8b30422a80bd8cc69cf80b1be33314e66e4d0cf9c82942257	P3_qrg_L	P3_qrg_L_bb003	cdr3fam_46fd6a273c482d41	false		train	deferred	unknown	present	-88.4129	present	-88.4129	present	0.5	present	20.7	0.91	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P3_qrg_L_bb003_mpn00/run_PVRIG_RFAb_v2_P3_qrg_L_bb003_mpn00_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	true
PVRIG_RFAb_v2_P3_qrg_L_bb003_mpn01	ff0494270ce72010bca3757b679a9aaa3686ca61c6978a93ccbdee2f65ca5cb3	P3_qrg_L	P3_qrg_L_bb003	cdr3fam_46fd6a273c482d41	false		train	deferred	unknown	present	-86.6261	present	-86.6261	present	0.0	present	16.81	0.91	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P3_qrg_L_bb003_mpn01/run_PVRIG_RFAb_v2_P3_qrg_L_bb003_mpn01_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	true
PVRIG_RFAb_v2_P3_qrg_L_bb003_mpn02	6075ed7cfc082a190225d7790d79c6763940cdf19bd9ec4a927edeca162a61f3	P3_qrg_L	P3_qrg_L_bb003	cdr3fam_9fcbe0cb7484be9e	false		train	deferred	unknown	present	-79.5151	present	-79.5151	present	0.0	present	20.88	0.9	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P3_qrg_L_bb003_mpn02/run_PVRIG_RFAb_v2_P3_qrg_L_bb003_mpn02_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	true
PVRIG_RFAb_v2_P3_qrg_L_bb003_mpn03	61bc6323356ff59b447e874aaa04347dea473555bf191eb0291e9c016b693342	P3_qrg_L	P3_qrg_L_bb003	cdr3fam_5f24d9097560d383	false		train	deferred	unknown	present	-82.5924	present	-82.5924	present	0.0	present	7.17	0.89	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P3_qrg_L_bb003_mpn03/run_PVRIG_RFAb_v2_P3_qrg_L_bb003_mpn03_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	true
PVRIG_RFAb_v2_P3_qrg_L_bb004_mpn00	f04c77853a69cdec0a6df77a6206b77070b97aa63a9b73f48dbf028940102bba	P3_qrg_L	P3_qrg_L_bb004	cdr3fam_adbd7c626350b752	false		train	deferred	unknown	present	-78.8963	present	-78.8963	present	0.0	present	7.76	0.89	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P3_qrg_L_bb004_mpn00/run_PVRIG_RFAb_v2_P3_qrg_L_bb004_mpn00_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	true
PVRIG_RFAb_v2_P3_qrg_L_bb004_mpn01	bd3df1aea94e840dc5022c0d4fb9ce0c95656859a27d5957b06a49908ee5dbd7	P3_qrg_L	P3_qrg_L_bb004	cdr3fam_adbd7c626350b752	false		train	deferred	unknown	present	-65.2341	present	-65.2341	present	0.0	present	8.32	0.89	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P3_qrg_L_bb004_mpn01/run_PVRIG_RFAb_v2_P3_qrg_L_bb004_mpn01_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	true
PVRIG_RFAb_v2_P3_qrg_L_bb004_mpn02	4525634e1071281c7d04f2bc968ac447bd0c9300c16132dfe202c2219d8ae47b	P3_qrg_L	P3_qrg_L_bb004	cdr3fam_adbd7c626350b752	false		train	deferred	unknown	present	-69.7259	present	-69.7259	present	0.0	present	5.87	0.9	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P3_qrg_L_bb004_mpn02/run_PVRIG_RFAb_v2_P3_qrg_L_bb004_mpn02_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	true
PVRIG_RFAb_v2_P3_qrg_L_bb004_mpn03	b9f74d12160916000bf6a52f4d0e5be752dd2aa6e5fc9a60b02716ab7a9474d2	P3_qrg_L	P3_qrg_L_bb004	cdr3fam_adbd7c626350b752	false		train	deferred	unknown	present	-76.6168	present	-76.6168	present	0.0	present	6.13	0.9	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P3_qrg_L_bb004_mpn03/run_PVRIG_RFAb_v2_P3_qrg_L_bb004_mpn03_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	true
PVRIG_RFAb_v2_P3_qrg_L_bb005_mpn00	9e165d974f33fe280b02e7bcf2fd6af4431a836ac96e5a1bc7921f46b9e89004	P3_qrg_L	P3_qrg_L_bb005	cdr3fam_2714dcd990988f6f	false		train	deferred	unknown	present	-72.1256	present	-72.1256	present	0.0	present	7.31	0.9	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P3_qrg_L_bb005_mpn00/run_PVRIG_RFAb_v2_P3_qrg_L_bb005_mpn00_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	true
PVRIG_RFAb_v2_P3_qrg_L_bb005_mpn01	64256a7a14ca4a735d35fd8272dbb057130d2813d3bdea3294b22e7c9afda9b8	P3_qrg_L	P3_qrg_L_bb005	cdr3fam_2714dcd990988f6f	false		train	deferred	unknown	present	-89.2668	present	-89.2668	present	0.0	present	7.46	0.9	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P3_qrg_L_bb005_mpn01/run_PVRIG_RFAb_v2_P3_qrg_L_bb005_mpn01_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	true
PVRIG_RFAb_v2_P3_qrg_L_bb005_mpn03	b452aee1e5480f4d4394d8c655375fc55af2cd6e9158e53f297177bb7cf23f36	P3_qrg_L	P3_qrg_L_bb005	cdr3fam_2714dcd990988f6f	false		train	deferred	unknown	present	-88.2753	present	-88.2753	present	0.0	present	21.2	0.89	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P3_qrg_L_bb005_mpn03/run_PVRIG_RFAb_v2_P3_qrg_L_bb005_mpn03_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	true
PVRIG_RFAb_v2_P3_qrg_L_bb006_mpn00	3beee75f0a1514249d3f1031f80fafaa9b93a551a40927a685d3446040d3bab0	P3_qrg_L	P3_qrg_L_bb006	cdr3fam_56a6e2bc0f6b72af	false		train	deferred	unknown	present	-102.382	present	-102.382	present	0.0	present	34.94	0.92	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P3_qrg_L_bb006_mpn00/run_PVRIG_RFAb_v2_P3_qrg_L_bb006_mpn00_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	true
PVRIG_RFAb_v2_P3_qrg_L_bb006_mpn01	dc3c5f085abe5266dc39b6496bbdeea0b9b21c90d62ed95f0c65a3a12883d6f6	P3_qrg_L	P3_qrg_L_bb006	cdr3fam_5a8a2dcdbefa3711	false		train	deferred	unknown	present	-83.848	present	-83.848	present	0.0	present	17.89	0.9	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P3_qrg_L_bb006_mpn01/run_PVRIG_RFAb_v2_P3_qrg_L_bb006_mpn01_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	true
PVRIG_RFAb_v2_P3_qrg_L_bb006_mpn02	b619b5b5f580dd3ac59c52decae81c6e4d318c561c9d0c78fdb64ac6297b8cbb	P3_qrg_L	P3_qrg_L_bb006	cdr3fam_5a8a2dcdbefa3711	false		train	deferred	unknown	present	-87.7533	present	-87.7533	present	0.25	present	7.31	0.91	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P3_qrg_L_bb006_mpn02/run_PVRIG_RFAb_v2_P3_qrg_L_bb006_mpn02_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	true
PVRIG_RFAb_v2_P3_qrg_L_bb006_mpn03	f1170c00afe840b5e19eee88ff6ecb7bea60c8aa833d5cc8f02c4535ecd58f27	P3_qrg_L	P3_qrg_L_bb006	cdr3fam_5a8a2dcdbefa3711	false		train	deferred	unknown	present	-71.452	present	-71.452	present	0.0	present	20.41	0.9	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P3_qrg_L_bb006_mpn03/run_PVRIG_RFAb_v2_P3_qrg_L_bb006_mpn03_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	true
PVRIG_RFAb_v2_P3_qrg_L_bb007_mpn00	62917d5a37efc560b500111c81a089d25b90ec2fd5a3a567aa2d0a00ac776714	P3_qrg_L	P3_qrg_L_bb007	cdr3fam_4014404289c4a5bb	false		train	deferred	unknown	present	-78.3691	present	-78.3691	present	0.0	present	13.63	0.9	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P3_qrg_L_bb007_mpn00/run_PVRIG_RFAb_v2_P3_qrg_L_bb007_mpn00_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	true
PVRIG_RFAb_v2_P3_qrg_L_bb007_mpn02	ae117e6635f410d4c3e7ca033a6c478d89ccc11bda0312e9e940646b2ae692b7	P3_qrg_L	P3_qrg_L_bb007	cdr3fam_4014404289c4a5bb	false		train	deferred	unknown	present	-89.6109	present	-89.6109	present	0.25	present	15.84	0.89	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P3_qrg_L_bb007_mpn02/run_PVRIG_RFAb_v2_P3_qrg_L_bb007_mpn02_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	true
PVRIG_RFAb_v2_P3_qrg_S_bb000_mpn00	102b3dd9011bfc2d31cb518ace04f31fadc335b06ad798f461183c09a5d287fa	P3_qrg_S	P3_qrg_S_bb000	cdr3fam_6250cae5f36a422f	false		validation	deferred	unknown	present	-55.7365	present	-55.7365	present	0.0	present	7.18	0.9	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P3_qrg_S_bb000_mpn00/run_PVRIG_RFAb_v2_P3_qrg_S_bb000_mpn00_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	false
PVRIG_RFAb_v2_P3_qrg_S_bb000_mpn01	464a7c54536eb68f54aba255e79f28b5e7dc8636f33febdfd6936253f8b2d743	P3_qrg_S	P3_qrg_S_bb000	cdr3fam_6250cae5f36a422f	false		validation	deferred	unknown	present	-55.8259	present	-55.8259	present	0.0	present	4.9	0.91	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P3_qrg_S_bb000_mpn01/run_PVRIG_RFAb_v2_P3_qrg_S_bb000_mpn01_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	false
PVRIG_RFAb_v2_P3_qrg_S_bb000_mpn02	05e74045cd17ebd0abfaabc5565e66f94cdb5a7aa53b57427b17947e7280954f	P3_qrg_S	P3_qrg_S_bb000	cdr3fam_6250cae5f36a422f	false		validation	deferred	unknown	present	-76.8889	present	-76.8889	present	0.0	present	6.3	0.9	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P3_qrg_S_bb000_mpn02/run_PVRIG_RFAb_v2_P3_qrg_S_bb000_mpn02_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	false
PVRIG_RFAb_v2_P3_qrg_S_bb001_mpn00	efa4ea524e37b31f712cc55da79829afd7a48ed0b18565453eb81f783b24ff02	P3_qrg_S	P3_qrg_S_bb001	cdr3fam_f1cf59d22f4f835f	false		validation	deferred	unknown	present	-79.6857	present	-79.6857	present	0.0	present	34.48	0.9	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P3_qrg_S_bb001_mpn00/run_PVRIG_RFAb_v2_P3_qrg_S_bb001_mpn00_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	false
PVRIG_RFAb_v2_P3_qrg_S_bb001_mpn01	a7a769c5b07a68747a521c6deb667ddcd6069c7e7cf3c47230c664eb49e27e2e	P3_qrg_S	P3_qrg_S_bb001	cdr3fam_f1cf59d22f4f835f	false		validation	deferred	unknown	present	-73.5809	present	-73.5809	present	0.0	present	42.6	0.9	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P3_qrg_S_bb001_mpn01/run_PVRIG_RFAb_v2_P3_qrg_S_bb001_mpn01_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	false
PVRIG_RFAb_v2_P3_qrg_S_bb001_mpn02	d7f31a99e785abb411f53badfe19480b8cbacd36d0992555729e5723f7d6a168	P3_qrg_S	P3_qrg_S_bb001	cdr3fam_f1cf59d22f4f835f	false		validation	deferred	unknown	present	-77.1019	present	-77.1019	present	0.0	present	45.75	0.9	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P3_qrg_S_bb001_mpn02/run_PVRIG_RFAb_v2_P3_qrg_S_bb001_mpn02_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	false
PVRIG_RFAb_v2_P3_qrg_S_bb001_mpn03	9dff3714ee5a65f4a4b959c54fc209e3ad097aab8311ef389ee04fa0ac088fb7	P3_qrg_S	P3_qrg_S_bb001	cdr3fam_f1cf59d22f4f835f	false		validation	deferred	unknown	present	-102.928	present	-102.928	present	0.0	present	40.48	0.9	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P3_qrg_S_bb001_mpn03/run_PVRIG_RFAb_v2_P3_qrg_S_bb001_mpn03_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	false
PVRIG_RFAb_v2_P3_qrg_S_bb002_mpn01	00d6b27ffcbadc457c93e198f4b75e955cd4606925a5d6fa8ec07dd3b44baa92	P3_qrg_S	P3_qrg_S_bb002	cdr3fam_6250cae5f36a422f	false		validation	deferred	unknown	present	-77.3681	present	-77.3681	present	0.0	present	6.24	0.9	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P3_qrg_S_bb002_mpn01/run_PVRIG_RFAb_v2_P3_qrg_S_bb002_mpn01_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	false
PVRIG_RFAb_v2_P3_qrg_S_bb002_mpn03	257d1219505919fe880b9f247eb9a71d6bc4dc9d6406a650affb556714026cd9	P3_qrg_S	P3_qrg_S_bb002	cdr3fam_6250cae5f36a422f	false		validation	deferred	unknown	present	-89.0161	present	-89.0161	present	0.0	present	6.12	0.9	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P3_qrg_S_bb002_mpn03/run_PVRIG_RFAb_v2_P3_qrg_S_bb002_mpn03_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	false
PVRIG_RFAb_v2_P3_qrg_S_bb003_mpn00	0d819ea579c4cd24b3ff780e5a416fa4d8300bdbf439f0aaafe9cdea38ed9011	P3_qrg_S	P3_qrg_S_bb003	cdr3fam_b3bcf70d86ca348c	false		validation	deferred	unknown	present	-65.2306	present	-65.2306	present	0.0	present	40.12	0.91	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P3_qrg_S_bb003_mpn00/run_PVRIG_RFAb_v2_P3_qrg_S_bb003_mpn00_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	false
PVRIG_RFAb_v2_P3_qrg_S_bb003_mpn01	bc8b13d8eef59319a3122f394ff716d7a0054ffce88593d79bf46e00f923f307	P3_qrg_S	P3_qrg_S_bb003	cdr3fam_b3bcf70d86ca348c	false		validation	deferred	unknown	present	-68.711	present	-68.711	present	0.0	present	7.03	0.89	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P3_qrg_S_bb003_mpn01/run_PVRIG_RFAb_v2_P3_qrg_S_bb003_mpn01_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	false
PVRIG_RFAb_v2_P3_qrg_S_bb003_mpn02	37e564d76a342dbc99e3c4c1a312c2ed296ecb3930ef6982ba3ce699bb6a2b7c	P3_qrg_S	P3_qrg_S_bb003	cdr3fam_9d0c702ba1ed44d9	false		validation	deferred	unknown	present	-65.3534	present	-65.3534	present	0.0	present	40.95	0.9	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P3_qrg_S_bb003_mpn02/run_PVRIG_RFAb_v2_P3_qrg_S_bb003_mpn02_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	false
PVRIG_RFAb_v2_P3_qrg_S_bb003_mpn03	1eb3790120a789bb043ddcb3d0111b76f12d25bc831168465574f461ea00393c	P3_qrg_S	P3_qrg_S_bb003	cdr3fam_7ad6fcd87c928c1d	false		validation	deferred	unknown	present	-71.7314	present	-71.7314	present	0.0	present	46.47	0.9	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P3_qrg_S_bb003_mpn03/run_PVRIG_RFAb_v2_P3_qrg_S_bb003_mpn03_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	false
PVRIG_RFAb_v2_P3_qrg_S_bb004_mpn00	54ba4eb76bf8e611825dac49ba9d46f994c6585b277e651a8dee357895298869	P3_qrg_S	P3_qrg_S_bb004	cdr3fam_6250cae5f36a422f	false		validation	deferred	unknown	present	-84.6595	present	-84.6595	present	0.0	present	2.89	0.89	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P3_qrg_S_bb004_mpn00/run_PVRIG_RFAb_v2_P3_qrg_S_bb004_mpn00_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	false
PVRIG_RFAb_v2_P3_qrg_S_bb004_mpn01	446866c8b0afdb369b526e5b5b7c4c545078849e3d5b7e7b02b006f89ce21db7	P3_qrg_S	P3_qrg_S_bb004	cdr3fam_6250cae5f36a422f	false		validation	deferred	unknown	present	-85.1852	present	-85.1852	present	0.0	present	6.77	0.9	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P3_qrg_S_bb004_mpn01/run_PVRIG_RFAb_v2_P3_qrg_S_bb004_mpn01_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	false
PVRIG_RFAb_v2_P3_qrg_S_bb004_mpn03	3cf797dbae14aa2c46f64d5e83a63e6335a9646351173ed891f95f30adfb7702	P3_qrg_S	P3_qrg_S_bb004	cdr3fam_6250cae5f36a422f	false		validation	deferred	unknown	present	-84.0747	present	-84.0747	present	0.0	present	43.76	0.88	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P3_qrg_S_bb004_mpn03/run_PVRIG_RFAb_v2_P3_qrg_S_bb004_mpn03_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	false
