backbone_group_id	arm_id	sequence_group_id	split	candidate_count	candidate_ids
P4_ekg_S_bb003	P4_ekg_S	cdr3fam_363aee55dc90a2c6	validation	1	PVRIG_RFAb_v2_P4_ekg_S_bb003_mpn00
P4_ekg_S_bb003	P4_ekg_S	cdr3fam_e25de9debe262462	validation	1	PVRIG_RFAb_v2_P4_ekg_S_bb003_mpn01
P4_ekg_S_bb004	P4_ekg_S	cdr3fam_6250cae5f36a422f	validation	1	PVRIG_RFAb_v2_P4_ekg_S_bb004_mpn02
P4_ekg_S_bb004	P4_ekg_S	cdr3fam_74b1d2739096ea5d	validation	3	PVRIG_RFAb_v2_P4_ekg_S_bb004_mpn00;PVRIG_RFAb_v2_P4_ekg_S_bb004_mpn01;PVRIG_RFAb_v2_P4_ekg_S_bb004_mpn03
P4_ekg_S_bb005	P4_ekg_S	cdr3fam_58d581f7a9128540	validation	2	PVRIG_RFAb_v2_P4_ekg_S_bb005_mpn00;PVRIG_RFAb_v2_P4_ekg_S_bb005_mpn02
P4_ekg_S_bb005	P4_ekg_S	cdr3fam_e2b67b34a9201811	validation	2	PVRIG_RFAb_v2_P4_ekg_S_bb005_mpn01;PVRIG_RFAb_v2_P4_ekg_S_bb005_mpn03
P4_ekg_S_bb006	P4_ekg_S	cdr3fam_1c3bdfdee9350ade	validation	1	PVRIG_RFAb_v2_P4_ekg_S_bb006_mpn00
P4_ekg_S_bb006	P4_ekg_S	cdr3fam_29a903e93528621d	validation	1	PVRIG_RFAb_v2_P4_ekg_S_bb006_mpn02
P4_ekg_S_bb006	P4_ekg_S	cdr3fam_5b29521adbfd6fc4	validation	1	PVRIG_RFAb_v2_P4_ekg_S_bb006_mpn01
P4_ekg_S_bb007	P4_ekg_S	cdr3fam_044474e063ad6d50	validation	1	PVRIG_RFAb_v2_P4_ekg_S_bb007_mpn02
P4_ekg_S_bb007	P4_ekg_S	cdr3fam_78dceb17f8cafbcd	validation	1	PVRIG_RFAb_v2_P4_ekg_S_bb007_mpn01
P4_ekg_S_bb007	P4_ekg_S	cdr3fam_930a18f19acf6a61	validation	1	PVRIG_RFAb_v2_P4_ekg_S_bb007_mpn00
P4_qkg_L_bb000	P4_qkg_L	cdr3fam_7613b1d45053a428	train	4	PVRIG_RFAb_v2_P4_qkg_L_bb000_mpn00;PVRIG_RFAb_v2_P4_qkg_L_bb000_mpn01;PVRIG_RFAb_v2_P4_qkg_L_bb000_mpn02;PVRIG_RFAb_v2_P4_qkg_L_bb000_mpn03
P4_qkg_L_bb001	P4_qkg_L	cdr3fam_594938faf53555e3	train	1	PVRIG_RFAb_v2_P4_qkg_L_bb001_mpn00
P4_qkg_L_bb001	P4_qkg_L	cdr3fam_66145dd0508e246a	train	1	PVRIG_RFAb_v2_P4_qkg_L_bb001_mpn02
P4_qkg_L_bb001	P4_qkg_L	cdr3fam_a52068ec1d5513b7	train	1	PVRIG_RFAb_v2_P4_qkg_L_bb001_mpn03
P4_qkg_L_bb001	P4_qkg_L	cdr3fam_e115521f0dfdf881	train	1	PVRIG_RFAb_v2_P4_qkg_L_bb001_mpn01
P4_qkg_L_bb002	P4_qkg_L	cdr3fam_437693d92536fdcc	train	2	PVRIG_RFAb_v2_P4_qkg_L_bb002_mpn01;PVRIG_RFAb_v2_P4_qkg_L_bb002_mpn02
P4_qkg_L_bb002	P4_qkg_L	cdr3fam_79d296f6df331975	train	1	PVRIG_RFAb_v2_P4_qkg_L_bb002_mpn00
P4_qkg_L_bb002	P4_qkg_L	cdr3fam_84083e6f8c852115	train	1	PVRIG_RFAb_v2_P4_qkg_L_bb002_mpn03
P4_qkg_L_bb003	P4_qkg_L	cdr3fam_66145dd0508e246a	train	4	PVRIG_RFAb_v2_P4_qkg_L_bb003_mpn00;PVRIG_RFAb_v2_P4_qkg_L_bb003_mpn01;PVRIG_RFAb_v2_P4_qkg_L_bb003_mpn02;PVRIG_RFAb_v2_P4_qkg_L_bb003_mpn03
P4_qkg_L_bb004	P4_qkg_L	cdr3fam_437693d92536fdcc	train	4	PVRIG_RFAb_v2_P4_qkg_L_bb004_mpn00;PVRIG_RFAb_v2_P4_qkg_L_bb004_mpn01;PVRIG_RFAb_v2_P4_qkg_L_bb004_mpn02;PVRIG_RFAb_v2_P4_qkg_L_bb004_mpn03
P4_qkg_L_bb005	P4_qkg_L	cdr3fam_2714dcd990988f6f	train	3	PVRIG_RFAb_v2_P4_qkg_L_bb005_mpn00;PVRIG_RFAb_v2_P4_qkg_L_bb005_mpn01;PVRIG_RFAb_v2_P4_qkg_L_bb005_mpn02
P4_qkg_L_bb006	P4_qkg_L	cdr3fam_66145dd0508e246a	train	3	PVRIG_RFAb_v2_P4_qkg_L_bb006_mpn00;PVRIG_RFAb_v2_P4_qkg_L_bb006_mpn01;PVRIG_RFAb_v2_P4_qkg_L_bb006_mpn02
P4_qkg_L_bb007	P4_qkg_L	cdr3fam_1656dd536e6368e2	train	1	PVRIG_RFAb_v2_P4_qkg_L_bb007_mpn02
P4_qkg_L_bb007	P4_qkg_L	cdr3fam_2178b32d6bbb731d	train	1	PVRIG_RFAb_v2_P4_qkg_L_bb007_mpn01
P4_qkg_L_bb007	P4_qkg_L	cdr3fam_d618a0ac25c434b6	train	1	PVRIG_RFAb_v2_P4_qkg_L_bb007_mpn00
P4_qkg_S_bb000	P4_qkg_S	cdr3fam_6250cae5f36a422f	validation	1	PVRIG_RFAb_v2_P4_qkg_S_bb000_mpn00
P4_qkg_S_bb000	P4_qkg_S	cdr3fam_8915e987345ce211	validation	1	PVRIG_RFAb_v2_P4_qkg_S_bb000_mpn03
P4_qkg_S_bb000	P4_qkg_S	cdr3fam_97f8c83e31a1a854	validation	2	PVRIG_RFAb_v2_P4_qkg_S_bb000_mpn01;PVRIG_RFAb_v2_P4_qkg_S_bb000_mpn02
P4_qkg_S_bb001	P4_qkg_S	cdr3fam_d58db9e2493ba0c2	validation	4	PVRIG_RFAb_v2_P4_qkg_S_bb001_mpn00;PVRIG_RFAb_v2_P4_qkg_S_bb001_mpn01;PVRIG_RFAb_v2_P4_qkg_S_bb001_mpn02;PVRIG_RFAb_v2_P4_qkg_S_bb001_mpn03
P4_qkg_S_bb002	P4_qkg_S	cdr3fam_1c3bdfdee9350ade	validation	3	PVRIG_RFAb_v2_P4_qkg_S_bb002_mpn00;PVRIG_RFAb_v2_P4_qkg_S_bb002_mpn01;PVRIG_RFAb_v2_P4_qkg_S_bb002_mpn02
P4_qkg_S_bb003	P4_qkg_S	cdr3fam_022026148fcb3d26	validation	1	PVRIG_RFAb_v2_P4_qkg_S_bb003_mpn03
P4_qkg_S_bb003	P4_qkg_S	cdr3fam_34167aa664ca4668	validation	1	PVRIG_RFAb_v2_P4_qkg_S_bb003_mpn02
P4_qkg_S_bb003	P4_qkg_S	cdr3fam_3432bae989d94b19	validation	1	PVRIG_RFAb_v2_P4_qkg_S_bb003_mpn00
P4_qkg_S_bb003	P4_qkg_S	cdr3fam_e25de9debe262462	validation	1	PVRIG_RFAb_v2_P4_qkg_S_bb003_mpn01
P4_qkg_S_bb004	P4_qkg_S	cdr3fam_6250cae5f36a422f	validation	1	PVRIG_RFAb_v2_P4_qkg_S_bb004_mpn02
P4_qkg_S_bb004	P4_qkg_S	cdr3fam_74b1d2739096ea5d	validation	3	PVRIG_RFAb_v2_P4_qkg_S_bb004_mpn00;PVRIG_RFAb_v2_P4_qkg_S_bb004_mpn01;PVRIG_RFAb_v2_P4_qkg_S_bb004_mpn03
P4_qkg_S_bb005	P4_qkg_S	cdr3fam_9421d3e3572c34ff	validation	4	PVRIG_RFAb_v2_P4_qkg_S_bb005_mpn00;PVRIG_RFAb_v2_P4_qkg_S_bb005_mpn01;PVRIG_RFAb_v2_P4_qkg_S_bb005_mpn02;PVRIG_RFAb_v2_P4_qkg_S_bb005_mpn03
P4_qkg_S_bb006	P4_qkg_S	cdr3fam_4988206223043914	validation	1	PVRIG_RFAb_v2_P4_qkg_S_bb006_mpn00
P4_qkg_S_bb006	P4_qkg_S	cdr3fam_50b9b4f84d4914c5	validation	1	PVRIG_RFAb_v2_P4_qkg_S_bb006_mpn01
P4_qkg_S_bb006	P4_qkg_S	cdr3fam_d986cf336041b703	validation	1	PVRIG_RFAb_v2_P4_qkg_S_bb006_mpn02
P4_qkg_S_bb007	P4_qkg_S	cdr3fam_376703d867f9a933	validation	1	PVRIG_RFAb_v2_P4_qkg_S_bb007_mpn02
P4_qkg_S_bb007	P4_qkg_S	cdr3fam_78dceb17f8cafbcd	validation	1	PVRIG_RFAb_v2_P4_qkg_S_bb007_mpn01
P4_qkg_S_bb007	P4_qkg_S	cdr3fam_930a18f19acf6a61	validation	1	PVRIG_RFAb_v2_P4_qkg_S_bb007_mpn00
P4_qrg_L_bb000	P4_qrg_L	cdr3fam_50c2e1562afdc685	train	2	PVRIG_RFAb_v2_P4_qrg_L_bb000_mpn00;PVRIG_RFAb_v2_P4_qrg_L_bb000_mpn03
P4_qrg_L_bb000	P4_qrg_L	cdr3fam_8e7428cfba077438	train	1	PVRIG_RFAb_v2_P4_qrg_L_bb000_mpn02
P4_qrg_L_bb000	P4_qrg_L	cdr3fam_ba5f1e8c4d989b98	train	1	PVRIG_RFAb_v2_P4_qrg_L_bb000_mpn01
P4_qrg_L_bb001	P4_qrg_L	cdr3fam_66145dd0508e246a	train	1	PVRIG_RFAb_v2_P4_qrg_L_bb001_mpn02
P4_qrg_L_bb001	P4_qrg_L	cdr3fam_6bd06143d670a729	train	1	PVRIG_RFAb_v2_P4_qrg_L_bb001_mpn00
P4_qrg_L_bb001	P4_qrg_L	cdr3fam_a52068ec1d5513b7	train	1	PVRIG_RFAb_v2_P4_qrg_L_bb001_mpn03
P4_qrg_L_bb001	P4_qrg_L	cdr3fam_da33ecf2357a0d41	train	1	PVRIG_RFAb_v2_P4_qrg_L_bb001_mpn01
P4_qrg_L_bb002	P4_qrg_L	cdr3fam_70cf0d845194cd11	train	2	PVRIG_RFAb_v2_P4_qrg_L_bb002_mpn01;PVRIG_RFAb_v2_P4_qrg_L_bb002_mpn02
P4_qrg_L_bb002	P4_qrg_L	cdr3fam_e75841fc86fa62a0	train	2	PVRIG_RFAb_v2_P4_qrg_L_bb002_mpn00;PVRIG_RFAb_v2_P4_qrg_L_bb002_mpn03
P4_qrg_L_bb003	P4_qrg_L	cdr3fam_66145dd0508e246a	train	4	PVRIG_RFAb_v2_P4_qrg_L_bb003_mpn00;PVRIG_RFAb_v2_P4_qrg_L_bb003_mpn01;PVRIG_RFAb_v2_P4_qrg_L_bb003_mpn02;PVRIG_RFAb_v2_P4_qrg_L_bb003_mpn03
P4_qrg_L_bb004	P4_qrg_L	cdr3fam_437693d92536fdcc	train	4	PVRIG_RFAb_v2_P4_qrg_L_bb004_mpn00;PVRIG_RFAb_v2_P4_qrg_L_bb004_mpn01;PVRIG_RFAb_v2_P4_qrg_L_bb004_mpn02;PVRIG_RFAb_v2_P4_qrg_L_bb004_mpn03
P4_qrg_L_bb005	P4_qrg_L	cdr3fam_2714dcd990988f6f	train	3	PVRIG_RFAb_v2_P4_qrg_L_bb005_mpn00;PVRIG_RFAb_v2_P4_qrg_L_bb005_mpn01;PVRIG_RFAb_v2_P4_qrg_L_bb005_mpn02
P4_qrg_L_bb006	P4_qrg_L	cdr3fam_66145dd0508e246a	train	3	PVRIG_RFAb_v2_P4_qrg_L_bb006_mpn00;PVRIG_RFAb_v2_P4_qrg_L_bb006_mpn01;PVRIG_RFAb_v2_P4_qrg_L_bb006_mpn02
P4_qrg_L_bb007	P4_qrg_L	cdr3fam_2178b32d6bbb731d	train	1	PVRIG_RFAb_v2_P4_qrg_L_bb007_mpn01
P4_qrg_L_bb007	P4_qrg_L	cdr3fam_9d4b8edb4809337d	train	1	PVRIG_RFAb_v2_P4_qrg_L_bb007_mpn02
P4_qrg_L_bb007	P4_qrg_L	cdr3fam_d618a0ac25c434b6	train	1	PVRIG_RFAb_v2_P4_qrg_L_bb007_mpn00
P4_qrg_S_bb000	P4_qrg_S	cdr3fam_6250cae5f36a422f	validation	1	PVRIG_RFAb_v2_P4_qrg_S_bb000_mpn00
P4_qrg_S_bb000	P4_qrg_S	cdr3fam_97f8c83e31a1a854	validation	2	PVRIG_RFAb_v2_P4_qrg_S_bb000_mpn01;PVRIG_RFAb_v2_P4_qrg_S_bb000_mpn02
P4_qrg_S_bb000	P4_qrg_S	cdr3fam_d29f7bb54f510460	validation	1	PVRIG_RFAb_v2_P4_qrg_S_bb000_mpn03
P4_qrg_S_bb001	P4_qrg_S	cdr3fam_1b2bc2c2e129266c	validation	1	PVRIG_RFAb_v2_P4_qrg_S_bb001_mpn00
P4_qrg_S_bb001	P4_qrg_S	cdr3fam_6d86405418f0798b	validation	2	PVRIG_RFAb_v2_P4_qrg_S_bb001_mpn01;PVRIG_RFAb_v2_P4_qrg_S_bb001_mpn02
P4_qrg_S_bb001	P4_qrg_S	cdr3fam_afae229977cc4427	validation	1	PVRIG_RFAb_v2_P4_qrg_S_bb001_mpn03
P4_qrg_S_bb002	P4_qrg_S	cdr3fam_1c3bdfdee9350ade	validation	3	PVRIG_RFAb_v2_P4_qrg_S_bb002_mpn00;PVRIG_RFAb_v2_P4_qrg_S_bb002_mpn01;PVRIG_RFAb_v2_P4_qrg_S_bb002_mpn02
P4_qrg_S_bb003	P4_qrg_S	cdr3fam_022026148fcb3d26	validation	1	PVRIG_RFAb_v2_P4_qrg_S_bb003_mpn03
P4_qrg_S_bb003	P4_qrg_S	cdr3fam_34167aa664ca4668	validation	1	PVRIG_RFAb_v2_P4_qrg_S_bb003_mpn02
P4_qrg_S_bb003	P4_qrg_S	cdr3fam_3432bae989d94b19	validation	1	PVRIG_RFAb_v2_P4_qrg_S_bb003_mpn00
P4_qrg_S_bb003	P4_qrg_S	cdr3fam_e25de9debe262462	validation	1	PVRIG_RFAb_v2_P4_qrg_S_bb003_mpn01
P4_qrg_S_bb004	P4_qrg_S	cdr3fam_74b1d2739096ea5d	validation	4	PVRIG_RFAb_v2_P4_qrg_S_bb004_mpn00;PVRIG_RFAb_v2_P4_qrg_S_bb004_mpn01;PVRIG_RFAb_v2_P4_qrg_S_bb004_mpn02;PVRIG_RFAb_v2_P4_qrg_S_bb004_mpn03
P4_qrg_S_bb005	P4_qrg_S	cdr3fam_9421d3e3572c34ff	validation	4	PVRIG_RFAb_v2_P4_qrg_S_bb005_mpn00;PVRIG_RFAb_v2_P4_qrg_S_bb005_mpn01;PVRIG_RFAb_v2_P4_qrg_S_bb005_mpn02;PVRIG_RFAb_v2_P4_qrg_S_bb005_mpn03
P4_qrg_S_bb006	P4_qrg_S	cdr3fam_4988206223043914	validation	3	PVRIG_RFAb_v2_P4_qrg_S_bb006_mpn00;PVRIG_RFAb_v2_P4_qrg_S_bb006_mpn02;PVRIG_RFAb_v2_P4_qrg_S_bb006_mpn03
P4_qrg_S_bb006	P4_qrg_S	cdr3fam_50b9b4f84d4914c5	validation	1	PVRIG_RFAb_v2_P4_qrg_S_bb006_mpn01
P4_qrg_S_bb007	P4_qrg_S	cdr3fam_376703d867f9a933	validation	1	PVRIG_RFAb_v2_P4_qrg_S_bb007_mpn02
P4_qrg_S_bb007	P4_qrg_S	cdr3fam_78dceb17f8cafbcd	validation	1	PVRIG_RFAb_v2_P4_qrg_S_bb007_mpn01
P5_ekg_L_bb000	P5_ekg_L	cdr3fam_437693d92536fdcc	train	4	PVRIG_RFAb_v2_P5_ekg_L_bb000_mpn00;PVRIG_RFAb_v2_P5_ekg_L_bb000_mpn01;PVRIG_RFAb_v2_P5_ekg_L_bb000_mpn02;PVRIG_RFAb_v2_P5_ekg_L_bb000_mpn03
P5_ekg_L_bb001	P5_ekg_L	cdr3fam_7e3daa8e6202bfc6	train	3	PVRIG_RFAb_v2_P5_ekg_L_bb001_mpn01;PVRIG_RFAb_v2_P5_ekg_L_bb001_mpn02;PVRIG_RFAb_v2_P5_ekg_L_bb001_mpn03
P5_ekg_L_bb001	P5_ekg_L	cdr3fam_fde73356bc65709a	train	1	PVRIG_RFAb_v2_P5_ekg_L_bb001_mpn00
P5_ekg_L_bb002	P5_ekg_L	cdr3fam_c494700d5c100c30	train	4	PVRIG_RFAb_v2_P5_ekg_L_bb002_mpn00;PVRIG_RFAb_v2_P5_ekg_L_bb002_mpn01;PVRIG_RFAb_v2_P5_ekg_L_bb002_mpn02;PVRIG_RFAb_v2_P5_ekg_L_bb002_mpn03
P5_ekg_L_bb003	P5_ekg_L	cdr3fam_27b08d53ad42974e	train	4	PVRIG_RFAb_v2_P5_ekg_L_bb003_mpn00;PVRIG_RFAb_v2_P5_ekg_L_bb003_mpn01;PVRIG_RFAb_v2_P5_ekg_L_bb003_mpn02;PVRIG_RFAb_v2_P5_ekg_L_bb003_mpn03
P5_ekg_L_bb004	P5_ekg_L	cdr3fam_437693d92536fdcc	train	4	PVRIG_RFAb_v2_P5_ekg_L_bb004_mpn00;PVRIG_RFAb_v2_P5_ekg_L_bb004_mpn01;PVRIG_RFAb_v2_P5_ekg_L_bb004_mpn02;PVRIG_RFAb_v2_P5_ekg_L_bb004_mpn03
P5_ekg_L_bb005	P5_ekg_L	cdr3fam_2714dcd990988f6f	train	2	PVRIG_RFAb_v2_P5_ekg_L_bb005_mpn00;PVRIG_RFAb_v2_P5_ekg_L_bb005_mpn01
P5_ekg_L_bb006	P5_ekg_L	cdr3fam_393a15f538d2d1e9	train	1	PVRIG_RFAb_v2_P5_ekg_L_bb006_mpn00
P5_ekg_L_bb006	P5_ekg_L	cdr3fam_5a8a2dcdbefa3711	train	3	PVRIG_RFAb_v2_P5_ekg_L_bb006_mpn01;PVRIG_RFAb_v2_P5_ekg_L_bb006_mpn02;PVRIG_RFAb_v2_P5_ekg_L_bb006_mpn03
P5_ekg_L_bb007	P5_ekg_L	cdr3fam_2448fd763ef46a7a	train	1	PVRIG_RFAb_v2_P5_ekg_L_bb007_mpn02
P5_ekg_L_bb007	P5_ekg_L	cdr3fam_2d21e9cc92432605	train	1	PVRIG_RFAb_v2_P5_ekg_L_bb007_mpn01
P5_ekg_L_bb007	P5_ekg_L	cdr3fam_d55565d9d28beb82	train	1	PVRIG_RFAb_v2_P5_ekg_L_bb007_mpn00
P5_ekg_S_bb000	P5_ekg_S	cdr3fam_5878979f4825bad8	validation	2	PVRIG_RFAb_v2_P5_ekg_S_bb000_mpn01;PVRIG_RFAb_v2_P5_ekg_S_bb000_mpn02
P5_ekg_S_bb000	P5_ekg_S	cdr3fam_6250cae5f36a422f	validation	2	PVRIG_RFAb_v2_P5_ekg_S_bb000_mpn00;PVRIG_RFAb_v2_P5_ekg_S_bb000_mpn03
P5_ekg_S_bb001	P5_ekg_S	cdr3fam_f1cf59d22f4f835f	validation	4	PVRIG_RFAb_v2_P5_ekg_S_bb001_mpn00;PVRIG_RFAb_v2_P5_ekg_S_bb001_mpn01;PVRIG_RFAb_v2_P5_ekg_S_bb001_mpn02;PVRIG_RFAb_v2_P5_ekg_S_bb001_mpn03
P5_ekg_S_bb002	P5_ekg_S	cdr3fam_6250cae5f36a422f	validation	3	PVRIG_RFAb_v2_P5_ekg_S_bb002_mpn00;PVRIG_RFAb_v2_P5_ekg_S_bb002_mpn01;PVRIG_RFAb_v2_P5_ekg_S_bb002_mpn03
P5_ekg_S_bb003	P5_ekg_S	cdr3fam_b3bcf70d86ca348c	validation	2	PVRIG_RFAb_v2_P5_ekg_S_bb003_mpn01;PVRIG_RFAb_v2_P5_ekg_S_bb003_mpn03
P5_ekg_S_bb003	P5_ekg_S	cdr3fam_b4b902b85a9d8ee5	validation	1	PVRIG_RFAb_v2_P5_ekg_S_bb003_mpn02
P5_ekg_S_bb004	P5_ekg_S	cdr3fam_6250cae5f36a422f	validation	4	PVRIG_RFAb_v2_P5_ekg_S_bb004_mpn00;PVRIG_RFAb_v2_P5_ekg_S_bb004_mpn01;PVRIG_RFAb_v2_P5_ekg_S_bb004_mpn02;PVRIG_RFAb_v2_P5_ekg_S_bb004_mpn03
P5_ekg_S_bb005	P5_ekg_S	cdr3fam_9421d3e3572c34ff	validation	4	PVRIG_RFAb_v2_P5_ekg_S_bb005_mpn00;PVRIG_RFAb_v2_P5_ekg_S_bb005_mpn01;PVRIG_RFAb_v2_P5_ekg_S_bb005_mpn02;PVRIG_RFAb_v2_P5_ekg_S_bb005_mpn03
P5_ekg_S_bb006	P5_ekg_S	cdr3fam_445c63f4195c5686	validation	4	PVRIG_RFAb_v2_P5_ekg_S_bb006_mpn00;PVRIG_RFAb_v2_P5_ekg_S_bb006_mpn01;PVRIG_RFAb_v2_P5_ekg_S_bb006_mpn02;PVRIG_RFAb_v2_P5_ekg_S_bb006_mpn03
P5_ekg_S_bb007	P5_ekg_S	cdr3fam_06e917d48c2d8cde	validation	3	PVRIG_RFAb_v2_P5_ekg_S_bb007_mpn00;PVRIG_RFAb_v2_P5_ekg_S_bb007_mpn01;PVRIG_RFAb_v2_P5_ekg_S_bb007_mpn02
P5_qkg_L_bb000	P5_qkg_L	cdr3fam_437693d92536fdcc	train	4	PVRIG_RFAb_v2_P5_qkg_L_bb000_mpn00;PVRIG_RFAb_v2_P5_qkg_L_bb000_mpn01;PVRIG_RFAb_v2_P5_qkg_L_bb000_mpn02;PVRIG_RFAb_v2_P5_qkg_L_bb000_mpn03
P5_qkg_L_bb001	P5_qkg_L	cdr3fam_7307d9309226f4d5	train	1	PVRIG_RFAb_v2_P5_qkg_L_bb001_mpn00
P5_qkg_L_bb001	P5_qkg_L	cdr3fam_d78502934065cac8	train	2	PVRIG_RFAb_v2_P5_qkg_L_bb001_mpn01;PVRIG_RFAb_v2_P5_qkg_L_bb001_mpn02
P5_qkg_L_bb001	P5_qkg_L	cdr3fam_f261e73c08887ef4	train	1	PVRIG_RFAb_v2_P5_qkg_L_bb001_mpn03
P5_qkg_L_bb002	P5_qkg_L	cdr3fam_c494700d5c100c30	train	3	PVRIG_RFAb_v2_P5_qkg_L_bb002_mpn00;PVRIG_RFAb_v2_P5_qkg_L_bb002_mpn01;PVRIG_RFAb_v2_P5_qkg_L_bb002_mpn02
P5_qkg_L_bb003	P5_qkg_L	cdr3fam_27b08d53ad42974e	train	4	PVRIG_RFAb_v2_P5_qkg_L_bb003_mpn00;PVRIG_RFAb_v2_P5_qkg_L_bb003_mpn01;PVRIG_RFAb_v2_P5_qkg_L_bb003_mpn02;PVRIG_RFAb_v2_P5_qkg_L_bb003_mpn03
P5_qkg_L_bb004	P5_qkg_L	cdr3fam_437693d92536fdcc	train	4	PVRIG_RFAb_v2_P5_qkg_L_bb004_mpn00;PVRIG_RFAb_v2_P5_qkg_L_bb004_mpn01;PVRIG_RFAb_v2_P5_qkg_L_bb004_mpn02;PVRIG_RFAb_v2_P5_qkg_L_bb004_mpn03
P5_qkg_L_bb005	P5_qkg_L	cdr3fam_2714dcd990988f6f	train	3	PVRIG_RFAb_v2_P5_qkg_L_bb005_mpn00;PVRIG_RFAb_v2_P5_qkg_L_bb005_mpn01;PVRIG_RFAb_v2_P5_qkg_L_bb005_mpn02
P5_qkg_L_bb006	P5_qkg_L	cdr3fam_5a8a2dcdbefa3711	train	4	PVRIG_RFAb_v2_P5_qkg_L_bb006_mpn00;PVRIG_RFAb_v2_P5_qkg_L_bb006_mpn01;PVRIG_RFAb_v2_P5_qkg_L_bb006_mpn02;PVRIG_RFAb_v2_P5_qkg_L_bb006_mpn03
P5_qkg_L_bb007	P5_qkg_L	cdr3fam_24a0c2b58d0a0550	train	1	PVRIG_RFAb_v2_P5_qkg_L_bb007_mpn02
P5_qkg_L_bb007	P5_qkg_L	cdr3fam_2d21e9cc92432605	train	1	PVRIG_RFAb_v2_P5_qkg_L_bb007_mpn01
P5_qkg_L_bb007	P5_qkg_L	cdr3fam_8723d2423f8c2232	train	1	PVRIG_RFAb_v2_P5_qkg_L_bb007_mpn00
P5_qkg_S_bb000	P5_qkg_S	cdr3fam_6250cae5f36a422f	validation	4	PVRIG_RFAb_v2_P5_qkg_S_bb000_mpn00;PVRIG_RFAb_v2_P5_qkg_S_bb000_mpn01;PVRIG_RFAb_v2_P5_qkg_S_bb000_mpn02;PVRIG_RFAb_v2_P5_qkg_S_bb000_mpn03
P5_qkg_S_bb001	P5_qkg_S	cdr3fam_f1cf59d22f4f835f	validation	4	PVRIG_RFAb_v2_P5_qkg_S_bb001_mpn00;PVRIG_RFAb_v2_P5_qkg_S_bb001_mpn01;PVRIG_RFAb_v2_P5_qkg_S_bb001_mpn02;PVRIG_RFAb_v2_P5_qkg_S_bb001_mpn03
P5_qkg_S_bb002	P5_qkg_S	cdr3fam_6250cae5f36a422f	validation	3	PVRIG_RFAb_v2_P5_qkg_S_bb002_mpn00;PVRIG_RFAb_v2_P5_qkg_S_bb002_mpn01;PVRIG_RFAb_v2_P5_qkg_S_bb002_mpn03
P5_qkg_S_bb003	P5_qkg_S	cdr3fam_b3bcf70d86ca348c	validation	1	PVRIG_RFAb_v2_P5_qkg_S_bb003_mpn01
P5_qkg_S_bb003	P5_qkg_S	cdr3fam_b4b902b85a9d8ee5	validation	1	PVRIG_RFAb_v2_P5_qkg_S_bb003_mpn02
P5_qkg_S_bb004	P5_qkg_S	cdr3fam_6250cae5f36a422f	validation	4	PVRIG_RFAb_v2_P5_qkg_S_bb004_mpn00;PVRIG_RFAb_v2_P5_qkg_S_bb004_mpn01;PVRIG_RFAb_v2_P5_qkg_S_bb004_mpn02;PVRIG_RFAb_v2_P5_qkg_S_bb004_mpn03
P5_qkg_S_bb005	P5_qkg_S	cdr3fam_9421d3e3572c34ff	validation	4	PVRIG_RFAb_v2_P5_qkg_S_bb005_mpn00;PVRIG_RFAb_v2_P5_qkg_S_bb005_mpn01;PVRIG_RFAb_v2_P5_qkg_S_bb005_mpn02;PVRIG_RFAb_v2_P5_qkg_S_bb005_mpn03
P5_qkg_S_bb006	P5_qkg_S	cdr3fam_445c63f4195c5686	validation	4	PVRIG_RFAb_v2_P5_qkg_S_bb006_mpn00;PVRIG_RFAb_v2_P5_qkg_S_bb006_mpn01;PVRIG_RFAb_v2_P5_qkg_S_bb006_mpn02;PVRIG_RFAb_v2_P5_qkg_S_bb006_mpn03
P5_qkg_S_bb007	P5_qkg_S	cdr3fam_06e917d48c2d8cde	validation	4	PVRIG_RFAb_v2_P5_qkg_S_bb007_mpn00;PVRIG_RFAb_v2_P5_qkg_S_bb007_mpn01;PVRIG_RFAb_v2_P5_qkg_S_bb007_mpn02;PVRIG_RFAb_v2_P5_qkg_S_bb007_mpn03
P5_qrg_L_bb000	P5_qrg_L	cdr3fam_437693d92536fdcc	train	4	PVRIG_RFAb_v2_P5_qrg_L_bb000_mpn00;PVRIG_RFAb_v2_P5_qrg_L_bb000_mpn01;PVRIG_RFAb_v2_P5_qrg_L_bb000_mpn02;PVRIG_RFAb_v2_P5_qrg_L_bb000_mpn03
P5_qrg_L_bb001	P5_qrg_L	cdr3fam_024fcb6c703b5f27	train	1	PVRIG_RFAb_v2_P5_qrg_L_bb001_mpn02
P5_qrg_L_bb001	P5_qrg_L	cdr3fam_7fad44d71bf946fc	train	1	PVRIG_RFAb_v2_P5_qrg_L_bb001_mpn03
P5_qrg_L_bb001	P5_qrg_L	cdr3fam_e6a70668e1931481	train	2	PVRIG_RFAb_v2_P5_qrg_L_bb001_mpn00;PVRIG_RFAb_v2_P5_qrg_L_bb001_mpn01
P5_qrg_L_bb002	P5_qrg_L	cdr3fam_c494700d5c100c30	train	4	PVRIG_RFAb_v2_P5_qrg_L_bb002_mpn00;PVRIG_RFAb_v2_P5_qrg_L_bb002_mpn01;PVRIG_RFAb_v2_P5_qrg_L_bb002_mpn02;PVRIG_RFAb_v2_P5_qrg_L_bb002_mpn03
